frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.334175e-01;2.334175e-01;0;0;0;2.089310e+03;3.061656e+03;4000;5.300623e+02;1.749188e+02;1.088992e+03;0;0;0;0
1;0.020000;4.362297e-01;4.362297e-01;0;0;0;2.086381e+03;3.061804e+03;4000;5.264968e+02;1.680218e+02;1.083996e+03;0;0;0;0
2;0.030000;6.435960e-01;6.435960e-01;0;0;0;1.796384e+03;3.056778e+03;4000;3.595389e+02;1.818397e+02;1.020025e+03;0;0;0;0
3;0.040000;6.766016e-01;6.766016e-01;0;0;0;1.495531e+03;3.057574e+03;4000;2.277517e+02;2.206113e+02;9.923088e+02;0;0;0;0
4;0.050000;7.525821e-01;7.525821e-01;0;0;0;1.123589e+03;2.774700e+03;3.695623e+03;1.115820e+02;4.715345e+02;7.732529e+02;0;0;0;0
5;0.060000;8.121548e-01;8.121548e-01;0;0;0;1.055327e+03;2.429803e+03;3.378270e+03;2.200853e+02;6.015593e+02;5.744665e+02;0;0;0;0
6;0.070000;7.570348e-01;7.570348e-01;0;0;0;1.028620e+03;2.083558e+03;3.043882e+03;3.674526e+02;6.828503e+02;3.736545e+02;0;0;0;0
7;0.080000;6.711589e-01;6.711589e-01;0;0;0;1.079628e+03;2.022508e+03;3.013929e+03;5.316976e+02;5.642390e+02;3.703933e+02;0;0;0;0
8;0.090000;6.315723e-01;6.315723e-01;0;0;0;1.108525e+03;2.046061e+03;2.998627e+03;6.709792e+02;5.396501e+02;3.811052e+02;0;0;0;0
9;0.100000;6.692848e-01;6.692848e-01;0;0;0;1.092081e+03;2.072003e+03;3.000883e+03;7.399543e+02;5.438805e+02;3.657981e+02;0;0;0;0
10;0.110000;7.468844e-01;7.468844e-01;0;0;0;1.210568e+03;2.105487e+03;3.005728e+03;9.435659e+02;5.462215e+02;3.563138e+02;0;0;0;0
11;0.120000;7.991049e-01;7.991049e-01;0;0;0;1.313003e+03;2.132102e+03;3.012654e+03;1.051545e+03;5.228552e+02;3.540262e+02;0;0;0;0
12;0.130000;8.221744e-01;8.221744e-01;0;0;0;1.315948e+03;2.146562e+03;3.024686e+03;1.077408e+03;4.883301e+02;3.632742e+02;0;0;0;0
13;0.140000;7.844584e-01;7.844584e-01;0;0;0;1.310584e+03;2.162427e+03;3.037766e+03;9.965427e+02;4.431614e+02;3.447917e+02;0;0;0;0
14;0.150000;7.532189e-01;7.532189e-01;0;0;0;1.342242e+03;2.167568e+03;3.051981e+03;1.016125e+03;4.185242e+02;3.403501e+02;0;0;0;0
15;0.160000;7.156563e-01;7.156563e-01;0;0;0;1.718984e+03;2.496847e+03;2.038748e+03;8.388564e+02;3.639553e+02;3.770261e+02;0;0;0;0
16;0.170000;6.928040e-01;6.928040e-01;0;0;0;1.743857e+03;2.533184e+03;2.077611e+03;7.994262e+02;3.862483e+02;3.754316e+02;0;0;0;0
17;0.180000;6.765221e-01;6.765221e-01;0;0;0;1.642499e+03;2.515470e+03;2.051655e+03;5.672316e+02;3.750790e+02;4.011449e+02;0;0;0;0
18;0.190000;6.621990e-01;6.621990e-01;0;0;0;1.285789e+03;2.159208e+03;3.029878e+03;5.967991e+02;4.421168e+02;4.034135e+02;0;0;0;0
19;0.200000;6.432108e-01;6.432108e-01;0;0;0;7.745358e+02;1.396574e+03;1.974087e+03;2.924502e+02;2.785842e+02;2.964660e+02;0;0;0;0
20;0.210000;5.750613e-01;5.750613e-01;0;0;0;1.707376e+03;6.881783e+02;1.349705e+03;5.159832e+02;2.952431e+02;3.145061e+02;0;0;0;0
21;0.220000;5.554762e-01;5.554762e-01;0;0;0;1.333333e+03;0;3.714816e+02;3.762495e+02;1.353924e+02;1.488008e+02;0;0;0;0
22;0.230000;4.722067e-01;4.722067e-01;0;0;0;2.104709e+03;1.022850e+03;1.704815e+03;5.906080e+02;2.278290e+02;4.105760e+02;0;0;0;0
23;0.240000;4.155028e-01;4.155028e-01;0;0;0;7.713757e+02;1.022850e+03;1.333333e+03;2.143585e+02;9.243661e+01;2.617751e+02;0;0;0;0
24;0.250000;4.442504e-01;4.442504e-01;0;0;0;1.095677e+03;1.653473e+03;2.344638e+03;3.840896e+02;2.930926e+02;3.249438e+02;0;0;0;0
25;0.260000;5.912483e-01;5.912483e-01;0;0;0;6.541189e+02;1.275892e+03;2.021179e+03;3.200740e+02;3.864663e+02;1.227610e+02;0;0;0;0
26;0.270000;7.329527e-01;7.329527e-01;0;0;0;9.924094e+02;1.915444e+03;3.019282e+03;4.648529e+02;5.082184e+02;1.794388e+02;0;0;0;0
27;0.280000;7.547796e-01;7.547796e-01;0;0;0;1.003621e+03;1.924924e+03;3.005283e+03;4.481398e+02;4.388573e+02;1.764571e+02;0;0;0;0
28;0.290000;7.832981e-01;7.832981e-01;0;0;0;1.001782e+03;1.914223e+03;2.992606e+03;4.506906e+02;3.893221e+02;1.854396e+02;0;0;0;0
