frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.816453e-01;2.816453e-01;0;0;0;1.989285e+03;3.091642e+03;1.060626e+03;6.900132e+02;5.016907e+02;5.883216e+02;0;0;0;0
1;0.020000;5.637474e-01;5.637474e-01;0;0;0;1.490452e+03;2.551375e+03;1.931406e+03;7.513125e+02;7.516172e+02;6.179715e+02;0;0;0;0
2;0.030000;8.482572e-01;8.482572e-01;0;0;0;1.003036e+03;1.402693e+03;2.798854e+03;8.379231e+02;8.130883e+02;7.644951e+02;0;0;0;0
3;0.040000;8.481981e-01;8.481981e-01;0;0;0;8.984515e+02;1.316496e+03;2.702622e+03;7.046379e+02;1.029422e+03;7.913836e+02;0;0;0;0
4;0.050000;8.427370e-01;8.427370e-01;0;0;0;6.061945e+02;7.080818e+02;1.831842e+03;4.831350e+02;5.900294e+02;5.630715e+02;0;0;0;0
5;0.060000;8.375217e-01;8.375217e-01;0;0;0;6.328430e+02;1.434496e+03;1.965858e+03;4.758726e+02;6.270074e+02;3.757235e+02;0;0;0;0
6;0.070000;8.403304e-01;8.403304e-01;0;0;0;3.303220e+02;7.264138e+02;1.001465e+03;2.395517e+02;2.879149e+02;1.578378e+02;0;0;0;0
7;0.080000;8.465299e-01;8.465299e-01;0;0;0;6.604408e+02;1.438682e+03;2.052483e+03;4.658642e+02;5.079749e+02;2.846644e+02;0;0;0;0
8;0.090000;8.445523e-01;8.445523e-01;0;0;0;1.012381e+03;1.721356e+03;2.384352e+03;4.316606e+02;3.568660e+02;4.919816e+02;0;0;0;0
9;0.100000;8.093335e-01;8.093335e-01;0;0;0;1.012381e+03;1.721356e+03;2.384352e+03;4.316606e+02;3.568660e+02;4.919816e+02;0;0;0;0
10;0.110000;6.144319e-01;6.144319e-01;0;0;0;6.822624e+02;1.009088e+03;1.333333e+03;2.053480e+02;1.368060e+02;3.651550e+02;0;0;0;0
11;0.120000;4.434145e-01;4.434145e-01;0;0;0;7.570700e+02;1.021769e+03;1.333333e+03;1.313768e+02;1.234436e+02;2.449376e+02;0;0;0;0
12;0.130000;3.516012e-01;2.603002e-01;0;0;0;1.560611e+03;2.042042e+03;2.666667e+03;2.311653e+02;3.702593e+02;5.362793e+02;0;0;0;0
13;0.140000;4.210251e-01;3.297240e-01;0;0;0;2.351501e+03;3.080187e+03;4000;2.545548e+02;5.409327e+02;7.229339e+02;0;0;0;0
14;0.150000;5.167515e-01;4.254504e-01;0;0;0;2.390944e+03;3.101234e+03;4000;1.859596e+02;5.699586e+02;6.659041e+02;0;0;0;0
15;0.160000;5.698828e-01;5.698828e-01;0;0;0;2.377308e+03;3.139975e+03;4000;1.924744e+02;5.072249e+02;4.016903e+02;0;0;0;0
16;0.170000;5.985026e-01;5.985026e-01;0;0;0;2.397209e+03;3.147587e+03;4000;2.416414e+02;4.823905e+02;3.658649e+02;0;0;0;0
17;0.180000;5.948636e-01;5.948636e-01;0;0;0;2.387603e+03;3.127722e+03;4000;2.473522e+02;4.499805e+02;3.568824e+02;0;0;0;0
18;0.190000;5.888810e-01;5.888810e-01;0;0;0;2.375442e+03;3.091445e+03;4000;2.184814e+02;3.779074e+02;5.257678e+02;0;0;0;0
19;0.200000;5.907689e-01;5.907689e-01;0;0;0;2.335327e+03;3.068355e+03;4000;2.329634e+02;3.477565e+02;5.667573e+02;0;0;0;0
20;0.210000;5.757918e-01;5.757918e-01;0;0;0;2.290620e+03;3.057046e+03;4000;3.175327e+02;3.952994e+02;4.701049e+02;0;0;0;0
21;0.220000;5.370000e-01;5.370000e-01;0;0;0;1.752656e+03;3.049076e+03;4000;2.530040e+02;4.145468e+02;4.821773e+02;0;0;0;0
