frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.221443e-01;2.221443e-01;0;0;0;1.364525e+03;2.391686e+03;3.511217e+03;6.202374e+02;3.669429e+02;6.234452e+02;0;0;0;0
1;0.020000;4.667519e-01;4.667519e-01;0;0;0;1.342528e+03;2.401235e+03;3.507984e+03;6.770916e+02;4.256337e+02;5.867621e+02;0;0;0;0
2;0.030000;7.259788e-01;7.259788e-01;0;0;0;1.449578e+03;2.237979e+03;3.253567e+03;7.782127e+02;1.303341e+03;5.629928e+02;0;0;0;0
3;0.040000;7.417436e-01;7.417436e-01;0;0;0;1.501312e+03;2.273589e+03;2.952071e+03;8.459629e+02;1.428904e+03;1.353485e+03;0;0;0;0
4;0.050000;7.445202e-01;7.445202e-01;0;0;0;1.557169e+03;2.295185e+03;3.118996e+03;8.069163e+02;1.396492e+03;1.494774e+03;0;0;0;0
5;0.060000;7.445776e-01;7.445776e-01;0;0;0;1.801572e+03;2.999417e+03;3.537105e+03;6.307029e+02;6.536564e+02;2.247269e+03;0;0;0;0
6;0.070000;7.816408e-01;7.816408e-01;0;0;0;1.811814e+03;3.002188e+03;3.578003e+03;5.562809e+02;5.724620e+02;2.206978e+03;0;0;0;0
7;0.080000;8.122160e-01;8.122160e-01;0;0;0;1.836207e+03;3.011355e+03;3.307640e+03;4.896704e+02;5.561774e+02;2.631085e+03;0;0;0;0
8;0.090000;8.148946e-01;8.148946e-01;0;0;0;1.541440e+03;2.490672e+03;3.192683e+03;4.502531e+02;3.925333e+02;2.001177e+03;0;0;0;0
9;0.100000;8.056524e-01;8.056524e-01;0;0;0;1.555734e+03;2.476561e+03;3.359762e+03;3.746324e+02;3.709814e+02;1.718546e+03;0;0;0;0
