frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;9.862900e-02;9.862900e-02;0;0;0;1.083474e+03;1.660411e+03;2.322889e+03;1.399595e+02;2.106646e+02;2.703665e+02;0;0;0;0
1;0.020000;1.794871e-01;1.794871e-01;0;0;0;5.417369e+02;8.302056e+02;1.161445e+03;6.997973e+01;1.053323e+02;1.351833e+02;0;0;0;0
2;0.030000;2.497197e-01;2.497197e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0.040000;3.008936e-01;3.008936e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
4;0.050000;4.627916e-01;4.627916e-01;0;0;0;8.660196e+01;4.531650e+02;6.201126e+02;3.271532e+02;2.862457e+02;5.748628e+01;0;0;0;0
5;0.060000;6.779329e-01;6.779329e-01;0;0;0;1.913693e+02;9.091707e+02;1.255263e+03;6.092837e+02;6.806503e+02;8.975138e+01;0;0;0;0
6;0.070000;8.204901e-01;8.204901e-01;0;0;0;2.933803e+02;1.331780e+03;1.914614e+03;8.811536e+02;9.955655e+02;1.269157e+02;0;0;0;0
7;0.080000;8.608667e-01;8.608667e-01;0;0;0;3.502229e+02;1.479883e+03;1.294501e+03;8.481849e+02;9.044399e+02;6.282465e+02;0;0;0;0
8;0.090000;8.477537e-01;8.477537e-01;0;0;0;3.587918e+02;1.632111e+03;1.861236e+03;8.804910e+02;5.731929e+02;6.195080e+02;0;0;0;0
9;0.100000;8.368952e-01;8.368952e-01;0;0;0;8.713652e+02;1.209502e+03;1.407065e+03;6.267040e+02;6.281738e+02;9.674504e+02;0;0;0;0
10;0.110000;8.293719e-01;8.293719e-01;0;0;0;7.279207e+02;6.082345e+02;1.407065e+03;3.325194e+02;4.330537e+02;4.086335e+02;0;0;0;0
11;0.120000;7.763118e-01;7.763118e-01;0;0;0;6.145844e+02;0;2.051807e+02;1.808288e+01;3.698961e+02;3.851068e+02;0;0;0;0
12;0.130000;6.788964e-01;6.788964e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0.140000;6.706111e-01;6.706111e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0.150000;7.245895e-01;7.245895e-01;0;0;0;5.624425e+02;0;2.205707e+02;8.357871e+01;3.202556e+02;2.849853e+02;0;0;0;0
15;0.160000;8.225693e-01;8.225693e-01;0;0;0;5.624425e+02;0;2.205707e+02;8.357871e+01;3.202556e+02;2.849853e+02;0;0;0;0
