frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.285787e-01;2.285787e-01;0;0;0;7.063371e+02;1.769317e+03;2.728760e+03;7.250695e+02;2.282770e+02;5.316203e+02;0;0;0;0
1;0.020000;5.004539e-01;5.004539e-01;0;0;0;1.150523e+03;2.060947e+03;3.087861e+03;5.518990e+02;2.928631e+02;4.831635e+02;0;0;0;0
2;0.030000;7.908466e-01;7.908466e-01;0;0;0;1.592132e+03;2.341664e+03;3.457824e+03;4.932247e+02;4.479255e+02;4.645310e+02;0;0;0;0
3;0.040000;8.650286e-01;8.650286e-01;0;0;0;1.574401e+03;2.330471e+03;3.424396e+03;6.913691e+02;5.703837e+02;4.582979e+02;0;0;0;0
4;0.050000;9.002535e-01;9.002535e-01;0;0;0;1.513235e+03;2.323294e+03;3.419166e+03;8.068630e+02;5.810742e+02;4.399643e+02;0;0;0;0
5;0.060000;9.176764e-01;9.176764e-01;0;0;0;1.421894e+03;2.344478e+03;3.383490e+03;7.959293e+02;4.459177e+02;3.405439e+02;0;0;0;0
6;0.070000;9.215561e-01;9.215561e-01;0;0;0;1.338358e+03;2.383090e+03;3.355234e+03;8.193091e+02;2.901782e+02;2.938568e+02;0;0;0;0
7;0.080000;9.207177e-01;9.207177e-01;0;0;0;1.376867e+03;2.416697e+03;3.361061e+03;9.570534e+02;3.313293e+02;3.113050e+02;0;0;0;0
8;0.090000;9.202958e-01;9.202958e-01;0;0;0;1.457687e+03;2.444484e+03;3.385206e+03;1.016596e+03;3.837483e+02;3.837234e+02;0;0;0;0
9;0.100000;9.228792e-01;9.228792e-01;0;0;0;1.496326e+03;2.438261e+03;3.382067e+03;9.882000e+02;3.826936e+02;3.355135e+02;0;0;0;0
10;0.110000;9.234564e-01;9.234564e-01;0;0;0;1.480440e+03;2.447842e+03;3.358154e+03;8.608818e+02;3.096052e+02;2.279564e+02;0;0;0;0
11;0.120000;9.219065e-01;9.219065e-01;0;0;0;1.469624e+03;2.436865e+03;3.350687e+03;7.927507e+02;3.051586e+02;8.727093e+01;0;0;0;0
12;0.130000;9.199094e-01;9.199094e-01;0;0;0;1.523553e+03;2.459892e+03;3.387510e+03;7.404180e+02;3.357010e+02;6.021187e+01;0;0;0;0
13;0.140000;9.180596e-01;9.180596e-01;0;0;0;1.282524e+03;2.170910e+03;3.095995e+03;7.116834e+02;4.572899e+02;1.606831e+02;0;0;0;0
14;0.150000;9.044170e-01;9.044170e-01;0;0;0;1.305528e+03;2.209018e+03;3.090473e+03;6.924678e+02;5.185659e+02;2.527147e+02;0;0;0;0
15;0.160000;8.658682e-01;8.658682e-01;0;0;0;7.778633e+02;1.376089e+03;1.947234e+03;4.682811e+02;4.015475e+02;2.276804e+02;0;0;0;0
16;0.170000;8.119324e-01;8.119324e-01;0;0;0;8.127814e+02;1.376918e+03;1.964078e+03;4.687523e+02;4.470713e+02;3.032236e+02;0;0;0;0
17;0.180000;7.140465e-01;7.140465e-01;0;0;0;8.010088e+02;1.357841e+03;1.942901e+03;4.931998e+02;4.944721e+02;3.336731e+02;0;0;0;0
18;0.190000;5.633345e-01;5.633345e-01;0;0;0;1.311795e+03;2.176171e+03;3.029091e+03;8.095082e+02;8.229002e+02;4.781781e+02;0;0;0;0
19;0.200000;4.414432e-01;4.414432e-01;0;0;0;1.515851e+03;2.532427e+03;3.344235e+03;8.869900e+02;9.312280e+02;5.896052e+02;0;0;0;0
20;0.210000;3.379562e-01;3.379562e-01;0;0;0;1.210641e+03;2.247972e+03;2.241209e+03;9.548057e+02;7.737626e+02;8.204811e+02;0;0;0;0
21;0.220000;3.322618e-01;3.322618e-01;0;0;0;1.416878e+03;2.465328e+03;2.488352e+03;1.084604e+03;6.774445e+02;7.818417e+02;0;0;0;0
22;0.230000;3.464196e-01;3.464196e-01;0;0;0;1.038449e+03;1.956622e+03;2.094701e+03;1.037434e+03;5.113712e+02;6.278895e+02;0;0;0;0
23;0.240000;4.322300e-01;4.322300e-01;0;0;0;9.396768e+02;1.786176e+03;2.845785e+03;9.784836e+02;6.343781e+02;4.102801e+02;0;0;0;0
24;0.250000;4.833252e-01;4.833252e-01;0;0;0;3.353455e+02;1.123339e+03;2.260307e+03;7.881846e+02;5.953597e+02;3.940734e+02;0;0;0;0
25;0.260000;4.884360e-01;4.884360e-01;0;0;0;3.387772e+02;1.121385e+03;2.250032e+03;7.727111e+02;5.846152e+02;3.195074e+02;0;0;0;0
26;0.270000;4.416924e-01;4.416924e-01;0;0;0;5.978713e+02;1.470568e+03;2.548779e+03;7.151999e+02;5.448657e+02;3.146869e+02;0;0;0;0
27;0.280000;4.052722e-01;4.052722e-01;0;0;0;8.616208e+02;1.848758e+03;2.886520e+03;6.619257e+02;4.224151e+02;2.848848e+02;0;0;0;0
28;0.290000;3.661633e-01;3.661633e-01;0;0;0;1.496357e+03;2.536708e+03;3.468759e+03;4.731707e+02;3.307042e+02;2.180411e+03;0;0;0;0
29;0.300000;3.389183e-01;3.389183e-01;0;0;0;1.518018e+03;2.604572e+03;3.447500e+03;4.930280e+02;2.817180e+02;2.197644e+03;0;0;0;0
30;0.310000;3.650100e-01;3.650100e-01;0;0;0;1.519126e+03;2.655150e+03;3.389979e+03;5.561500e+02;3.253232e+02;2.361214e+03;0;0;0;0
31;0.320000;3.921602e-01;3.921602e-01;0;0;0;1.552518e+03;2.625563e+03;3.389979e+03;6.071492e+02;4.135376e+02;8.840555e+02;0;0;0;0
32;0.330000;4.590162e-01;4.590162e-01;0;0;0;1.581538e+03;2.581785e+03;3.434273e+03;5.001335e+02;4.103107e+02;8.492930e+02;0;0;0;0
33;0.340000;4.964348e-01;4.964348e-01;0;0;0;1.648902e+03;2.537949e+03;3.482524e+03;3.417330e+02;4.051100e+02;7.094585e+02;0;0;0;0
34;0.350000;5.581446e-01;5.581446e-01;0;0;0;1.323456e+03;2.264214e+03;3.229854e+03;3.108986e+02;3.194418e+02;2.655286e+02;0;0;0;0
35;0.360000;6.047249e-01;6.047249e-01;0;0;0;1.360391e+03;2.278537e+03;3.241731e+03;2.819167e+02;3.200957e+02;2.016738e+02;0;0;0;0
36;0.370000;6.571493e-01;6.571493e-01;0;0;0;1.375848e+03;2.281384e+03;3.242819e+03;2.466322e+02;3.077832e+02;1.430777e+02;0;0;0;0
37;0.380000;7.086363e-01;7.086363e-01;0;0;0;1.389686e+03;2.286225e+03;3.240057e+03;2.210358e+02;3.036730e+02;9.763982e+01;0;0;0;0
