frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;8.279710e-02;8.279710e-02;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.020000;1.556142e-01;1.556142e-01;0;0;0;3.041389e+02;7.093460e+02;7.669968e+02;1.502075e+02;2.853623e+02;5.783464e+02;0;0;0;0
2;0.030000;2.332071e-01;2.332071e-01;0;0;0;6.035844e+02;1.422639e+03;1.533912e+03;2.944162e+02;5.471729e+02;1.349708e+03;0;0;0;0
3;0.040000;2.186241e-01;2.186241e-01;0;0;0;9.161021e+02;2.101611e+03;1.533912e+03;4.779551e+02;8.084754e+02;3.087147e+03;0;0;0;0
4;0.050000;2.158360e-01;2.158360e-01;0;0;0;9.096682e+02;2.056815e+03;1.574556e+03;4.515671e+02;8.465489e+02;2.934606e+03;0;0;0;0
5;0.060000;2.230738e-01;2.230738e-01;0;0;0;8.954787e+02;2.003087e+03;1.959793e+03;4.005480e+02;7.891978e+02;2.458739e+03;0;0;0;0
6;0.070000;2.811525e-01;2.811525e-01;0;0;0;8.727502e+02;1.971921e+03;2.869212e+03;3.014690e+02;7.188860e+02;1.104020e+03;0;0;0;0
7;0.080000;3.391431e-01;3.391431e-01;0;0;0;8.685565e+02;1.969063e+03;3.213638e+03;2.713694e+02;6.028713e+02;9.507605e+02;0;0;0;0
8;0.090000;3.457332e-01;3.457332e-01;0;0;0;8.768464e+02;1.980422e+03;2.903737e+03;2.431127e+02;6.050665e+02;1.189774e+03;0;0;0;0
9;0.100000;3.057892e-01;3.057892e-01;0;0;0;5.870571e+02;1.332616e+03;1.994318e+03;1.586529e+02;4.140758e+02;8.070541e+02;0;0;0;0
10;0.110000;2.470285e-01;2.470285e-01;0;0;0;5.989761e+02;1.328036e+03;1.785395e+03;1.349366e+02;3.718801e+02;8.305754e+02;0;0;0;0
11;0.120000;2.189407e-01;2.189407e-01;0;0;0;3.054301e+02;6.571131e+02;9.431440e+02;7.000378e+01;1.652254e+02;2.960672e+02;0;0;0;0
12;0.130000;2.078611e-01;2.078611e-01;0;0;0;3.054301e+02;6.571131e+02;9.431440e+02;7.000378e+01;1.652254e+02;2.960672e+02;0;0;0;0
13;0.140000;2.094749e-01;2.094749e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0.150000;2.485062e-01;2.485062e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0.160000;2.703228e-01;2.703228e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0.170000;3.082907e-01;2.794434e-01;0;0;0;1.057695e+03;1.333333e+03;0;2.725203e+02;2.799667e+02;6.407000e+01;0;0;0;0
17;0.180000;3.147670e-01;2.859197e-01;0;0;0;1.283480e+03;1.935156e+03;8.413011e+02;2.886621e+02;5.022667e+02;3.990804e+02;0;0;0;0
18;0.190000;3.282804e-01;2.994331e-01;0;0;0;1.636988e+03;2.655611e+03;1.937961e+03;5.358323e+02;7.965996e+02;8.251140e+02;0;0;0;0
19;0.200000;3.530116e-01;3.530116e-01;0;0;0;1.003472e+03;2.090080e+03;3.083372e+03;3.914767e+02;7.905779e+02;1.148930e+03;0;0;0;0
20;0.210000;3.907689e-01;3.907689e-01;0;0;0;1.190368e+03;1.488257e+03;2.969765e+03;4.372910e+02;7.060261e+02;1.078300e+03;0;0;0;0
21;0.220000;4.075645e-01;3.722283e-01;0;0;0;1.554981e+03;1.788328e+03;3.058055e+03;4.293631e+02;9.188088e+02;1.035093e+03;0;0;0;0
22;0.230000;4.013875e-01;3.660513e-01;0;0;0;1.567890e+03;1.754153e+03;3.052459e+03;4.174349e+02;9.514299e+02;1.062131e+03;0;0;0;0
23;0.240000;3.713652e-01;3.360290e-01;0;0;0;1.579482e+03;2.484920e+03;2.324765e+03;5.021057e+02;1.061529e+03;8.951238e+02;0;0;0;0
24;0.250000;3.516471e-01;3.516471e-01;0;0;0;1.259742e+03;2.178511e+03;1.139816e+03;4.094111e+02;7.479648e+02;6.026073e+02;0;0;0;0
25;0.260000;3.123765e-01;3.123765e-01;0;0;0;1.580968e+03;2.542236e+03;1.333333e+03;4.697162e+02;6.958040e+02;5.038755e+02;0;0;0;0
26;0.270000;2.897977e-01;2.897977e-01;0;0;0;1.573488e+03;1.811469e+03;2.413867e+03;3.989168e+02;6.098372e+02;6.691785e+02;0;0;0;0
27;0.280000;3.741595e-01;3.741595e-01;0;0;0;1.645788e+03;2.164942e+03;2.413867e+03;2.639261e+02;5.817382e+02;8.501077e+02;0;0;0;0
28;0.290000;5.107805e-01;5.107805e-01;0;0;0;9.734689e+02;1.552889e+03;1.080534e+03;4.373455e+02;3.466997e+02;1.436074e+03;0;0;0;0
29;0.300000;6.917184e-01;6.917184e-01;0;0;0;1.034425e+03;2.323116e+03;1.055121e+03;4.829313e+02;2.323785e+02;1.192829e+03;0;0;0;0
30;0.310000;7.885072e-01;7.885072e-01;0;0;0;6.554387e+02;1.741192e+03;1.817475e+03;8.063080e+02;1.780903e+02;9.868068e+02;0;0;0;0
31;0.320000;8.445106e-01;8.445106e-01;0;0;0;1.079784e+03;2.009707e+03;2.892021e+03;5.687812e+02;2.467211e+02;9.595844e+01;0;0;0;0
32;0.330000;8.279957e-01;8.279957e-01;0;0;0;1.096869e+03;2.011118e+03;2.913000e+03;5.381335e+02;3.109812e+02;1.575107e+02;0;0;0;0
33;0.340000;8.045240e-01;8.045240e-01;0;0;0;1.478134e+03;2.301417e+03;3.213295e+03;2.445016e+02;3.128696e+02;1.533138e+02;0;0;0;0
34;0.350000;8.082135e-01;8.082135e-01;0;0;0;1.057726e+03;2.014508e+03;3.018265e+03;4.965323e+02;3.361990e+02;3.656224e+02;0;0;0;0
35;0.360000;8.391698e-01;8.391698e-01;0;0;0;1.017905e+03;2.089406e+03;2.906122e+03;4.687220e+02;4.721776e+02;7.627682e+02;0;0;0;0
36;0.370000;8.633659e-01;8.633659e-01;0;0;0;9.946663e+02;2.102042e+03;2.819635e+03;4.879492e+02;6.500043e+02;9.507418e+02;0;0;0;0
37;0.380000;8.776302e-01;8.776302e-01;0;0;0;1.367434e+03;2.467687e+03;3.038960e+03;2.167812e+02;7.190925e+02;1.024244e+03;0;0;0;0
38;0.390000;8.851653e-01;8.851653e-01;0;0;0;1.369380e+03;2.431752e+03;3.096909e+03;2.817325e+02;7.111182e+02;7.288567e+02;0;0;0;0
39;0.400000;8.872328e-01;8.872328e-01;0;0;0;1.387566e+03;2.449825e+03;3.156186e+03;4.094209e+02;6.513254e+02;5.820477e+02;0;0;0;0
40;0.410000;8.697956e-01;8.697956e-01;0;0;0;1.384709e+03;2.408888e+03;3.086882e+03;6.019216e+02;7.315742e+02;3.768898e+02;0;0;0;0
41;0.420000;8.658832e-01;8.658832e-01;0;0;0;1.289270e+03;2.313207e+03;3.073376e+03;7.435313e+02;6.570375e+02;2.309241e+02;0;0;0;0
42;0.430000;8.718855e-01;8.718855e-01;0;0;0;1.527813e+03;2.510060e+03;3.371271e+03;6.745559e+02;4.325922e+02;9.068603e+02;0;0;0;0
43;0.440000;8.878252e-01;8.878252e-01;0;0;0;1.168012e+03;2.071516e+03;3.135117e+03;7.141683e+02;4.120621e+02;9.565294e+02;0;0;0;0
44;0.450000;8.917176e-01;8.917176e-01;0;0;0;9.057952e+02;1.682645e+03;2.878523e+03;7.587748e+02;4.852799e+02;9.946817e+02;0;0;0;0
45;0.460000;8.930157e-01;8.930157e-01;0;0;0;3.007192e+02;1.000330e+03;2.300162e+03;9.800288e+02;7.578916e+02;3.179251e+02;0;0;0;0
46;0.470000;8.908923e-01;8.908923e-01;0;0;0;3.034556e+02;9.799546e+02;2.231823e+03;9.952595e+02;8.156514e+02;2.756752e+02;0;0;0;0
47;0.480000;8.912323e-01;8.912323e-01;0;0;0;3.055977e+02;9.910566e+02;2.252271e+03;1.016336e+03;8.493342e+02;2.663733e+02;0;0;0;0
48;0.490000;8.876417e-01;8.876417e-01;0;0;0;3.050318e+02;1.020628e+03;2.249115e+03;9.929292e+02;8.135383e+02;2.780879e+02;0;0;0;0
49;0.500000;8.859820e-01;8.859820e-01;0;0;0;3.040834e+02;1.046943e+03;2.313076e+03;9.530196e+02;7.376877e+02;2.497095e+02;0;0;0;0
