frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.785226e-01;1.785226e-01;0;0;0;1.791050e+03;2.588121e+03;3.533901e+03;7.183111e+02;6.485444e+02;4.393768e+02;0;0;0;0
1;0.020000;4.389122e-01;4.389122e-01;0;0;0;1.744770e+03;2.577556e+03;3.531230e+03;5.918122e+02;6.209879e+02;4.059878e+02;0;0;0;0
2;0.030000;7.381229e-01;7.381229e-01;0;0;0;1.374769e+03;2.332033e+03;2.430946e+03;7.441068e+02;3.943607e+02;6.817560e+02;0;0;0;0
3;0.040000;8.733242e-01;8.733242e-01;0;0;0;1.171097e+03;1.250034e+03;1.285381e+03;4.886030e+02;5.558125e+02;7.638464e+02;0;0;0;0
4;0.050000;9.269805e-01;9.269805e-01;0;0;0;1.195320e+03;5.075382e+02;3.777917e+02;4.246510e+02;6.505585e+02;9.996307e+02;0;0;0;0
5;0.060000;9.442155e-01;9.442155e-01;0;0;0;1.543031e+03;0;5.599747e+02;7.570126e+01;9.606797e+02;9.218680e+02;0;0;0;0
6;0.070000;9.496500e-01;9.496500e-01;0;0;0;1.542823e+03;0;5.617441e+02;1.120219e+02;9.729441e+02;9.335076e+02;0;0;0;0
7;0.080000;9.544192e-01;9.544192e-01;0;0;0;1.547716e+03;8.108812e+02;1.510139e+03;1.585105e+02;7.140458e+02;7.273253e+02;0;0;0;0
8;0.090000;9.493130e-01;9.493130e-01;0;0;0;1.034015e+03;8.108812e+02;1.327956e+03;1.323057e+02;3.824583e+02;4.202936e+02;0;0;0;0
9;0.100000;9.341154e-01;9.341154e-01;0;0;0;5.188265e+02;8.108812e+02;1.138419e+03;7.889772e+01;5.638466e+01;1.052392e+02;0;0;0;0
10;0.110000;9.375821e-01;9.375821e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0.120000;9.526353e-01;9.526353e-01;0;0;0;1.333333e+03;0;3.042733e+02;3.634210e+02;2.334027e+02;2.838998e+02;0;0;0;0
12;0.130000;9.750344e-01;9.750344e-01;0;0;0;1.333333e+03;0;3.042733e+02;3.634210e+02;2.334027e+02;2.838998e+02;0;0;0;0
13;0.140000;9.782047e-01;9.782047e-01;0;0;0;1.333333e+03;0;3.042733e+02;3.634210e+02;2.334027e+02;2.838998e+02;0;0;0;0
14;0.150000;9.767973e-01;9.767973e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0.160000;9.771788e-01;9.771788e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0.170000;9.769824e-01;9.769824e-01;0;0;0;5.490547e+02;1.333333e+03;0;2.096738e+01;3.868087e+02;2.265563e+02;0;0;0;0
17;0.180000;9.656715e-01;9.656715e-01;0;0;0;1.117554e+03;1.333333e+03;2.756840e+02;8.574399e+01;6.056021e+02;4.834559e+02;0;0;0;0
18;0.190000;9.474587e-01;9.474587e-01;0;0;0;1.343981e+03;1.880665e+03;2.756840e+02;4.136195e+02;6.597465e+02;7.408066e+02;0;0;0;0
19;0.200000;9.334286e-01;9.334286e-01;0;0;0;1.045239e+03;1.108640e+03;2.756840e+02;7.359129e+02;2.911436e+02;7.641750e+02;0;0;0;0
20;0.210000;9.242112e-01;9.242112e-01;0;0;0;1.810074e+03;1.108640e+03;2.549107e+02;9.640715e+02;3.304922e+02;8.610275e+02;0;0;0;0
21;0.220000;9.209361e-01;9.209361e-01;0;0;0;1.739411e+03;1.110526e+03;1.588244e+03;1.036131e+03;3.961567e+02;8.640241e+02;0;0;0;0
22;0.230000;9.198585e-01;9.198585e-01;0;0;0;2.822432e+03;5.492173e+02;1.869353e+03;9.488951e+02;6.468442e+02;1.003817e+03;0;0;0;0
23;0.240000;9.267276e-01;9.267276e-01;0;0;0;1.489098e+03;5.492173e+02;1.614442e+03;6.559600e+02;3.887024e+02;6.500647e+02;0;0;0;0
24;0.250000;9.340413e-01;9.340413e-01;0;0;0;1.333333e+03;0;2.811087e+02;2.560249e+02;2.688935e+02;3.897173e+02;0;0;0;0
25;0.260000;9.377407e-01;9.377407e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
26;0.270000;9.394383e-01;9.394383e-01;0;0;0;7.391711e+02;0;2.001547e+02;3.806552e+01;3.647119e+02;3.864507e+02;0;0;0;0
27;0.280000;9.383268e-01;9.383268e-01;0;0;0;1.497233e+03;0;4.198004e+02;5.915944e+01;7.023677e+02;7.861419e+02;0;0;0;0
28;0.290000;9.340677e-01;9.340677e-01;0;0;0;1.497233e+03;0;4.198004e+02;5.915944e+01;7.023677e+02;7.861419e+02;0;0;0;0
29;0.300000;9.293814e-01;9.293814e-01;0;0;0;7.580621e+02;0;2.196456e+02;2.109392e+01;3.376558e+02;3.996913e+02;0;0;0;0
30;0.310000;9.297466e-01;9.297466e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
31;0.320000;9.319102e-01;9.319102e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
