frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.537161e-01;1.537161e-01;0;0;0;8.632518e+02;2.392793e+03;3.621597e+03;3.958304e+02;3.257622e+02;6.827247e+02;0;0;0;0
1;0.020000;2.961733e-01;2.961733e-01;0;0;0;1.238157e+03;2.442367e+03;3.632752e+03;5.994131e+02;4.039943e+02;6.472044e+02;0;0;0;0
2;0.030000;4.084037e-01;4.084037e-01;0;0;0;1.622335e+03;2.510223e+03;3.639541e+03;7.443439e+02;4.857072e+02;5.931287e+02;0;0;0;0
3;0.040000;3.387525e-01;3.387525e-01;0;0;0;1.981988e+03;2.575783e+03;3.641896e+03;8.730789e+02;5.030239e+02;5.699986e+02;0;0;0;0
4;0.050000;2.941306e-01;2.941306e-01;0;0;0;1.967356e+03;2.615127e+03;3.635798e+03;7.956148e+02;4.875056e+02;5.626016e+02;0;0;0;0
5;0.060000;2.705105e-01;2.705105e-01;0;0;0;1.953709e+03;2.652716e+03;3.645272e+03;7.556284e+02;4.744148e+02;5.892653e+02;0;0;0;0
6;0.070000;2.743578e-01;2.743578e-01;0;0;0;1.972031e+03;2.677690e+03;3.657804e+03;7.368134e+02;4.877303e+02;6.309283e+02;0;0;0;0
7;0.080000;2.603630e-01;2.603630e-01;0;0;0;2.002827e+03;2.692177e+03;3.677157e+03;7.280516e+02;4.741686e+02;6.398217e+02;0;0;0;0
8;0.090000;2.805352e-01;2.805352e-01;0;0;0;2.025281e+03;2.706323e+03;3.706218e+03;7.193455e+02;4.596092e+02;6.772501e+02;0;0;0;0
9;0.100000;3.177749e-01;3.177749e-01;0;0;0;2.015521e+03;2.712871e+03;3.715938e+03;7.108718e+02;4.381216e+02;6.979736e+02;0;0;0;0
10;0.110000;3.595654e-01;3.595654e-01;0;0;0;2.002166e+03;2.721468e+03;3.707837e+03;7.002335e+02;4.282133e+02;7.096083e+02;0;0;0;0
11;0.120000;3.514264e-01;3.514264e-01;0;0;0;1.986934e+03;2.703115e+03;3.680232e+03;7.245622e+02;4.443318e+02;6.923170e+02;0;0;0;0
12;0.130000;3.130592e-01;3.130592e-01;0;0;0;1.981316e+03;2.688833e+03;3.669650e+03;7.424146e+02;4.848472e+02;7.058130e+02;0;0;0;0
13;0.140000;2.879278e-01;2.879278e-01;0;0;0;1.947798e+03;2.663819e+03;3.651414e+03;7.604318e+02;5.139212e+02;7.001655e+02;0;0;0;0
14;0.150000;2.867866e-01;2.867866e-01;0;0;0;1.937356e+03;2.646046e+03;3.639769e+03;7.511931e+02;5.231597e+02;6.698576e+02;0;0;0;0
15;0.160000;2.953702e-01;2.953702e-01;0;0;0;1.908626e+03;2.623390e+03;3.634849e+03;7.628192e+02;5.120551e+02;6.399277e+02;0;0;0;0
16;0.170000;3.254765e-01;3.254765e-01;0;0;0;1.892105e+03;2.625305e+03;3.636072e+03;7.344428e+02;4.567771e+02;5.918379e+02;0;0;0;0
17;0.180000;3.510518e-01;3.510518e-01;0;0;0;1.847814e+03;2.636532e+03;3.634339e+03;6.965279e+02;4.093231e+02;5.766279e+02;0;0;0;0
18;0.190000;3.400431e-01;3.400431e-01;0;0;0;1.831785e+03;2.652234e+03;3.634881e+03;6.506761e+02;3.703850e+02;5.643078e+02;0;0;0;0
19;0.200000;2.596429e-01;2.596429e-01;0;0;0;1.487175e+03;2.358902e+03;3.313489e+03;4.357309e+02;4.643335e+02;5.448624e+02;0;0;0;0
20;0.210000;1.948873e-01;1.948873e-01;0;0;0;1.484830e+03;2.367990e+03;3.316367e+03;4.277990e+02;4.885808e+02;6.042590e+02;0;0;0;0
21;0.220000;1.739456e-01;1.739456e-01;0;0;0;1.160779e+03;1.480388e+03;2.710983e+03;2.418790e+02;4.522755e+02;6.202853e+02;0;0;0;0
22;0.230000;2.180284e-01;2.180284e-01;0;0;0;1.187526e+03;1.515266e+03;2.727816e+03;2.692378e+02;4.610042e+02;6.246915e+02;0;0;0;0
23;0.240000;2.524726e-01;2.524726e-01;0;0;0;1.210817e+03;1.524944e+03;2.745865e+03;2.743557e+02;4.394422e+02;5.754793e+02;0;0;0;0
24;0.250000;3.085694e-01;3.085694e-01;0;0;0;1.552008e+03;2.426270e+03;3.357385e+03;4.326756e+02;4.646217e+02;5.302662e+02;0;0;0;0
25;0.260000;3.217314e-01;3.217314e-01;0;0;0;1.888518e+03;2.699098e+03;3.668263e+03;5.921837e+02;3.697447e+02;5.362961e+02;0;0;0;0
26;0.270000;3.297270e-01;3.297270e-01;0;0;0;1.878382e+03;2.683827e+03;3.642853e+03;5.816829e+02;3.600547e+02;4.944269e+02;0;0;0;0
27;0.280000;3.078530e-01;3.078530e-01;0;0;0;1.889629e+03;2.672437e+03;3.628443e+03;6.109250e+02;3.945830e+02;4.850985e+02;0;0;0;0
28;0.290000;3.128233e-01;3.128233e-01;0;0;0;1.886836e+03;2.647942e+03;3.613723e+03;6.476763e+02;4.285955e+02;4.944318e+02;0;0;0;0
29;0.300000;3.386596e-01;3.021765e-01;0;0;0;1.269612e+03;1.759237e+03;2.405708e+03;4.533307e+02;3.035152e+02;3.313239e+02;0;0;0;0
30;0.310000;3.696168e-01;3.331338e-01;0;0;0;1.467076e+03;2.069458e+03;1.199051e+03;3.396265e+02;3.335659e+02;2.112665e+02;0;0;0;0
31;0.320000;3.889832e-01;3.525002e-01;0;0;0;1.466997e+03;2.075898e+03;1.204656e+03;3.186118e+02;2.484258e+02;9.746322e+01;0;0;0;0
32;0.330000;3.747613e-01;3.747613e-01;0;0;0;2.099941e+03;2.938857e+03;2.415403e+03;5.694023e+02;2.887450e+02;1.265853e+02;0;0;0;0
33;0.340000;3.474992e-01;3.474992e-01;0;0;0;1.259787e+03;1.738700e+03;2.415403e+03;4.690558e+02;1.101508e+02;8.710148e+01;0;0;0;0
34;0.350000;2.885695e-01;2.885695e-01;0;0;0;6.329433e+02;8.629590e+02;1.210747e+03;2.507905e+02;4.031924e+01;2.912211e+01;0;0;0;0
35;0.360000;3.574112e-01;2.301521e-01;0;0;0;8.020081e+02;1.047703e+03;1.333333e+03;1.143174e+02;2.177248e+02;2.399251e+02;0;0;0;0
36;0.370000;4.392931e-01;3.120340e-01;0;0;0;8.020081e+02;1.047703e+03;1.333333e+03;1.143174e+02;2.177248e+02;2.399251e+02;0;0;0;0
37;0.380000;5.275622e-01;4.003031e-01;0;0;0;8.020081e+02;1.047703e+03;1.333333e+03;1.143174e+02;2.177248e+02;2.399251e+02;0;0;0;0
38;0.390000;5.218403e-01;5.218403e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
39;0.400000;5.059080e-01;5.059080e-01;0;0;0;3.552329e+02;6.316740e+02;1.005332e+03;1.665869e+02;1.833879e+02;2.941818e+01;0;0;0;0
40;0.410000;5.189379e-01;5.189379e-01;0;0;0;9.704785e+02;1.612467e+03;2.338666e+03;3.111971e+02;2.043214e+02;8.002699e+01;0;0;0;0
41;0.420000;4.787092e-01;4.787092e-01;0;0;0;1.598121e+03;2.601295e+03;3.671999e+03;5.071238e+02;2.266913e+02;2.979673e+02;0;0;0;0
42;0.430000;4.430569e-01;4.430569e-01;0;0;0;1.887895e+03;2.983905e+03;4000;5.737534e+02;6.249731e+01;8.361862e+02;0;0;0;0
43;0.440000;4.134968e-01;4.134968e-01;0;0;0;1.694468e+03;2.660315e+03;3.672518e+03;5.056682e+02;2.744372e+02;7.957544e+02;0;0;0;0
44;0.450000;4.419167e-01;4.419167e-01;0;0;0;1.159382e+03;2.104984e+03;3.039435e+03;5.665202e+02;2.885726e+02;8.299754e+02;0;0;0;0
