frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.542667e-01;2.542667e-01;0;0;0;1.532041e+03;2.544490e+03;3.482342e+03;4.097262e+02;6.289858e+02;1.998480e+02;0;0;0;0
1;0.020000;5.026439e-01;5.026439e-01;0;0;0;1.536583e+03;2.519499e+03;3.552583e+03;4.228523e+02;6.499326e+02;3.302637e+02;0;0;0;0
2;0.030000;7.773123e-01;7.773123e-01;0;0;0;1.542165e+03;2.501204e+03;3.624297e+03;4.324126e+02;6.710904e+02;4.793883e+02;0;0;0;0
3;0.040000;8.131568e-01;8.131568e-01;0;0;0;1.545370e+03;2.476494e+03;3.658256e+03;4.454392e+02;6.935859e+02;6.131245e+02;0;0;0;0
4;0.050000;8.579946e-01;8.579946e-01;0;0;0;1.852712e+03;2.983121e+03;3.777583e+03;5.042786e+02;5.962524e+02;8.948630e+02;0;0;0;0
5;0.060000;8.747689e-01;8.747689e-01;0;0;0;2.137308e+03;3.483053e+03;3.895436e+03;5.662545e+02;7.568480e+02;8.591705e+02;0;0;0;0
6;0.070000;8.722189e-01;8.722189e-01;0;0;0;2.396440e+03;4000;4000;6.148845e+02;8.121306e+02;7.175356e+02;0;0;0;0
7;0.080000;8.602851e-01;8.602851e-01;0;0;0;2.342275e+03;4000;4000;5.870176e+02;8.540158e+02;3.019691e+02;0;0;0;0
8;0.090000;8.405246e-01;8.405246e-01;0;0;0;2.305707e+03;4000;4000;5.375615e+02;6.637599e+02;1.787089e+02;0;0;0;0
9;0.100000;8.211287e-01;8.211287e-01;0;0;0;2.052581e+03;3.437566e+03;3.867748e+03;4.691437e+02;5.631213e+02;1.596463e+02;0;0;0;0
10;0.110000;7.932041e-01;7.932041e-01;0;0;0;1.824272e+03;2.909806e+03;3.700021e+03;3.963344e+02;7.173517e+02;2.611725e+02;0;0;0;0
11;0.120000;7.229306e-01;7.229306e-01;0;0;0;1.199245e+03;2.091773e+03;2.366688e+03;5.897081e+02;5.923273e+02;7.711204e+02;0;0;0;0
12;0.130000;5.933583e-01;5.933583e-01;0;0;0;8.001460e+02;1.728760e+03;2.357058e+03;7.555915e+02;4.618526e+02;1.029751e+03;0;0;0;0
13;0.140000;4.572071e-01;4.572071e-01;0;0;0;6.382012e+02;1.823732e+03;2.360809e+03;7.055828e+02;3.904429e+02;1.145190e+03;0;0;0;0
14;0.150000;3.927342e-01;3.518891e-01;0;0;0;1.188109e+03;2.336398e+03;3.694142e+03;6.116622e+02;6.154783e+02;1.034124e+03;0;0;0;0
15;0.160000;3.575023e-01;3.502317e-01;0;0;0;1.778874e+03;2.963913e+03;3.836024e+03;5.541483e+02;7.979214e+02;1.066882e+03;0;0;0;0
16;0.170000;3.436581e-01;3.363875e-01;0;0;0;1.401769e+03;2.063367e+03;2.666667e+03;4.959880e+02;5.452399e+02;7.961194e+02;0;0;0;0
17;0.180000;3.131789e-01;3.467534e-01;0;0;0;1.020130e+03;1.035402e+03;2.666667e+03;3.433337e+02;3.939090e+02;6.959549e+02;0;0;0;0
18;0.190000;2.839324e-01;2.839324e-01;0;0;0;6.073239e+02;0;2.666667e+03;2.023049e+02;2.501984e+02;6.379626e+02;0;0;0;0
19;0.200000;2.646388e-01;2.646388e-01;0;0;0;6.073239e+02;0;2.666667e+03;2.023049e+02;2.501984e+02;6.379626e+02;0;0;0;0
20;0.210000;2.413040e-01;2.413040e-01;0;0;0;6.036094e+02;0;1.951297e+03;1.633181e+02;2.330843e+02;4.372484e+02;0;0;0;0
21;0.220000;2.513017e-01;2.513017e-01;0;0;0;9.221868e+02;9.033271e+02;1.869834e+03;2.262612e+02;3.897721e+02;5.229882e+02;0;0;0;0
22;0.230000;2.697951e-01;2.697951e-01;0;0;0;1.537882e+03;1.801287e+03;3.093825e+03;3.726095e+02;6.085269e+02;8.027534e+02;0;0;0;0
23;0.240000;2.953410e-01;2.953410e-01;0;0;0;1.871033e+03;2.679032e+03;3.695249e+03;4.755272e+02;6.855359e+02;9.035024e+02;0;0;0;0
24;0.250000;3.859042e-01;3.859042e-01;0;0;0;1.251622e+03;1.775705e+03;2.443379e+03;3.160376e+02;4.231903e+02;5.258994e+02;0;0;0;0
25;0.260000;4.730891e-01;4.730891e-01;0;0;0;6.359274e+02;8.777449e+02;1.219387e+03;1.696894e+02;2.044355e+02;2.461342e+02;0;0;0;0
26;0.270000;5.925584e-01;5.925584e-01;0;0;0;3.631443e+02;8.932026e+02;1.233055e+03;1.971186e+02;2.187303e+02;1.264972e+02;0;0;0;0
27;0.280000;6.922004e-01;6.922004e-01;0;0;0;7.155745e+02;1.514914e+03;2.254854e+03;4.464306e+02;5.113410e+02;3.566441e+02;0;0;0;0
28;0.290000;7.913744e-01;7.913744e-01;0;0;0;1.143478e+03;2.332551e+03;3.410764e+03;7.456763e+02;8.322610e+02;3.774084e+02;0;0;0;0
29;0.300000;8.580263e-01;8.580263e-01;0;0;0;1.211344e+03;2.299731e+03;3.321202e+03;8.568635e+02;8.999917e+02;3.124334e+02;0;0;0;0
30;0.310000;8.822319e-01;8.822319e-01;0;0;0;1.194721e+03;2.468648e+03;3.406618e+03;9.230923e+02;1.081190e+03;2.092491e+02;0;0;0;0
31;0.320000;8.947414e-01;8.947414e-01;0;0;0;1.103569e+03;2.695709e+03;3.584042e+03;9.492842e+02;8.210988e+02;6.592659e+02;0;0;0;0
32;0.330000;8.991252e-01;8.991252e-01;0;0;0;1.369710e+03;2.866133e+03;3.773882e+03;1.158185e+03;5.734573e+02;8.207726e+02;0;0;0;0
33;0.340000;8.993256e-01;8.993256e-01;0;0;0;1.330140e+03;2.762635e+03;3.678902e+03;1.142783e+03;4.292632e+02;8.565101e+02;0;0;0;0
34;0.350000;8.963968e-01;8.963968e-01;0;0;0;1.766169e+03;2.731068e+03;3.678902e+03;1.226642e+03;5.397281e+02;8.883770e+02;0;0;0;0
35;0.360000;8.924487e-01;8.924487e-01;0;0;0;1.069017e+03;1.700261e+03;2.345569e+03;7.094361e+02;5.009087e+02;6.653480e+02;0;0;0;0
36;0.370000;8.794197e-01;8.794197e-01;0;0;0;7.727793e+02;1.013130e+03;1.333333e+03;4.092974e+02;1.712941e+02;5.026479e+02;0;0;0;0
