frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.113014e-01;1.113014e-01;0;0;0;1.572364e+03;2.226702e+03;3.038830e+03;1.013313e+03;1.010587e+03;4.973165e+02;0;0;0;0
1;0.020000;2.197324e-01;1.836004e-01;0;0;0;1.538874e+03;2.243702e+03;3.066552e+03;8.554637e+02;7.903710e+02;4.272522e+02;0;0;0;0
2;0.030000;3.281633e-01;2.920313e-01;0;0;0;1.512042e+03;2.267052e+03;3.098977e+03;7.722868e+02;6.605961e+02;4.217333e+02;0;0;0;0
3;0.040000;3.942254e-01;3.580934e-01;0;0;0;1.524543e+03;2.243919e+03;3.098364e+03;7.988479e+02;6.565405e+02;4.689253e+02;0;0;0;0
4;0.050000;4.355923e-01;4.355923e-01;0;0;0;1.525941e+03;2.216895e+03;3.090120e+03;8.567287e+02;6.897413e+02;4.763099e+02;0;0;0;0
5;0.060000;4.868120e-01;4.086363e-01;0;0;0;1.512117e+03;2.192422e+03;3.088099e+03;8.307080e+02;6.281140e+02;4.276191e+02;0;0;0;0
6;0.070000;4.690991e-01;3.909234e-01;0;0;0;1.486688e+03;2.201531e+03;3.094774e+03;7.971159e+02;5.966238e+02;3.804287e+02;0;0;0;0
7;0.080000;5.696759e-01;4.915002e-01;0;0;0;1.470300e+03;2.200766e+03;3.106832e+03;8.566438e+02;5.958122e+02;3.825439e+02;0;0;0;0
8;0.090000;6.340134e-01;6.340134e-01;0;0;0;1.483113e+03;2.208475e+03;3.110420e+03;8.835518e+02;5.962021e+02;3.497427e+02;0;0;0;0
9;0.100000;6.843055e-01;6.843055e-01;0;0;0;1.339171e+03;2.212355e+03;3.107114e+03;7.656301e+02;5.979470e+02;3.215571e+02;0;0;0;0
10;0.110000;6.560202e-01;6.560202e-01;0;0;0;1.224479e+03;2.215842e+03;3.090055e+03;5.341216e+02;6.055576e+02;2.905989e+02;0;0;0;0
11;0.120000;6.604083e-01;6.604083e-01;0;0;0;1.453870e+03;2.461676e+03;3.384859e+03;4.466494e+02;5.037653e+02;6.526797e+02;0;0;0;0
12;0.130000;6.732523e-01;6.732523e-01;0;0;0;1.867307e+03;2.701288e+03;3.685680e+03;5.138608e+02;4.367473e+02;9.435850e+02;0;0;0;0
