frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.024020e-01;1.024020e-01;0;0;0;2.884488e+02;9.239520e+02;1.398899e+03;2.999091e+02;3.904019e+02;6.799335e+02;0;0;0;0
1;0.020000;2.321689e-01;2.321689e-01;0;0;0;4.259933e+02;1.119582e+03;1.735804e+03;4.278192e+02;3.831674e+02;5.300800e+02;0;0;0;0
2;0.030000;3.798512e-01;3.798512e-01;0;0;0;1.028508e+03;1.894274e+03;2.369688e+03;4.458202e+02;4.166850e+02;2.304560e+03;0;0;0;0
3;0.040000;5.244088e-01;5.244088e-01;0;0;0;1.390747e+03;2.649256e+03;3.548749e+03;6.881602e+02;5.744578e+02;2.447720e+03;0;0;0;0
4;0.050000;6.825461e-01;6.825461e-01;0;0;0;1.865278e+03;3.141164e+03;2.512395e+03;5.531099e+02;4.672898e+02;5.609588e+03;0;0;0;0
5;0.060000;8.231735e-01;8.231735e-01;0;0;0;1.490408e+03;2.671702e+03;2.321253e+03;6.295009e+02;4.088838e+02;3.581669e+03;0;0;0;0
6;0.070000;8.687987e-01;8.687987e-01;0;0;0;1.515370e+03;2.681965e+03;2.292611e+03;6.297625e+02;4.449789e+02;3.491060e+03;0;0;0;0
7;0.080000;8.726546e-01;8.726546e-01;0;0;0;1.168953e+03;2.326421e+03;3.428904e+03;7.054688e+02;5.168170e+02;1.760847e+02;0;0;0;0
8;0.090000;8.681688e-01;8.681688e-01;0;0;0;1.227513e+03;2.380487e+03;3.415657e+03;6.459016e+02;4.530880e+02;9.316746e+01;0;0;0;0
9;0.100000;8.363843e-01;8.363843e-01;0;0;0;1.267249e+03;2.431305e+03;3.399169e+03;6.021037e+02;3.823470e+02;6.952590e+01;0;0;0;0
10;0.110000;7.666306e-01;7.666306e-01;0;0;0;1.289675e+03;2.464984e+03;3.364828e+03;5.680413e+02;3.156194e+02;5.289227e+01;0;0;0;0
11;0.120000;6.857996e-01;6.857996e-01;0;0;0;1.273308e+03;2.435838e+03;3.337790e+03;5.747046e+02;3.184467e+02;9.312423e+01;0;0;0;0
12;0.130000;6.760600e-01;6.760600e-01;0;0;0;9.366345e+02;2.069188e+03;2.993106e+03;7.679571e+02;4.058145e+02;1.643497e+02;0;0;0;0
13;0.140000;6.804792e-01;6.804792e-01;0;0;0;6.050373e+02;1.674673e+03;2.690591e+03;8.817328e+02;4.427040e+02;1.719864e+02;0;0;0;0
14;0.150000;7.279709e-01;7.279709e-01;0;0;0;2.904644e+02;1.311597e+03;2.363372e+03;1.013348e+03;4.880208e+02;1.940880e+02;0;0;0;0
15;0.160000;7.560554e-01;7.560554e-01;0;0;0;6.402714e+02;1.653205e+03;2.655094e+03;7.632283e+02;3.165392e+02;9.827854e+01;0;0;0;0
16;0.170000;8.204023e-01;8.204023e-01;0;0;0;9.792287e+02;2.007828e+03;2.934954e+03;6.152542e+02;2.448522e+02;8.027677e+01;0;0;0;0
17;0.180000;8.598180e-01;8.598180e-01;0;0;0;1.319701e+03;2.364580e+03;3.232887e+03;4.294122e+02;1.272965e+02;3.031272e+01;0;0;0;0
18;0.190000;8.592903e-01;8.592903e-01;0;0;0;1.323899e+03;2.360213e+03;3.233199e+03;4.307049e+02;1.236136e+02;3.442251e+01;0;0;0;0
19;0.200000;7.918546e-01;7.918546e-01;0;0;0;9.867482e+02;2.008006e+03;2.943921e+03;6.012092e+02;2.258436e+02;8.739579e+01;0;0;0;0
20;0.210000;6.818485e-01;6.818485e-01;0;0;0;9.914380e+02;2.012995e+03;2.940568e+03;6.378093e+02;2.262787e+02;1.032905e+02;0;0;0;0
21;0.220000;6.111160e-01;6.111160e-01;0;0;0;1.001488e+03;2.001406e+03;2.902012e+03;6.960794e+02;2.461869e+02;1.806312e+02;0;0;0;0
22;0.230000;6.697821e-01;6.697821e-01;0;0;0;1.626007e+03;2.899190e+03;2.111995e+03;3.882445e+02;3.051571e+02;4.365880e+02;0;0;0;0
23;0.240000;7.373443e-01;7.373443e-01;0;0;0;1.181355e+03;2.108397e+03;1.042726e+03;2.144290e+02;2.675500e+02;4.047129e+02;0;0;0;0
24;0.250000;7.505470e-01;7.505470e-01;0;0;0;8.250252e+02;1.746688e+03;8.420439e+02;3.375383e+02;4.219134e+02;4.592633e+02;0;0;0;0
25;0.260000;7.286429e-01;7.286429e-01;0;0;0;5.899900e+02;1.193672e+03;1.888662e+03;6.301789e+02;4.305249e+02;1.714719e+02;0;0;0;0
26;0.270000;7.581460e-01;7.581460e-01;0;0;0;6.964690e+02;1.605023e+03;2.679024e+03;9.341609e+02;6.275414e+02;2.419438e+02;0;0;0;0
27;0.280000;8.269340e-01;8.269340e-01;0;0;0;1.017569e+03;1.983286e+03;2.917701e+03;8.038738e+02;4.843096e+02;1.310224e+02;0;0;0;0
