frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.052134e-01;1.052134e-01;0;0;0;2.994423e+03;1.991412e+03;2.942396e+03;5.525573e+02;4.293879e+02;8.617969e+02;0;0;0;0
1;0.020000;2.087124e-01;1.797805e-01;0;0;0;3.497212e+03;9.957062e+02;1.884737e+03;6.117977e+02;3.377531e+02;6.668333e+02;0;0;0;0
2;0.030000;3.122113e-01;2.832794e-01;0;0;0;4000;0;8.222388e+02;6.422109e+02;2.419012e+02;4.822849e+02;0;0;0;0
3;0.040000;3.020464e-01;2.731146e-01;0;0;0;4000;0;8.155115e+02;5.841790e+02;2.353847e+02;5.220693e+02;0;0;0;0
4;0.050000;3.358346e-01;3.358346e-01;0;0;0;3.455584e+03;1.023783e+03;1.873171e+03;4.932279e+02;2.156190e+02;5.406350e+02;0;0;0;0
5;0.060000;3.761128e-01;3.761128e-01;0;0;0;2.903141e+03;2.038573e+03;2.935669e+03;3.644356e+02;2.137709e+02;5.499256e+02;0;0;0;0
6;0.070000;4.942305e-01;4.942305e-01;0;0;0;2.903141e+03;2.038573e+03;2.929394e+03;3.615710e+02;3.188855e+02;6.485555e+02;0;0;0;0
7;0.080000;5.505090e-01;5.505090e-01;0;0;0;3.447557e+03;1.014790e+03;1.839616e+03;4.843175e+02;4.585701e+02;7.513592e+02;0;0;0;0
8;0.090000;5.846189e-01;5.846189e-01;0;0;0;2.666667e+03;0;5.062832e+02;4.254641e+02;3.839355e+02;5.710544e+02;0;0;0;0
9;0.100000;5.316676e-01;5.316676e-01;0;0;0;1.860499e+03;7.493336e+02;1.287096e+03;7.341926e+02;4.643379e+02;3.552370e+02;0;0;0;0
10;0.110000;4.961127e-01;4.961127e-01;0;0;0;1.029904e+03;1.484348e+03;2.086975e+03;9.379512e+02;4.280831e+02;1.479741e+02;0;0;0;0
11;0.120000;4.942803e-01;4.942803e-01;0;0;0;1.508990e+03;2.233990e+03;3.122962e+03;1.341923e+03;5.455299e+02;1.806741e+02;0;0;0;0
