frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.654407e-01;2.654407e-01;0;0;0;1.408195e+03;2.355065e+03;3.251070e+03;3.076143e+02;3.464566e+02;1.249352e+02;0;0;0;0
1;0.020000;5.269518e-01;5.269518e-01;0;0;0;1.392943e+03;2.353673e+03;3.263061e+03;3.737918e+02;3.751032e+02;2.139222e+02;0;0;0;0
2;0.030000;7.754948e-01;7.754948e-01;0;0;0;1.378132e+03;2.335866e+03;3.250709e+03;4.494627e+02;4.116875e+02;2.811059e+02;0;0;0;0
3;0.040000;7.469561e-01;7.469561e-01;0;0;0;1.354939e+03;2.301635e+03;3.213715e+03;5.196699e+02;4.972597e+02;2.801667e+02;0;0;0;0
4;0.050000;7.340463e-01;7.340463e-01;0;0;0;1.583941e+03;2.553861e+03;3.458012e+03;6.473759e+02;4.123713e+02;1.857509e+03;0;0;0;0
5;0.060000;7.689186e-01;7.689186e-01;0;0;0;1.729489e+03;2.817971e+03;3.726651e+03;6.998338e+02;2.701071e+02;2.321331e+03;0;0;0;0
6;0.070000;8.182569e-01;8.182569e-01;0;0;0;1.919205e+03;3.132307e+03;4000;7.357264e+02;2.221363e+02;2.518620e+03;0;0;0;0
7;0.080000;8.293815e-01;8.293815e-01;0;0;0;1.824379e+03;3.054294e+03;4000;6.978770e+02;3.664488e+02;9.744848e+02;0;0;0;0
8;0.090000;7.520770e-01;7.520770e-01;0;0;0;1.222511e+03;2.026129e+03;2.666667e+03;4.820439e+02;3.645871e+02;4.206104e+02;0;0;0;0
9;0.100000;6.671226e-01;6.671226e-01;0;0;0;1.106328e+03;9.546829e+02;1.555411e+03;3.950766e+02;5.353754e+02;5.495121e+02;0;0;0;0
10;0.110000;5.650420e-01;5.650420e-01;0;0;0;5.162731e+02;0;2.220777e+02;1.513382e+02;3.397629e+02;4.044485e+02;0;0;0;0
11;0.120000;5.222322e-01;5.222322e-01;0;0;0;1.036821e+03;8.060804e+02;1.423183e+03;4.229753e+02;5.554498e+02;4.927282e+02;0;0;0;0
12;0.130000;4.184788e-01;4.184788e-01;0;0;0;1.362109e+03;2.139414e+03;2.534439e+03;4.372610e+02;5.177017e+02;1.395553e+03;0;0;0;0
13;0.140000;3.573486e-01;3.573486e-01;0;0;0;1.863285e+03;2.963912e+03;3.733978e+03;7.041790e+02;6.954009e+02;1.691095e+03;0;0;0;0
14;0.150000;3.037843e-01;3.037843e-01;0;0;0;1.851559e+03;2.981629e+03;3.651353e+03;6.837173e+02;6.869562e+02;1.869049e+03;0;0;0;0
15;0.160000;3.522675e-01;3.522675e-01;0;0;0;1.518129e+03;2.462045e+03;3.396883e+03;7.825896e+02;6.273149e+02;7.553091e+02;0;0;0;0
16;0.170000;4.912019e-01;4.912019e-01;0;0;0;1.531317e+03;2.457501e+03;3.281949e+03;8.079473e+02;7.352737e+02;6.545287e+02;0;0;0;0
17;0.180000;6.449711e-01;6.449711e-01;0;0;0;1.022495e+03;1.633703e+03;2.163469e+03;5.567720e+02;5.280315e+02;3.882950e+02;0;0;0;0
18;0.190000;7.624286e-01;7.624286e-01;0;0;0;1.191332e+03;1.858452e+03;2.417939e+03;5.274997e+02;3.926006e+02;5.979708e+02;0;0;0;0
19;0.200000;7.733331e-01;7.733331e-01;0;0;0;1.365396e+03;2.061546e+03;2.666667e+03;4.698103e+02;1.525869e+02;8.153050e+02;0;0;0;0
20;0.210000;7.308492e-01;7.308492e-01;0;0;0;2.035589e+03;3.070803e+03;4000;6.690182e+02;1.690261e+02;1.009766e+03;0;0;0;0
21;0.220000;6.472945e-01;6.472945e-01;0;0;0;2.001393e+03;3.063794e+03;4000;6.198381e+02;6.267674e+01;8.513964e+02;0;0;0;0
22;0.230000;6.180458e-01;6.180458e-01;0;0;0;1.754689e+03;2.753694e+03;3.625909e+03;8.897329e+02;5.918837e+02;9.154744e+02;0;0;0;0
23;0.240000;6.377766e-01;6.377766e-01;0;0;0;1.315632e+03;2.348106e+03;3.233236e+03;1.076312e+03;8.475309e+02;8.480220e+02;0;0;0;0
24;0.250000;6.945643e-01;6.375143e-01;0;0;0;9.135911e+02;1.906179e+03;2.810403e+03;1.199986e+03;1.120541e+03;8.023882e+02;0;0;0;0
25;0.260000;7.141650e-01;6.571149e-01;0;0;0;1.181538e+03;2.192363e+03;3.184493e+03;9.379752e+02;5.992640e+02;7.700788e+02;0;0;0;0
26;0.270000;7.340889e-01;6.770388e-01;0;0;0;1.647355e+03;2.590790e+03;3.577167e+03;7.104763e+02;3.883801e+02;8.578506e+02;0;0;0;0
27;0.280000;7.672439e-01;7.672439e-01;0;0;0;2.092937e+03;3.010256e+03;4000;5.951816e+02;1.920920e+02;1.036865e+03;0;0;0;0
28;0.290000;7.934420e-01;7.934420e-01;0;0;0;2.047548e+03;3.033742e+03;4000;5.195502e+02;2.155693e+02;1.022005e+03;0;0;0;0
29;0.300000;7.944700e-01;7.944700e-01;0;0;0;2.007417e+03;3.033841e+03;4000;5.242938e+02;2.637240e+02;1.162497e+03;0;0;0;0
30;0.310000;7.961456e-01;7.961456e-01;0;0;0;1.970472e+03;3.049586e+03;4000;4.876667e+02;3.244316e+02;1.214611e+03;0;0;0;0
31;0.320000;8.094676e-01;8.094676e-01;0;0;0;1.968540e+03;3.069628e+03;4000;4.837176e+02;4.302712e+02;1.080425e+03;0;0;0;0
32;0.330000;8.215563e-01;8.215563e-01;0;0;0;1.970244e+03;3.070405e+03;4000;5.129424e+02;6.057794e+02;9.675241e+02;0;0;0;0
33;0.340000;8.327079e-01;8.327079e-01;0;0;0;1.991762e+03;3.065485e+03;4000;6.212890e+02;9.920286e+02;7.969583e+02;0;0;0;0
34;0.350000;8.429949e-01;8.429949e-01;0;0;0;1.799421e+03;2.760874e+03;3.855444e+03;7.966426e+02;1.083829e+03;8.226789e+02;0;0;0;0
35;0.360000;8.542600e-01;8.542600e-01;0;0;0;1.656897e+03;2.645875e+03;3.855444e+03;8.962446e+02;9.935547e+02;8.702962e+02;0;0;0;0
