frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;2.061100e-01;2.061100e-01;0;0;0;1.187707e+03;2.216779e+03;3.070794e+03;6.713699e+02;3.710101e+02;4.217786e+02;0;0;0;0
1;0.020000;4.163496e-01;4.163496e-01;0;0;0;1.265132e+03;2.231519e+03;3.064999e+03;7.128834e+02;3.433025e+02;3.485171e+02;0;0;0;0
2;0.030000;6.223009e-01;6.223009e-01;0;0;0;1.348002e+03;2.249687e+03;3.055543e+03;7.287579e+02;3.085724e+02;2.748319e+02;0;0;0;0
3;0.040000;6.110699e-01;6.110699e-01;0;0;0;1.346880e+03;2.259094e+03;3.055327e+03;6.793846e+02;2.825878e+02;2.679186e+02;0;0;0;0
4;0.050000;5.971892e-01;5.971892e-01;0;0;0;1.346622e+03;2.265364e+03;3.053852e+03;6.695152e+02;2.777935e+02;2.757876e+02;0;0;0;0
5;0.060000;5.908321e-01;5.908321e-01;0;0;0;1.338150e+03;2.270519e+03;3.062377e+03;6.892020e+02;2.756997e+02;2.833734e+02;0;0;0;0
6;0.070000;5.923681e-01;5.923681e-01;0;0;0;1.344391e+03;2.275509e+03;3.071090e+03;7.025273e+02;2.778387e+02;2.851848e+02;0;0;0;0
7;0.080000;6.079341e-01;6.079341e-01;0;0;0;1.346149e+03;2.282016e+03;3.074314e+03;6.930464e+02;2.721039e+02;2.756103e+02;0;0;0;0
8;0.090000;6.266593e-01;6.266593e-01;0;0;0;1.342927e+03;2.284070e+03;3.079788e+03;6.937371e+02;2.695140e+02;2.585033e+02;0;0;0;0
9;0.100000;6.323230e-01;6.323230e-01;0;0;0;1.338565e+03;2.292753e+03;3.085047e+03;6.496758e+02;2.394361e+02;2.210771e+02;0;0;0;0
10;0.110000;6.039383e-01;6.039383e-01;0;0;0;1.300817e+03;2.298058e+03;3.105042e+03;6.208196e+02;2.276809e+02;2.104337e+02;0;0;0;0
11;0.120000;5.772784e-01;5.772784e-01;0;0;0;1.276669e+03;2.307310e+03;3.096258e+03;6.845532e+02;2.984785e+02;2.331628e+02;0;0;0;0
12;0.130000;5.332204e-01;5.332204e-01;0;0;0;1.348491e+03;2.322515e+03;3.085531e+03;6.738028e+02;3.956836e+02;2.779647e+02;0;0;0;0
13;0.140000;4.708583e-01;4.708583e-01;0;0;0;1.450625e+03;2.317296e+03;3.060900e+03;6.707708e+02;4.763014e+02;3.053134e+02;0;0;0;0
14;0.150000;3.600798e-01;3.600798e-01;0;0;0;1.793500e+03;2.561771e+03;3.371665e+03;5.648447e+02;4.185082e+02;6.473693e+02;0;0;0;0
15;0.160000;3.103904e-01;2.683310e-01;0;0;0;2.047779e+03;2.793654e+03;3.684795e+03;6.022129e+02;3.567207e+02;9.138069e+02;0;0;0;0
16;0.170000;2.975435e-01;2.554840e-01;0;0;0;2.301188e+03;3.041146e+03;4000;6.468099e+02;3.170079e+02;1.129038e+03;0;0;0;0
17;0.180000;3.228973e-01;2.808379e-01;0;0;0;2.328389e+03;3.040217e+03;4000;6.864964e+02;3.590756e+02;9.644429e+02;0;0;0;0
18;0.190000;3.319685e-01;3.319685e-01;0;0;0;2.358563e+03;3.043031e+03;4000;6.531074e+02;3.978086e+02;8.576260e+02;0;0;0;0
19;0.200000;3.543833e-01;3.543833e-01;0;0;0;2.385479e+03;3.054011e+03;4000;5.780198e+02;4.151929e+02;7.957881e+02;0;0;0;0
20;0.210000;3.825097e-01;3.825097e-01;0;0;0;2.378805e+03;3.060721e+03;4000;5.105488e+02;4.051659e+02;7.806851e+02;0;0;0;0
21;0.220000;4.180494e-01;4.180494e-01;0;0;0;2.369975e+03;3.062149e+03;4000;4.894741e+02;4.045787e+02;7.774893e+02;0;0;0;0
