frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.165685e-01;1.165685e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.020000;2.307377e-01;2.307377e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0.030000;3.386307e-01;3.386307e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
3;0.040000;3.594363e-01;3.594363e-01;0;0;0;3.468849e+02;0;1.333333e+03;2.003252e+02;2.602354e+02;1.991510e+02;0;0;0;0
4;0.050000;3.853048e-01;3.853048e-01;0;0;0;3.468849e+02;0;1.333333e+03;2.003252e+02;2.602354e+02;1.991510e+02;0;0;0;0
5;0.060000;4.724959e-01;3.871313e-01;0;0;0;3.468849e+02;0;1.333333e+03;2.003252e+02;2.602354e+02;1.991510e+02;0;0;0;0
6;0.070000;4.752625e-01;4.448413e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0.080000;4.753655e-01;4.449444e-01;0;0;0;3.010469e+02;0;6.026185e+02;2.267673e+02;4.178875e+02;1.972891e+02;0;0;0;0
8;0.090000;4.247251e-01;4.796686e-01;0;0;0;6.029874e+02;0;1.190429e+03;4.325698e+02;7.970464e+02;3.769514e+02;0;0;0;0
9;0.100000;4.264278e-01;4.264278e-01;0;0;0;8.947141e+02;0;1.765013e+03;6.435174e+02;1.192684e+03;5.513426e+02;0;0;0;0
10;0.110000;4.291671e-01;4.291671e-01;0;0;0;8.937796e+02;0;1.739779e+03;6.960688e+02;1.258177e+03;5.761557e+02;0;0;0;0
11;0.120000;4.503874e-01;4.503874e-01;0;0;0;1.058621e+03;6.971970e+02;2.264961e+03;8.216030e+02;1.068338e+03;3.967670e+02;0;0;0;0
12;0.130000;4.611741e-01;4.611741e-01;0;0;0;1.282391e+03;1.477639e+03;2.710732e+03;8.289617e+02;9.779733e+02;3.037280e+02;0;0;0;0
13;0.140000;5.266775e-01;5.266775e-01;0;0;0;1.505745e+03;2.251640e+03;3.136032e+03;7.255898e+02;7.349534e+02;2.526712e+02;0;0;0;0
14;0.150000;5.489692e-01;5.489692e-01;0;0;0;1.730089e+03;2.558341e+03;3.356374e+03;5.775640e+02;7.235601e+02;5.896753e+02;0;0;0;0
15;0.160000;5.329978e-01;5.329978e-01;0;0;0;1.961946e+03;2.799874e+03;3.669352e+03;5.637234e+02;5.646498e+02;8.742059e+02;0;0;0;0
16;0.170000;4.374939e-01;4.374939e-01;0;0;0;2.207639e+03;3.070622e+03;4000;5.230809e+02;4.856618e+02;1.058773e+03;0;0;0;0
17;0.180000;3.782004e-01;3.782004e-01;0;0;0;2.283903e+03;3.109070e+03;4000;4.477215e+02;4.684251e+02;1.107602e+03;0;0;0;0
18;0.190000;3.867841e-01;3.867841e-01;0;0;0;2.303640e+03;3.126737e+03;4000;3.421931e+02;4.788395e+02;1.134995e+03;0;0;0;0
19;0.200000;4.119565e-01;4.119565e-01;0;0;0;2.302101e+03;3.123948e+03;4000;3.076894e+02;5.032792e+02;1.211346e+03;0;0;0;0
20;0.210000;4.463601e-01;4.463601e-01;0;0;0;1.534711e+03;2.081603e+03;2.666667e+03;1.997381e+02;3.425895e+02;8.252385e+02;0;0;0;0
21;0.220000;5.820392e-01;5.820392e-01;0;0;0;1.524505e+03;2.103991e+03;2.666667e+03;1.676421e+02;3.308865e+02;7.703162e+02;0;0;0;0
22;0.230000;7.537677e-01;7.537677e-01;0;0;0;1.502139e+03;2.093686e+03;2.666667e+03;1.242950e+02;2.494797e+02;7.758806e+02;0;0;0;0
23;0.240000;9.091489e-01;9.091489e-01;0;0;0;2.052023e+03;2.847805e+03;3.693943e+03;2.537775e+02;3.838068e+02;8.712708e+02;0;0;0;0
24;0.250000;9.455187e-01;9.455187e-01;0;0;0;1.834933e+03;2.554493e+03;3.382946e+03;3.269039e+02;4.240205e+02;6.365744e+02;0;0;0;0
25;0.260000;9.310824e-01;9.310824e-01;0;0;0;1.636629e+03;2.302262e+03;3.067757e+03;4.750452e+02;6.106857e+02;3.091928e+02;0;0;0;0
26;0.270000;8.941092e-01;8.941092e-01;0;0;0;1.617153e+03;2.320929e+03;3.048911e+03;5.788531e+02;8.000532e+02;3.171992e+02;0;0;0;0
27;0.280000;8.445318e-01;8.445318e-01;0;0;0;1.576064e+03;2.286016e+03;3.036797e+03;6.860482e+02;8.575399e+02;2.842690e+02;0;0;0;0
