frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma;formantFinalFreq_sma[0];formantFinalFreq_sma[1];formantFinalFreq_sma[2];formantFinalFreq_sma[3];formantFinalFreq_sma[4];formantFinalBW_sma[0];formantFinalBW_sma[1];formantFinalBW_sma[2];formantFinalBW_sma[3];formantFinalBW_sma[4]
0;0.010000;1.832791e-01;1.832791e-01;0;0;0;9.126387e+02;2.177571e+03;3.164650e+03;9.054329e+02;7.953989e+02;6.525515e+01;0;0;0;0
1;0.020000;3.856709e-01;3.856709e-01;0;0;0;9.265775e+02;2.206506e+03;3.200864e+03;9.211035e+02;7.080715e+02;9.501649e+01;0;0;0;0
2;0.030000;5.608213e-01;5.608213e-01;0;0;0;9.726984e+02;2.266433e+03;3.267741e+03;9.508920e+02;5.679749e+02;8.410636e+01;0;0;0;0
3;0.040000;5.755694e-01;5.755694e-01;0;0;0;1.014332e+03;2.299945e+03;3.319295e+03;9.920921e+02;4.420934e+02;1.221107e+02;0;0;0;0
4;0.050000;5.637495e-01;5.637495e-01;0;0;0;6.971721e+02;1.555462e+03;2.232165e+03;6.760794e+02;2.464385e+02;7.678205e+01;0;0;0;0
5;0.060000;5.484421e-01;5.484421e-01;0;0;0;3.478295e+02;7.799870e+02;1.114372e+03;3.459488e+02;1.035530e+02;7.212490e+01;0;0;0;0
6;0.070000;4.789852e-01;4.789852e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
7;0.080000;4.177425e-01;4.177425e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
8;0.090000;3.514527e-01;3.514527e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0.100000;3.121351e-01;3.121351e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
10;0.110000;3.331752e-01;3.331752e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0.120000;4.338130e-01;4.726690e-01;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0.130000;5.387512e-01;5.776073e-01;0;0;0;8.967744e+02;0;2.791752e+02;2.073994e+02;3.198429e+02;3.445759e+02;0;0;0;0
