frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0;1.980501e-01;4.495392e-02
1;0.020000;0;3.809648e-01;4.119077e-02
2;0.030000;0;3.809648e-01;2.613986e-02
3;0.040000;0;1.829147e-01;3.496500e-02
4;0.050000;0;0;2.207361e-02
5;0.060000;0;0;2.347269e-02
6;0.070000;0;0;2.802396e-02
7;0.080000;0;1.623249e-01;3.557794e-02
8;0.090000;0;3.355259e-01;3.800860e-02
9;0.100000;0;4.867819e-01;3.045461e-02
10;0.110000;0;5.654662e-01;3.143413e-02
11;0.120000;0;5.951001e-01;3.026778e-02
12;0.130000;0;6.539250e-01;3.679187e-02
13;0.140000;0;6.282132e-01;4.764301e-02
14;0.150000;5.137123e+01;6.683348e-01;6.073302e-02
15;0.160000;1.024113e+02;7.082070e-01;7.359356e-02
16;0.170000;1.532502e+02;7.474470e-01;1.982974e-01
17;0.180000;1.523522e+02;7.622789e-01;7.647977e-01
18;0.190000;1.517938e+02;7.676366e-01;1.121322e+00
19;0.200000;1.518032e+02;7.687710e-01;1.234986e+00
20;0.210000;1.520604e+02;7.627670e-01;1.532803e+00
21;0.220000;1.513268e+02;7.517981e-01;1.352399e+00
22;0.230000;1.490130e+02;7.320802e-01;1.725426e+00
23;0.240000;9.828249e+01;6.919177e-01;1.190212e+00
24;0.250000;4.853449e+01;4.475757e-01;1.421955e+00
25;0.260000;0;3.692352e-01;1.038052e+00
26;0.270000;0;3.095265e-01;7.010608e-01
27;0.280000;0;4.727455e-01;3.905622e-01
28;0.290000;0;4.689202e-01;2.564980e-01
29;0.300000;0;4.602490e-01;3.306877e-01
30;0.310000;0;4.529911e-01;2.339755e-01
31;0.320000;0;4.797675e-01;2.974541e-01
32;0.330000;0;4.911741e-01;3.132176e-01
33;0.340000;0;4.756772e-01;3.988229e-01
34;0.350000;0;4.671899e-01;2.822239e-01
35;0.360000;0;3.125415e-01;1.858032e-01
36;0.370000;0;3.903908e-01;1.099968e-01
37;0.380000;0;4.410398e-01;2.172866e-01
38;0.390000;4.788332e+01;6.859045e-01;3.259210e-01
39;0.400000;9.544998e+01;7.202151e-01;7.429869e-01
40;0.410000;1.426976e+02;7.488371e-01;6.180606e-01
41;0.420000;1.414742e+02;7.525882e-01;8.566119e-01
42;0.430000;1.395224e+02;7.413239e-01;8.171999e-01
43;0.440000;1.359888e+02;7.241747e-01;1.051706e+00
44;0.450000;8.932890e+01;6.887752e-01;1.397045e+00
45;0.460000;8.153117e+01;6.885803e-01;1.403834e+00
46;0.470000;7.718350e+01;6.943318e-01;1.160645e+00
47;0.480000;1.180477e+02;7.244756e-01;5.298969e-01
48;0.490000;1.213908e+02;7.320364e-01;4.859134e-01
49;0.500000;1.229421e+02;7.428579e-01;9.238400e-01
50;0.510000;1.225171e+02;7.512758e-01;9.978793e-01
51;0.520000;1.211033e+02;7.516010e-01;8.127064e-01
52;0.530000;1.192292e+02;7.512061e-01;5.957067e-01
53;0.540000;1.175970e+02;7.504163e-01;1.127337e+00
54;0.550000;1.167483e+02;7.515286e-01;1.125284e+00
55;0.560000;1.166152e+02;7.463506e-01;1.245602e+00
56;0.570000;1.166867e+02;7.376871e-01;8.553770e-01
57;0.580000;1.172630e+02;7.280079e-01;7.752432e-01
58;0.590000;1.195079e+02;7.265431e-01;4.484534e-01
59;0.600000;1.230005e+02;7.306984e-01;3.831933e-01
60;0.610000;1.272683e+02;7.352428e-01;7.939231e-01
61;0.620000;1.316274e+02;7.375510e-01;1.032009e+00
62;0.630000;1.360337e+02;7.396854e-01;9.715147e-01
63;0.640000;1.401859e+02;7.375085e-01;7.010304e-01
64;0.650000;1.438666e+02;7.307324e-01;6.064780e-01
65;0.660000;1.467084e+02;7.350433e-01;5.723887e-01
66;0.670000;1.487347e+02;7.513250e-01;8.034640e-01
67;0.680000;1.495607e+02;7.759731e-01;6.434806e-01
68;0.690000;1.496940e+02;7.841277e-01;5.865483e-01
69;0.700000;1.487341e+02;7.860999e-01;4.205194e-01
70;0.710000;1.468536e+02;7.802971e-01;6.153647e-01
71;0.720000;1.442022e+02;7.740839e-01;7.235947e-01
72;0.730000;1.411181e+02;7.647557e-01;7.845767e-01
73;0.740000;1.375061e+02;7.549291e-01;8.174779e-01
74;0.750000;1.332280e+02;7.453537e-01;1.351875e+00
75;0.760000;1.288291e+02;7.384651e-01;1.094067e+00
76;0.770000;1.247007e+02;7.357433e-01;9.541937e-01
77;0.780000;1.211692e+02;7.320551e-01;4.308455e-01
78;0.790000;1.177678e+02;7.285298e-01;7.785099e-01
79;0.800000;1.147053e+02;7.169610e-01;8.400856e-01
80;0.810000;7.541376e+01;6.971453e-01;8.324163e-01
81;0.820000;3.733759e+01;6.613179e-01;6.114981e-01
82;0.830000;0;4.273235e-01;7.262464e-01
83;0.840000;0;4.107910e-01;7.722867e-01
84;0.850000;0;3.846929e-01;7.173797e-01
85;0.860000;0;5.318875e-01;6.028045e-01
86;0.870000;0;4.726720e-01;4.604747e-01
87;0.880000;0;4.426239e-01;3.784231e-01
88;0.890000;0;4.551729e-01;2.415903e-01
89;0.900000;0;4.788136e-01;4.070028e-01
90;0.910000;0;5.224525e-01;3.757626e-01
91;0.920000;0;5.341371e-01;5.014753e-01
92;0.930000;0;5.398594e-01;6.099548e-01
93;0.940000;0;5.343090e-01;6.124532e-01
94;0.950000;0;5.502523e-01;8.714969e-01
95;0.960000;0;5.470987e-01;6.607122e-01
96;0.970000;0;5.373682e-01;7.599418e-01
97;0.980000;0;5.279002e-01;6.949843e-01
98;0.990000;0;5.424467e-01;5.947353e-01
99;1.000000;0;5.155244e-01;5.927590e-01
100;1.010000;0;5.274025e-01;6.618407e-01
101;1.020000;0;5.728138e-01;9.593732e-01
102;1.030000;4.867378e+01;6.670300e-01;9.710193e-01
103;1.040000;9.687977e+01;7.315890e-01;1.049972e+00
104;1.050000;1.442667e+02;7.551060e-01;1.533958e+00
105;1.060000;1.420795e+02;7.682925e-01;1.563212e+00
106;1.070000;1.396045e+02;7.729421e-01;1.387603e+00
107;1.080000;1.372207e+02;7.757630e-01;8.031856e-01
108;1.090000;1.351635e+02;7.755632e-01;9.288610e-01
109;1.100000;1.333589e+02;7.732475e-01;1.375632e+00
110;1.110000;1.318106e+02;7.694683e-01;1.677490e+00
111;1.120000;1.303982e+02;7.651029e-01;1.449279e+00
112;1.130000;1.288091e+02;7.591795e-01;1.548525e+00
113;1.140000;1.270642e+02;7.494783e-01;1.509883e+00
114;1.150000;1.245726e+02;7.310473e-01;1.871077e+00
115;1.160000;8.223530e+01;7.092953e-01;1.120182e+00
116;1.170000;4.052536e+01;6.843055e-01;1.149552e+00
117;1.180000;0;6.547506e-01;8.915198e-01
118;1.190000;0;6.182707e-01;1.055708e+00
119;1.200000;0;5.783888e-01;7.307344e-01
120;1.210000;0;5.454746e-01;6.301988e-01
121;1.220000;0;5.454514e-01;6.565920e-01
122;1.230000;0;5.790029e-01;6.773750e-01
123;1.240000;0;6.366858e-01;8.656419e-01
124;1.250000;3.884977e+01;6.843658e-01;9.212793e-01
125;1.260000;7.751403e+01;7.132421e-01;9.424457e-01
126;1.270000;1.154526e+02;7.251477e-01;1.036648e+00
127;1.280000;1.137018e+02;7.281639e-01;1.224988e+00
128;1.290000;1.112805e+02;7.272921e-01;1.272402e+00
129;1.300000;1.086405e+02;7.253740e-01;1.144621e+00
130;1.310000;1.059772e+02;7.212119e-01;7.743829e-01
131;1.320000;6.973431e+01;7.076228e-01;8.255959e-01
132;1.330000;3.443571e+01;6.982798e-01;6.560478e-01
133;1.340000;0;6.875007e-01;5.900213e-01
134;1.350000;0;6.721026e-01;3.813083e-01
135;1.360000;0;4.410126e-01;3.864142e-01
136;1.370000;0;3.790270e-01;2.803479e-01
137;1.380000;0;3.304841e-01;1.670548e-01
138;1.390000;0;4.928782e-01;7.367096e-02
139;1.400000;0;4.908668e-01;8.181351e-02
140;1.410000;0;5.015468e-01;1.176345e-01
141;1.420000;0;4.927340e-01;1.697718e-01
