frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;8.326097e+01;2.762680e-01;6.475230e-01
1;0.020000;1.657812e+02;5.487547e-01;7.634621e-01
2;0.030000;2.457755e+02;8.190201e-01;7.043217e-01
3;0.040000;2.412273e+02;8.169913e-01;5.807514e-01
4;0.050000;2.369769e+02;8.187370e-01;5.801928e-01
5;0.060000;2.342708e+02;8.135274e-01;1.124226e+00
6;0.070000;2.307548e+02;7.953802e-01;1.202621e+00
7;0.080000;2.243458e+02;7.668188e-01;1.412053e+00
8;0.090000;2.176557e+02;7.385659e-01;1.113715e+00
9;0.100000;1.424590e+02;7.027435e-01;8.528129e-01
10;0.110000;7.059808e+01;6.467683e-01;4.179127e-01
11;0.120000;0;6.016012e-01;1.381312e-01
12;0.130000;0;5.681635e-01;1.172907e-01
13;0.140000;0;5.415747e-01;1.210793e-01
14;0.150000;0;4.875660e-01;1.412827e-01
15;0.160000;0;4.706503e-01;1.248659e-01
16;0.170000;0;4.954372e-01;1.420601e-01
17;0.180000;0;5.282373e-01;1.678755e-01
18;0.190000;0;5.193754e-01;2.327749e-01
19;0.200000;0;5.036529e-01;2.481814e-01
20;0.210000;0;5.038146e-01;3.025409e-01
21;0.220000;0;5.283936e-01;3.057139e-01
22;0.230000;0;5.475085e-01;2.731133e-01
23;0.240000;0;5.893541e-01;2.665841e-01
24;0.250000;9.962387e+01;6.703357e-01;2.203019e-01
25;0.260000;1.994287e+02;7.647617e-01;4.844044e-01
26;0.270000;2.993886e+02;8.418977e-01;7.415388e-01
27;0.280000;3.005715e+02;8.645954e-01;1.248498e+00
28;0.290000;3.025465e+02;8.713470e-01;1.572959e+00
29;0.300000;3.040948e+02;8.722890e-01;1.852593e+00
30;0.310000;3.032389e+02;8.711688e-01;2.030812e+00
31;0.320000;3.003777e+02;8.679206e-01;1.987301e+00
32;0.330000;2.972141e+02;8.633048e-01;1.540748e+00
33;0.340000;2.947476e+02;8.547416e-01;1.027567e+00
34;0.350000;2.912237e+02;8.358906e-01;1.015627e+00
35;0.360000;2.859732e+02;8.141732e-01;1.472516e+00
36;0.370000;2.807107e+02;7.788717e-01;1.512564e+00
37;0.380000;1.853159e+02;7.270594e-01;1.009307e+00
38;0.390000;9.222176e+01;6.417577e-01;4.902314e-01
39;0.400000;0;5.802886e-01;3.369951e-01
40;0.410000;0;5.837408e-01;3.293920e-01
41;0.420000;9.210630e+01;6.530152e-01;2.562276e-01
42;0.430000;1.841145e+02;7.409172e-01;2.205191e-01
43;0.440000;2.761248e+02;7.958384e-01;2.386948e-01
44;0.450000;2.758060e+02;8.312963e-01;2.838305e-01
45;0.460000;2.748847e+02;8.434675e-01;3.075812e-01
46;0.470000;2.726547e+02;8.515832e-01;4.266704e-01
47;0.480000;2.696492e+02;8.572149e-01;8.952968e-01
48;0.490000;2.672261e+02;8.649738e-01;1.323853e+00
49;0.500000;2.663388e+02;8.709844e-01;1.820676e+00
50;0.510000;2.663416e+02;8.709445e-01;1.938041e+00
51;0.520000;2.655443e+02;8.632431e-01;2.259298e+00
52;0.530000;2.621582e+02;8.493357e-01;1.990116e+00
53;0.540000;2.568958e+02;8.356912e-01;2.061077e+00
54;0.550000;2.516943e+02;8.239920e-01;1.585625e+00
55;0.560000;2.485001e+02;8.146455e-01;1.351184e+00
56;0.570000;2.461983e+02;8.040717e-01;7.414008e-01
57;0.580000;2.431300e+02;7.933593e-01;6.875007e-01
58;0.590000;2.377545e+02;7.831743e-01;7.764876e-01
59;0.600000;2.324671e+02;7.780447e-01;8.720023e-01
60;0.610000;2.309896e+02;7.710727e-01;8.141909e-01
61;0.620000;2.373743e+02;7.639418e-01;5.943603e-01
62;0.630000;2.490947e+02;7.607422e-01;5.423393e-01
63;0.640000;2.614614e+02;7.684320e-01;4.205371e-01
64;0.650000;2.724156e+02;7.781782e-01;3.753515e-01
65;0.660000;2.804408e+02;7.873667e-01;4.581122e-01
66;0.670000;2.872314e+02;7.936684e-01;7.611229e-01
67;0.680000;2.912809e+02;8.028510e-01;1.007091e+00
68;0.690000;2.942045e+02;8.069006e-01;9.037247e-01
69;0.700000;2.951289e+02;8.069612e-01;1.081450e+00
70;0.710000;2.934291e+02;8.014244e-01;1.311830e+00
71;0.720000;2.898813e+02;7.942663e-01;1.720856e+00
72;0.730000;2.827747e+02;7.898602e-01;1.616610e+00
73;0.740000;2.753812e+02;7.914076e-01;1.392316e+00
74;0.750000;2.696580e+02;7.939578e-01;9.775238e-01
75;0.760000;2.691895e+02;7.954111e-01;7.323632e-01
76;0.770000;2.722009e+02;8.021730e-01;8.277876e-01
77;0.780000;2.769323e+02;8.124407e-01;7.898636e-01
78;0.790000;2.813172e+02;8.295179e-01;8.351727e-01
79;0.800000;2.837690e+02;8.394554e-01;6.781542e-01
80;0.810000;2.830144e+02;8.458081e-01;9.035821e-01
81;0.820000;2.797677e+02;8.473104e-01;8.698652e-01
82;0.830000;2.752968e+02;8.504219e-01;8.199562e-01
83;0.840000;2.714548e+02;8.551957e-01;1.231200e+00
84;0.850000;2.688050e+02;8.567306e-01;1.337663e+00
85;0.860000;2.670673e+02;8.519297e-01;1.469769e+00
86;0.870000;2.648262e+02;8.392426e-01;1.274176e+00
87;0.880000;2.613041e+02;8.297262e-01;1.365920e+00
88;0.890000;2.569262e+02;8.220496e-01;1.351851e+00
89;0.900000;2.529176e+02;8.209610e-01;1.093768e+00
90;0.910000;2.503896e+02;8.166665e-01;8.329642e-01
91;0.920000;2.496514e+02;8.129682e-01;6.381178e-01
92;0.930000;2.499707e+02;8.115354e-01;5.511219e-01
93;0.940000;2.504227e+02;8.124924e-01;6.854388e-01
94;0.950000;2.506520e+02;8.143991e-01;9.082286e-01
95;0.960000;2.508777e+02;8.160868e-01;9.456840e-01
96;0.970000;2.509510e+02;8.233909e-01;8.666379e-01
97;0.980000;2.502783e+02;8.334076e-01;9.048663e-01
98;0.990000;2.481605e+02;8.431368e-01;9.695022e-01
99;1.000000;2.449516e+02;8.482464e-01;9.357406e-01
100;1.010000;2.412653e+02;8.519695e-01;1.239734e+00
101;1.020000;2.379605e+02;8.536170e-01;1.396892e+00
102;1.030000;2.355433e+02;8.518748e-01;1.787967e+00
103;1.040000;2.336113e+02;8.434360e-01;1.540193e+00
104;1.050000;2.308092e+02;8.239538e-01;1.495706e+00
105;1.060000;2.255230e+02;8.048623e-01;1.110281e+00
106;1.070000;2.194756e+02;7.893969e-01;9.986830e-01
107;1.080000;2.146568e+02;7.767057e-01;5.435174e-01
108;1.090000;2.126294e+02;7.619954e-01;3.206258e-01
109;1.100000;2.119904e+02;7.345712e-01;7.132801e-02
110;1.110000;1.412726e+02;6.577563e-01;1.499881e-01
111;1.120000;7.062263e+01;6.094079e-01;2.411315e-01
112;1.130000;7.613024e+01;6.096611e-01;3.001491e-01
113;1.140000;1.524361e+02;6.978557e-01;2.892244e-01
114;1.150000;2.286630e+02;7.701872e-01;2.591800e-01
115;1.160000;2.287760e+02;8.108091e-01;2.854290e-01
116;1.170000;2.288468e+02;8.226517e-01;4.016341e-01
117;1.180000;2.294041e+02;8.224053e-01;5.454131e-01
118;1.190000;2.306476e+02;8.207704e-01;5.692587e-01
119;1.200000;2.315501e+02;8.137509e-01;6.834328e-01
120;1.210000;2.299762e+02;7.974103e-01;1.009674e+00
121;1.220000;2.255238e+02;7.886731e-01;1.279506e+00
122;1.230000;2.219149e+02;7.835357e-01;1.070495e+00
123;1.240000;2.213824e+02;7.863671e-01;7.528488e-01
124;1.250000;2.261076e+02;7.820573e-01;5.594636e-01
125;1.260000;2.306765e+02;7.827773e-01;5.548221e-01
126;1.270000;2.343540e+02;7.864978e-01;5.632064e-01
127;1.280000;2.346639e+02;7.874353e-01;7.142393e-01
128;1.290000;2.329537e+02;7.790592e-01;9.666197e-01
129;1.300000;2.296083e+02;7.697015e-01;9.978130e-01
130;1.310000;2.242045e+02;7.563021e-01;1.019055e+00
131;1.320000;2.176900e+02;7.484546e-01;1.057070e+00
132;1.330000;2.109119e+02;7.424691e-01;9.307868e-01
133;1.340000;2.063447e+02;7.424905e-01;6.153445e-01
134;1.350000;2.045400e+02;7.346616e-01;2.546468e-01
135;1.360000;1.363081e+02;7.007274e-01;1.618277e-01
136;1.370000;6.820966e+01;6.521546e-01;1.437779e-01
137;1.380000;0;5.902925e-01;1.550651e-01
138;1.390000;0;5.528310e-01;1.201367e-01
139;1.400000;0;5.295447e-01;1.231456e-01
140;1.410000;8.021843e+01;5.946565e-01;2.037984e-01
141;1.420000;1.606279e+02;6.692320e-01;2.479541e-01
142;1.430000;2.415430e+02;7.498285e-01;2.560946e-01
143;1.440000;2.426226e+02;7.667879e-01;4.194959e-01
144;1.450000;2.432982e+02;7.752442e-01;6.162147e-01
145;1.460000;2.428660e+02;7.796862e-01;8.283078e-01
146;1.470000;2.408426e+02;7.749845e-01;7.467420e-01
147;1.480000;2.365962e+02;7.649959e-01;5.909983e-01
148;1.490000;2.286568e+02;7.389832e-01;5.469031e-01
149;1.500000;2.164919e+02;7.184812e-01;7.028955e-01
150;1.510000;2.030309e+02;7.070112e-01;8.184503e-01
151;1.520000;1.921646e+02;7.112949e-01;7.663994e-01
152;1.530000;1.250549e+02;6.831109e-01;5.001013e-01
153;1.540000;6.167730e+01;6.439548e-01;3.608591e-01
154;1.550000;0;6.192957e-01;2.428534e-01
155;1.560000;0;6.223223e-01;1.678121e-01
156;1.570000;6.326971e+01;6.643596e-01;1.556823e-01
157;1.580000;1.267763e+02;7.024811e-01;2.086894e-01
158;1.590000;1.901126e+02;7.505890e-01;2.850187e-01
159;1.600000;1.896626e+02;7.713864e-01;3.716377e-01
