frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;3.701344e+01;2.340943e-01;2.058839e+00
1;0.020000;7.307180e+01;4.708935e-01;1.645919e+00
2;0.030000;1.082463e+02;7.119179e-01;8.716168e-01
3;0.040000;1.059177e+02;7.205374e-01;8.539388e-01
4;0.050000;1.044436e+02;7.285340e-01;4.261812e-01
5;0.060000;1.040783e+02;7.308254e-01;3.236968e-01
6;0.070000;1.053919e+02;7.240989e-01;3.187045e-01
7;0.080000;7.080759e+01;7.125501e-01;2.655460e-01
8;0.090000;7.595437e+01;7.098405e-01;2.979688e-01
9;0.100000;8.096024e+01;7.225800e-01;2.334064e-01
10;0.110000;1.224941e+02;7.410569e-01;2.663721e-01
11;0.120000;1.249330e+02;7.528179e-01;3.253270e-01
12;0.130000;1.270985e+02;7.590019e-01;4.853194e-01
13;0.140000;1.294035e+02;7.614924e-01;6.759634e-01
14;0.150000;1.317432e+02;7.631693e-01;6.075357e-01
15;0.160000;1.342388e+02;7.634881e-01;7.834757e-01
16;0.170000;1.369577e+02;7.656043e-01;7.769943e-01
17;0.180000;1.395943e+02;7.692890e-01;9.271036e-01
18;0.190000;1.421387e+02;7.728093e-01;1.147052e+00
19;0.200000;1.444220e+02;7.739022e-01;1.394040e+00
20;0.210000;1.465907e+02;7.737238e-01;1.721698e+00
21;0.220000;1.487078e+02;7.738292e-01;1.647799e+00
22;0.230000;1.506412e+02;7.762771e-01;1.593854e+00
23;0.240000;1.524545e+02;7.777409e-01;1.200217e+00
24;0.250000;1.540502e+02;7.792915e-01;9.555299e-01
25;0.260000;1.556765e+02;7.794562e-01;7.879715e-01
26;0.270000;1.569709e+02;7.807284e-01;8.745207e-01
27;0.280000;1.576475e+02;7.770773e-01;8.819759e-01
28;0.290000;1.572881e+02;7.678232e-01;1.146623e+00
29;0.300000;1.554829e+02;7.551463e-01;1.337164e+00
30;0.310000;1.533742e+02;7.506558e-01;1.494168e+00
31;0.320000;1.506281e+02;7.465245e-01;9.317128e-01
32;0.330000;1.469167e+02;7.391718e-01;9.731558e-01
33;0.340000;1.413508e+02;7.282465e-01;7.429363e-01
34;0.350000;1.344295e+02;7.184296e-01;1.293581e+00
35;0.360000;1.281151e+02;7.184659e-01;1.087075e+00
36;0.370000;8.319067e+01;7.091434e-01;1.489789e+00
37;0.380000;4.081675e+01;6.905499e-01;1.440753e+00
38;0.390000;0;6.654573e-01;1.588432e+00
39;0.400000;0;4.334410e-01;1.096827e+00
40;0.410000;0;2.152006e-01;7.157714e-01
41;0.420000;0;0;3.545195e-01
42;0.430000;0;1.756387e-01;2.722223e-01
43;0.440000;0;3.773196e-01;1.969796e-01
44;0.450000;0;5.522763e-01;1.431120e-01
45;0.460000;0;5.562575e-01;9.793084e-02
46;0.470000;0;3.545767e-01;6.980441e-02
47;0.480000;0;3.294901e-01;1.943539e-01
48;0.490000;0;3.237251e-01;3.686714e-01
49;0.500000;0;5.257022e-01;5.952173e-01
50;0.510000;0;6.005346e-01;5.971910e-01
51;0.520000;0;6.349958e-01;5.816634e-01
52;0.530000;3.469925e+01;6.719112e-01;4.092293e-01
53;0.540000;6.920803e+01;6.927064e-01;7.051797e-01
54;0.550000;1.039107e+02;7.253749e-01;6.883218e-01
55;0.560000;6.921143e+01;7.139876e-01;7.852578e-01
56;0.570000;3.470266e+01;6.699347e-01;5.132453e-01
57;0.580000;0;4.289500e-01;4.818069e-01
58;0.590000;0;2.014446e-01;5.060824e-01
59;0.600000;0;1.899351e-01;3.933822e-01
60;0.610000;0;3.551661e-01;2.985545e-01
61;0.620000;0;4.979858e-01;1.239648e-01
62;0.630000;0;4.704300e-01;8.163054e-02
63;0.640000;0;3.051990e-01;8.214017e-02
64;0.650000;0;3.685031e-01;7.163646e-02
65;0.660000;0;2.061238e-01;1.160363e-01
66;0.670000;0;4.359237e-01;1.783987e-01
67;0.680000;0;4.659851e-01;2.508486e-01
68;0.690000;0;6.912872e-01;8.374324e-01
69;0.700000;0;6.676970e-01;1.466788e+00
70;0.710000;0;6.335814e-01;1.795171e+00
71;0.720000;0;6.239714e-01;1.299953e+00
72;0.730000;0;6.307216e-01;7.373786e-01
73;0.740000;0;4.286520e-01;4.164580e-01
74;0.750000;0;2.129600e-01;2.976792e-01
75;0.760000;0;1.603993e-01;1.523600e-01
76;0.770000;0;3.563384e-01;7.738549e-02
77;0.780000;0;5.519714e-01;5.511860e-02
78;0.790000;0;5.863567e-01;7.377556e-02
79;0.800000;0;6.041825e-01;6.767225e-02
80;0.810000;0;6.275106e-01;3.288594e-01
81;0.820000;0;6.590519e-01;4.979821e-01
82;0.830000;3.937610e+01;6.907020e-01;1.149306e+00
83;0.840000;7.786007e+01;7.215989e-01;9.749566e-01
84;0.850000;1.160144e+02;7.493815e-01;1.211063e+00
85;0.860000;1.148708e+02;7.606993e-01;6.339452e-01
86;0.870000;1.147830e+02;7.682893e-01;5.653846e-01
87;0.880000;1.151929e+02;7.705404e-01;2.866305e-01
88;0.890000;1.154435e+02;7.677968e-01;7.701997e-01
89;0.900000;1.154126e+02;7.575727e-01;7.722293e-01
90;0.910000;1.152915e+02;7.349256e-01;1.073967e+00
91;0.920000;7.680854e+01;6.872002e-01;8.239300e-01
92;0.930000;3.844322e+01;6.249779e-01;8.909691e-01
93;0.940000;0;5.237942e-01;5.189056e-01
94;0.950000;0;4.746671e-01;2.726677e-01
95;0.960000;0;4.537319e-01;2.272009e-01
96;0.970000;0;5.076151e-01;1.944159e-01
97;0.980000;0;5.277029e-01;2.153823e-01
98;0.990000;0;5.512953e-01;4.162797e-01
99;1.000000;0;5.203466e-01;4.056816e-01
100;1.010000;0;3.431224e-01;3.898402e-01
101;1.020000;0;1.554634e-01;1.766111e-01
102;1.030000;0;2.192726e-01;2.427956e-01
103;1.040000;3.466200e+01;4.557667e-01;2.632575e-01
104;1.050000;6.871622e+01;6.973323e-01;3.313738e-01
105;1.060000;1.020342e+02;7.181475e-01;1.022596e+00
106;1.070000;9.987180e+01;7.191916e-01;1.616912e+00
107;1.080000;9.788805e+01;7.162468e-01;1.855442e+00
108;1.090000;9.684772e+01;7.097645e-01;1.526217e+00
109;1.100000;9.639870e+01;7.056273e-01;1.561689e+00
110;1.110000;6.432824e+01;6.992839e-01;1.744900e+00
111;1.120000;3.205061e+01;6.933534e-01;1.632739e+00
112;1.130000;3.223964e+01;6.945813e-01;1.043112e+00
113;1.140000;6.474890e+01;7.060884e-01;6.957264e-01
