frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0;0;6.243978e-01
1;0.020000;4.610398e+01;2.337331e-01;5.424180e-01
2;0.030000;9.207281e+01;4.750526e-01;3.086094e-01
3;0.040000;1.373784e+02;7.236955e-01;3.838917e-01
4;0.050000;1.353836e+02;7.380245e-01;8.436451e-01
5;0.060000;1.322410e+02;7.464445e-01;1.096490e+00
6;0.070000;1.289152e+02;7.514136e-01;9.840155e-01
7;0.080000;1.262841e+02;7.558959e-01;6.591451e-01
8;0.090000;1.242320e+02;7.566512e-01;5.432008e-01
9;0.100000;1.220112e+02;7.505765e-01;6.472836e-01
10;0.110000;1.190263e+02;7.407162e-01;4.982612e-01
11;0.120000;1.152682e+02;7.290020e-01;6.197295e-01
12;0.130000;7.550932e+01;7.144804e-01;7.431049e-01
13;0.140000;3.701609e+01;6.991960e-01;6.893116e-01
14;0.150000;0;6.777623e-01;6.185358e-01
15;0.160000;0;4.447467e-01;3.303753e-01
16;0.170000;0;4.180487e-01;3.370465e-01
17;0.180000;0;4.089099e-01;3.130761e-01
18;0.190000;0;4.089099e-01;3.009318e-01
19;0.200000;0;2.082083e-01;2.085275e-01
20;0.210000;0;1.688738e-01;5.189129e-02
21;0.220000;0;3.710416e-01;6.274243e-02
22;0.230000;0;5.576434e-01;7.488673e-02
23;0.240000;0;5.794206e-01;7.273317e-02
24;0.250000;0;3.772527e-01;6.281886e-02
25;0.260000;0;3.922043e-01;2.436753e-01
26;0.270000;0;2.015533e-01;3.066501e-01
27;0.280000;0;2.015533e-01;3.756525e-01
28;0.290000;0;0;2.745529e-01
29;0.300000;0;2.134852e-01;4.601324e-01
30;0.310000;3.682393e+01;4.474631e-01;4.054009e-01
31;0.320000;7.394253e+01;6.888654e-01;4.900882e-01
32;0.330000;1.111222e+02;7.197883e-01;5.208991e-01
33;0.340000;1.111404e+02;7.308733e-01;1.161793e+00
34;0.350000;1.102392e+02;7.318715e-01;1.197006e+00
35;0.360000;1.086842e+02;7.271786e-01;1.460431e+00
36;0.370000;7.184205e+01;7.071775e-01;1.283118e+00
37;0.380000;3.562463e+01;6.741045e-01;1.486068e+00
38;0.390000;0;6.482591e-01;1.321966e+00
39;0.400000;0;6.417207e-01;1.169067e+00
40;0.410000;0;4.323933e-01;8.108907e-01
41;0.420000;0;3.939071e-01;5.574530e-01
42;0.430000;0;3.516268e-01;2.485106e-01
43;0.440000;0;3.516268e-01;2.228358e-01
44;0.450000;0;4.020611e-01;1.516981e-01
45;0.460000;3.723190e+01;4.645873e-01;1.779266e-01
46;0.470000;7.411568e+01;7.104013e-01;3.336680e-01
47;0.480000;1.107791e+02;7.313397e-01;7.007210e-01
48;0.490000;1.099035e+02;7.347789e-01;1.424002e+00
49;0.500000;7.301968e+01;7.204667e-01;1.634888e+00
50;0.510000;3.635627e+01;6.774194e-01;1.659749e+00
51;0.520000;0;4.352106e-01;1.070731e+00
52;0.530000;0;2.037088e-01;1.087159e+00
53;0.540000;0;1.393316e-01;7.932751e-01
54;0.550000;0;2.926126e-01;6.994557e-01
55;0.560000;0;2.926126e-01;2.882046e-01
56;0.570000;0;1.532810e-01;1.512140e-01
57;0.580000;0;0;3.170877e-01
58;0.590000;0;0;3.609085e-01
59;0.600000;0;2.002391e-01;3.677244e-01
60;0.610000;0;2.002391e-01;1.818345e-01
61;0.620000;0;3.936346e-01;2.294621e-01
62;0.630000;0;4.236636e-01;3.891102e-01
63;0.640000;3.897107e+01;6.650878e-01;4.426696e-01
64;0.650000;7.727314e+01;7.159550e-01;5.530832e-01
65;0.660000;1.149165e+02;7.310275e-01;3.691559e-01
66;0.670000;1.131502e+02;7.321570e-01;3.581340e-01
67;0.680000;1.117694e+02;7.223331e-01;3.802738e-01
68;0.690000;7.412609e+01;6.985219e-01;1.021408e+00
69;0.700000;3.692131e+01;6.575864e-01;1.542540e+00
70;0.710000;0;5.963925e-01;1.784409e+00
71;0.720000;0;5.208951e-01;1.274071e+00
72;0.730000;0;4.772096e-01;7.892575e-01
73;0.740000;0;4.581342e-01;4.453547e-01
74;0.750000;0;4.959040e-01;4.204666e-01
75;0.760000;0;5.002210e-01;3.215604e-01
76;0.770000;0;5.113070e-01;3.651724e-01
77;0.780000;0;4.810551e-01;4.070827e-01
78;0.790000;0;4.704408e-01;4.051732e-01
79;0.800000;0;4.555775e-01;5.258138e-01
80;0.810000;0;3.020275e-01;5.265598e-01
81;0.820000;0;1.503920e-01;5.956330e-01
82;0.830000;0;2.221356e-01;3.380527e-01
83;0.840000;4.250856e+01;4.626093e-01;2.762740e-01
84;0.850000;8.433405e+01;7.053418e-01;4.786411e-01
85;0.860000;1.253008e+02;7.230468e-01;9.250889e-01
86;0.870000;1.228161e+02;7.202215e-01;1.132168e+00
87;0.880000;1.200474e+02;7.148184e-01;9.491622e-01
88;0.890000;1.176668e+02;7.092857e-01;6.576823e-01
89;0.900000;1.165313e+02;7.073866e-01;4.768414e-01
90;0.910000;1.173281e+02;7.083790e-01;7.093909e-01
91;0.920000;1.195996e+02;7.147447e-01;7.470011e-01
92;0.930000;1.223848e+02;7.221796e-01;7.465639e-01
93;0.940000;1.250266e+02;7.292274e-01;5.782242e-01
94;0.950000;1.272927e+02;7.359195e-01;7.119250e-01
95;0.960000;1.287375e+02;7.423158e-01;1.429105e+00
96;0.970000;1.291187e+02;7.484898e-01;1.788571e+00
97;0.980000;1.283884e+02;7.520160e-01;1.549852e+00
98;0.990000;1.269539e+02;7.486991e-01;1.089726e+00
99;1.000000;1.248098e+02;7.375197e-01;1.130619e+00
100;1.010000;8.241631e+01;7.196407e-01;1.361301e+00
101;1.020000;4.073239e+01;6.875904e-01;1.385953e+00
102;1.030000;0;6.329083e-01;8.445277e-01
103;1.040000;0;5.650416e-01;1.070426e+00
104;1.050000;0;5.121099e-01;9.495422e-01
105;1.060000;0;4.946436e-01;1.059283e+00
106;1.070000;0;4.945770e-01;5.764535e-01
107;1.080000;0;4.988552e-01;5.009109e-01
108;1.090000;0;4.837637e-01;4.806022e-01
109;1.100000;0;4.727521e-01;5.115631e-01
110;1.110000;0;3.071924e-01;3.997211e-01
111;1.120000;0;1.540681e-01;2.804162e-01
112;1.130000;0;2.257105e-01;2.499561e-01
113;1.140000;3.915692e+01;4.660740e-01;2.542236e-01
114;1.150000;7.806644e+01;7.139942e-01;3.885911e-01
115;1.160000;1.170209e+02;7.365031e-01;7.775677e-01
116;1.170000;1.164507e+02;7.386155e-01;1.064094e+00
117;1.180000;1.157231e+02;7.327276e-01;1.020455e+00
118;1.190000;1.151451e+02;7.300498e-01;8.657179e-01
119;1.200000;1.150974e+02;7.345266e-01;6.720073e-01
120;1.210000;1.152771e+02;7.371525e-01;8.513395e-01
121;1.220000;1.150146e+02;7.391174e-01;9.121075e-01
122;1.230000;1.145702e+02;7.420650e-01;1.160417e+00
123;1.240000;1.142693e+02;7.450553e-01;1.665041e+00
124;1.250000;1.138901e+02;7.394648e-01;1.672462e+00
125;1.260000;7.579556e+01;7.194538e-01;1.572230e+00
126;1.270000;3.773476e+01;6.932797e-01;1.089536e+00
127;1.280000;0;6.694004e-01;1.074392e+00
128;1.290000;0;4.395112e-01;1.072910e+00
129;1.300000;0;2.180368e-01;8.167517e-01
130;1.310000;0;2.194523e-01;5.103025e-01
131;1.320000;0;4.328539e-01;1.970198e-01
132;1.330000;0;6.039376e-01;1.378367e-01
133;1.340000;0;5.424432e-01;6.183592e-02
134;1.350000;0;4.871120e-01;3.904894e-02
135;1.360000;0;4.784934e-01;5.822092e-02
136;1.370000;0;3.205356e-01;7.717797e-02
137;1.380000;0;3.518517e-01;1.402863e-01
138;1.390000;0;4.001889e-01;2.451535e-01
139;1.400000;0;6.294727e-01;3.411713e-01
140;1.410000;4.016247e+01;6.805649e-01;4.488829e-01
141;1.420000;7.974689e+01;7.131278e-01;4.293558e-01
142;1.430000;1.186439e+02;7.219977e-01;1.161443e+00
143;1.440000;7.848139e+01;7.133393e-01;1.342774e+00
144;1.450000;7.655054e+01;7.053322e-01;1.582386e+00
