frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;6.430041e+01;2.715044e-01;1.473848e+00
1;0.020000;1.285144e+02;5.408659e-01;1.534404e+00
2;0.030000;1.924056e+02;8.056989e-01;1.425212e+00
3;0.040000;2.545102e+02;7.918020e-01;1.663167e+00
4;0.050000;3.144375e+02;7.735689e-01;1.321216e+00
5;0.060000;2.505462e+02;7.298066e-01;1.669293e+00
6;0.070000;1.241413e+02;6.413893e-01;1.117323e+00
7;0.080000;0;5.800164e-01;9.444992e-01
8;0.090000;0;5.504368e-01;2.964678e-01
9;0.100000;0;5.715985e-01;1.612551e-01
10;0.110000;0;5.806900e-01;2.079646e-01
11;0.120000;0;6.197414e-01;2.236592e-01
12;0.130000;5.276457e+01;6.740872e-01;1.837383e-01
13;0.140000;1.048055e+02;7.209126e-01;2.487180e-01
14;0.150000;1.554606e+02;7.345929e-01;4.363860e-01
15;0.160000;1.518139e+02;7.272285e-01;1.017931e+00
16;0.170000;9.977305e+01;7.001404e-01;1.401967e+00
17;0.180000;4.911790e+01;6.527887e-01;1.541697e+00
18;0.190000;0;5.855322e-01;1.588120e+00
19;0.200000;0;5.725303e-01;1.200877e+00
20;0.210000;0;5.925843e-01;8.146048e-01
21;0.220000;0;6.346337e-01;2.177076e-01
22;0.230000;0;6.186633e-01;1.272745e-01
23;0.240000;0;5.686743e-01;1.687908e-01
24;0.250000;0;5.271142e-01;1.783420e-01
25;0.260000;0;5.443289e-01;1.668626e-01
26;0.270000;0;5.433395e-01;1.076832e-01
27;0.280000;0;5.542174e-01;4.994395e-02
28;0.290000;0;5.739645e-01;5.572225e-02
29;0.300000;5.036665e+01;6.485214e-01;2.508846e-01
30;0.310000;9.995881e+01;7.157900e-01;8.278971e-01
31;0.320000;1.490374e+02;7.409012e-01;1.079108e+00
32;0.330000;1.476574e+02;7.518812e-01;1.446489e+00
33;0.340000;1.978228e+02;7.475775e-01;1.107753e+00
34;0.350000;2.518841e+02;7.387323e-01;1.169939e+00
35;0.360000;3.108388e+02;7.294590e-01;1.062100e+00
36;0.370000;3.228704e+02;7.235816e-01;1.202836e+00
37;0.380000;2.779883e+02;7.165421e-01;1.223977e+00
38;0.390000;1.700468e+02;7.025261e-01;9.244038e-01
39;0.400000;1.215576e+02;7.099939e-01;8.289304e-01
40;0.410000;1.280418e+02;7.300814e-01;6.571846e-01
41;0.420000;1.942929e+02;7.615618e-01;6.823959e-01
42;0.430000;1.975676e+02;7.803281e-01;5.705355e-01
43;0.440000;1.988253e+02;7.839580e-01;6.690454e-01
44;0.450000;1.976473e+02;7.731455e-01;7.617836e-01
45;0.460000;2.572257e+02;7.607551e-01;9.322354e-01
46;0.470000;3.167868e+02;7.416606e-01;1.063125e+00
47;0.480000;3.767938e+02;7.304419e-01;1.235167e+00
48;0.490000;2.506408e+02;6.650704e-01;1.396742e+00
49;0.500000;1.250802e+02;6.270752e-01;1.351930e+00
50;0.510000;0;6.081219e-01;1.086123e+00
51;0.520000;1.088289e+02;6.649280e-01;6.051427e-01
52;0.530000;2.170361e+02;7.069513e-01;3.629628e-01
53;0.540000;2.170361e+02;6.984477e-01;3.506976e-01
54;0.550000;1.082072e+02;6.855574e-01;5.000071e-01
55;0.560000;0;6.741485e-01;4.922311e-01
56;0.570000;0;6.744590e-01;5.005261e-01
57;0.580000;0;6.745555e-01;4.763220e-01
58;0.590000;4.797905e+01;6.872912e-01;4.258664e-01
59;0.600000;9.646429e+01;7.336062e-01;8.015079e-01
