frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;5.098509e+01;2.496198e-01;1.045411e+00
1;0.020000;1.019054e+02;4.937097e-01;1.371583e+00
2;0.030000;1.019054e+02;7.253375e-01;1.495069e+00
3;0.040000;5.092031e+01;7.075626e-01;1.414991e+00
4;0.050000;0;4.634728e-01;1.331551e+00
5;0.060000;0;2.318449e-01;1.243009e+00
6;0.070000;0;0;9.021998e-01
7;0.080000;0;0;5.686663e-01
8;0.090000;0;0;3.572921e-01
9;0.100000;0;0;1.400245e-01
10;0.110000;0;0;5.604924e-02
11;0.120000;0;0;3.898865e-02
12;0.130000;0;0;5.540539e-02
13;0.140000;0;0;1.731763e-01
14;0.150000;4.444788e+01;2.368895e-01;2.646224e-01
15;0.160000;8.857729e+01;4.809912e-01;4.346414e-01
16;0.170000;1.314316e+02;7.216064e-01;1.020706e+00
17;0.180000;1.278334e+02;7.238708e-01;1.559961e+00
18;0.190000;8.370399e+01;7.094927e-01;1.997839e+00
19;0.200000;4.084970e+01;6.958351e-01;1.796699e+00
20;0.210000;0;6.786988e-01;1.917235e+00
21;0.220000;0;6.716124e-01;2.084778e+00
22;0.230000;0;6.522791e-01;2.116933e+00
23;0.240000;0;6.166245e-01;1.828886e+00
24;0.250000;0;3.939872e-01;1.411551e+00
25;0.260000;0;4.095433e-01;9.390048e-01
26;0.270000;0;4.553870e-01;6.458701e-01
27;0.280000;3.693133e+01;6.932762e-01;5.308220e-01
28;0.290000;7.364743e+01;7.120296e-01;1.041491e+00
29;0.300000;1.099838e+02;7.229636e-01;1.592018e+00
30;0.310000;1.086030e+02;7.260876e-01;1.896869e+00
31;0.320000;1.067160e+02;7.199298e-01;2.301306e+00
32;0.330000;7.037968e+01;7.042322e-01;2.114515e+00
33;0.340000;3.482914e+01;6.898871e-01;2.256109e+00
34;0.350000;3.424769e+01;6.913958e-01;1.878150e+00
35;0.360000;6.832481e+01;7.042902e-01;1.476533e+00
36;0.370000;1.022841e+02;7.187076e-01;1.059221e+00
37;0.380000;1.019328e+02;7.249789e-01;6.754897e-01
38;0.390000;1.015743e+02;7.279648e-01;8.066154e-01
39;0.400000;1.013142e+02;7.317624e-01;9.522766e-01
40;0.410000;1.014448e+02;7.333007e-01;1.132884e+00
41;0.420000;1.023992e+02;7.338772e-01;1.306887e+00
42;0.430000;1.040004e+02;7.349355e-01;1.273955e+00
43;0.440000;1.059091e+02;7.351705e-01;1.257167e+00
44;0.450000;1.081044e+02;7.348664e-01;1.067436e+00
45;0.460000;1.104101e+02;7.336360e-01;6.729560e-01
46;0.470000;1.127667e+02;7.342410e-01;4.451269e-01
47;0.480000;1.148984e+02;7.378547e-01;9.158837e-01
48;0.490000;1.169627e+02;7.399744e-01;1.896451e+00
49;0.500000;1.189562e+02;7.401925e-01;1.841113e+00
50;0.510000;1.211674e+02;7.392652e-01;1.557630e+00
51;0.520000;1.238430e+02;7.391920e-01;1.120512e+00
52;0.530000;1.269738e+02;7.430397e-01;1.199254e+00
53;0.540000;1.300944e+02;7.447572e-01;1.594591e+00
54;0.550000;1.334021e+02;7.471030e-01;1.264343e+00
55;0.560000;1.365348e+02;7.497432e-01;1.781701e+00
56;0.570000;1.388772e+02;7.529664e-01;1.514588e+00
57;0.580000;1.391459e+02;7.460318e-01;1.656631e+00
58;0.590000;1.370179e+02;7.313665e-01;1.424600e+00
59;0.600000;1.333332e+02;7.154672e-01;1.300010e+00
60;0.610000;8.741089e+01;6.988863e-01;1.501831e+00
61;0.620000;4.298954e+01;6.745365e-01;1.451186e+00
62;0.630000;0;6.367859e-01;1.438327e+00
63;0.640000;0;5.911855e-01;1.230682e+00
64;0.650000;0;3.775603e-01;9.292688e-01
65;0.660000;0;3.350331e-01;8.564992e-01
66;0.670000;0;3.021986e-01;6.588749e-01
67;0.680000;0;3.021986e-01;7.559495e-01
68;0.690000;0;1.471528e-01;6.012835e-01
69;0.700000;0;0;5.000063e-01
70;0.710000;0;0;3.544118e-01
71;0.720000;0;0;2.549997e-01
72;0.730000;0;0;3.142608e-01
73;0.740000;0;0;3.738666e-01
74;0.750000;0;0;3.555071e-01
75;0.760000;0;1.565823e-01;2.615893e-01
76;0.770000;0;3.154764e-01;1.846516e-01
77;0.780000;0;4.783119e-01;1.508185e-01
78;0.790000;0;3.217295e-01;2.885269e-01
79;0.800000;0;3.626471e-01;2.698115e-01
80;0.810000;0;1.998116e-01;3.432657e-01
81;0.820000;0;1.998116e-01;2.662810e-01
82;0.830000;0;0;4.885609e-01
83;0.840000;0;0;4.831353e-01
84;0.850000;0;1.524454e-01;5.222045e-01
85;0.860000;0;3.245346e-01;3.065462e-01
86;0.870000;0;4.840709e-01;2.825463e-01
87;0.880000;0;4.948126e-01;2.738856e-01
88;0.890000;0;4.860073e-01;3.084389e-01
89;0.900000;0;4.669683e-01;3.024198e-01
90;0.910000;0;4.749882e-01;2.531763e-01
91;0.920000;0;4.994448e-01;2.404022e-01
92;0.930000;0;5.602589e-01;3.266047e-01
93;0.940000;0;5.895844e-01;3.351049e-01
94;0.950000;0;4.018438e-01;4.170694e-01
