frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;pcm_loudness_sma
0;0.010000;0;2.093007e-01;3.576217e-01
1;0.020000;0;4.326326e-01;3.695205e-01
2;0.030000;0;6.629870e-01;2.914723e-01
3;0.040000;8.617581e+01;6.951575e-01;3.626101e-01
4;0.050000;1.719056e+02;7.184942e-01;4.493549e-01
5;0.060000;1.719056e+02;7.105655e-01;5.967709e-01
6;0.070000;8.572976e+01;6.724577e-01;4.429593e-01
7;0.080000;8.838648e+01;6.733333e-01;3.200262e-01
8;0.090000;1.767004e+02;6.976816e-01;1.327341e-01
9;0.100000;2.634617e+02;7.282785e-01;2.337933e-01
10;0.110000;1.750752e+02;7.104488e-01;1.733614e-01
11;0.120000;8.676136e+01;6.926995e-01;2.132374e-01
12;0.130000;8.669738e+01;7.032664e-01;1.581192e-01
13;0.140000;1.737660e+02;7.160600e-01;2.134536e-01
14;0.150000;1.737660e+02;6.945319e-01;2.433145e-01
15;0.160000;8.706864e+01;6.567721e-01;2.905263e-01
16;0.170000;8.627370e+01;6.599407e-01;2.073264e-01
17;0.180000;1.721493e+02;7.026598e-01;1.725179e-01
18;0.190000;2.577492e+02;7.406850e-01;1.005466e-01
19;0.200000;2.572119e+02;7.288669e-01;1.852932e-01
20;0.210000;1.713363e+02;6.913085e-01;1.587479e-01
21;0.220000;8.573639e+01;6.537498e-01;1.713613e-01
22;0.230000;0;6.446666e-01;1.640031e-01
23;0.240000;1.131854e+02;6.812723e-01;1.534993e-01
24;0.250000;2.253058e+02;7.426386e-01;3.365484e-01
25;0.260000;3.368830e+02;7.949460e-01;5.660994e-01
26;0.270000;3.344488e+02;8.218686e-01;8.403676e-01
27;0.280000;3.326479e+02;8.303439e-01;1.525522e+00
28;0.290000;3.309115e+02;8.304594e-01;2.213741e+00
29;0.300000;3.296011e+02;8.282751e-01;2.420366e+00
30;0.310000;3.279763e+02;8.147245e-01;2.391680e+00
31;0.320000;3.250772e+02;7.933486e-01;2.155350e+00
32;0.330000;2.156365e+02;7.358754e-01;1.885992e+00
33;0.340000;1.069417e+02;7.043189e-01;1.609023e+00
34;0.350000;1.103701e+02;7.032557e-01;1.461874e+00
35;0.360000;2.217399e+02;7.323801e-01;1.634090e+00
36;0.370000;2.217399e+02;7.268904e-01;1.442773e+00
37;0.380000;1.113699e+02;6.615512e-01;1.255642e+00
38;0.390000;0;6.480439e-01;9.964791e-01
39;0.400000;9.940631e+01;6.804712e-01;6.972704e-01
40;0.410000;1.968660e+02;7.479246e-01;4.127620e-01
41;0.420000;2.897160e+02;7.757186e-01;5.695538e-01
42;0.430000;2.834478e+02;7.913726e-01;8.687625e-01
43;0.440000;2.785445e+02;8.112212e-01;1.163021e+00
44;0.450000;2.768668e+02;8.285554e-01;1.060305e+00
45;0.460000;2.730349e+02;8.221967e-01;1.022510e+00
46;0.470000;2.683379e+02;8.051610e-01;1.035140e+00
47;0.480000;1.771656e+02;7.558643e-01;9.200398e-01
48;0.490000;8.785934e+01;7.047977e-01;6.187305e-01
49;0.500000;0;6.588302e-01;2.341071e-01
50;0.510000;0;6.423010e-01;4.913478e-01
51;0.520000;0;6.428410e-01;5.953671e-01
52;0.530000;0;6.345711e-01;8.551748e-01
53;0.540000;0;6.331488e-01;6.137222e-01
54;0.550000;0;6.174762e-01;6.642279e-01
55;0.560000;0;6.218646e-01;5.065687e-01
56;0.570000;8.881525e+01;6.631516e-01;5.794864e-01
57;0.580000;1.766824e+02;7.207837e-01;3.863750e-01
58;0.590000;2.640832e+02;7.778363e-01;3.555106e-01
59;0.600000;2.618502e+02;7.936568e-01;5.919065e-01
60;0.610000;2.577360e+02;7.993146e-01;7.885850e-01
61;0.620000;2.532929e+02;8.000696e-01;1.246781e+00
62;0.630000;2.503097e+02;7.978265e-01;1.300446e+00
63;0.640000;2.529252e+02;7.973101e-01;1.372224e+00
64;0.650000;2.573900e+02;8.011482e-01;1.282174e+00
65;0.660000;2.610513e+02;8.086083e-01;1.307836e+00
66;0.670000;2.614489e+02;8.210428e-01;1.758706e+00
67;0.680000;2.601917e+02;8.234509e-01;1.562115e+00
68;0.690000;2.583747e+02;8.175470e-01;1.589743e+00
69;0.700000;1.716087e+02;7.660007e-01;1.214610e+00
70;0.710000;8.544354e+01;7.207706e-01;1.544764e+00
71;0.720000;0;6.703384e-01;1.319878e+00
72;0.730000;8.653182e+01;6.895280e-01;1.170733e+00
73;0.740000;1.725591e+02;7.196121e-01;9.042235e-01
74;0.750000;2.580758e+02;7.524672e-01;8.200857e-01
75;0.760000;2.568009e+02;7.499616e-01;8.465849e-01
76;0.770000;1.707736e+02;7.177160e-01;6.623774e-01
77;0.780000;8.525689e+01;6.986130e-01;6.952227e-01
78;0.790000;0;6.693376e-01;5.447229e-01
79;0.800000;0;6.713994e-01;4.827595e-01
80;0.810000;0;6.427868e-01;4.180340e-01
81;0.820000;8.806882e+01;6.697493e-01;4.927392e-01
82;0.830000;1.761357e+02;6.971340e-01;5.525696e-01
83;0.840000;2.638934e+02;7.633087e-01;4.206672e-01
84;0.850000;2.631947e+02;7.944972e-01;3.399694e-01
85;0.860000;2.617263e+02;8.097649e-01;6.946321e-01
86;0.870000;2.588843e+02;8.124650e-01;1.548734e+00
87;0.880000;2.540932e+02;8.058009e-01;1.726642e+00
88;0.890000;2.461181e+02;7.938299e-01;1.398039e+00
89;0.900000;2.377004e+02;7.840436e-01;7.118535e-01
90;0.910000;2.305645e+02;7.801051e-01;7.828495e-01
91;0.920000;2.281395e+02;7.829838e-01;9.858265e-01
92;0.930000;2.297083e+02;7.873226e-01;1.132486e+00
93;0.940000;2.340663e+02;7.965401e-01;1.285363e+00
94;0.950000;2.378747e+02;8.119116e-01;1.386976e+00
95;0.960000;2.396590e+02;8.323870e-01;1.066696e+00
96;0.970000;2.395487e+02;8.477044e-01;1.697336e+00
97;0.980000;2.389390e+02;8.577168e-01;1.414812e+00
98;0.990000;2.380777e+02;8.598946e-01;2.001569e+00
99;1.000000;2.370545e+02;8.629386e-01;1.136421e+00
100;1.010000;2.361491e+02;8.627672e-01;1.060846e+00
101;1.020000;2.355708e+02;8.622437e-01;1.056537e+00
102;1.030000;2.352841e+02;8.590037e-01;1.185488e+00
