frameIndex;frameTime;pcm_loudness_sma
0;0.000000;3.818544e-01
1;0.010000;4.831328e-01
2;0.020000;5.783719e-01
3;0.030000;5.422229e-01
4;0.040000;3.647631e-01
5;0.050000;1.801801e-01
6;0.060000;7.562625e-02
7;0.070000;4.674518e-02
8;0.080000;3.454805e-02
9;0.090000;3.736441e-02
10;0.100000;3.238064e-02
11;0.110000;2.387549e-02
12;0.120000;3.955204e-02
13;0.130000;3.337006e-01
14;0.140000;9.213861e-01
15;0.150000;1.068977e+00
16;0.160000;1.564796e+00
17;0.170000;1.559001e+00
18;0.180000;1.917273e+00
19;0.190000;1.696834e+00
20;0.200000;1.325796e+00
21;0.210000;1.286263e+00
22;0.220000;9.737081e-01
23;0.230000;1.378425e+00
24;0.240000;9.115289e-01
25;0.250000;7.934999e-01
26;0.260000;5.085025e-01
27;0.270000;1.040434e+00
28;0.280000;9.819433e-01
29;0.290000;9.104171e-01
30;0.300000;6.333572e-01
31;0.310000;6.163000e-01
32;0.320000;7.945318e-01
33;0.330000;9.484987e-01
34;0.340000;1.216260e+00
35;0.350000;1.313045e+00
36;0.360000;1.125743e+00
37;0.370000;1.039461e+00
38;0.380000;9.824643e-01
39;0.390000;1.092568e+00
40;0.400000;1.356308e+00
41;0.410000;1.399250e+00
42;0.420000;1.427837e+00
43;0.430000;1.509710e+00
44;0.440000;1.433387e+00
45;0.450000;1.262487e+00
46;0.460000;1.103691e+00
47;0.470000;8.683251e-01
48;0.480000;1.003255e+00
49;0.490000;6.307687e-01
50;0.500000;4.481717e-01
51;0.510000;1.136372e-01
52;0.520000;9.218550e-02
53;0.530000;8.212658e-02
54;0.540000;1.290201e-01
55;0.550000;2.262415e-01
56;0.560000;2.125592e-01
57;0.570000;2.047877e-01
58;0.580000;1.204122e-01
59;0.590000;1.814853e-01
60;0.600000;2.232510e-01
61;0.610000;2.473871e-01
62;0.620000;2.406396e-01
63;0.630000;1.870307e-01
64;0.640000;1.255134e-01
65;0.650000;1.315725e-01
66;0.660000;1.793699e-01
67;0.670000;2.480662e-01
68;0.680000;2.314317e-01
69;0.690000;1.570889e-01
70;0.700000;1.059358e-01
71;0.710000;1.088129e-01
72;0.720000;1.422786e-01
