frameIndex;frameTime;pcm_loudness_sma
0;0.000000;9.352646e-01
1;0.010000;8.289099e-01
2;0.020000;5.894545e-01
3;0.030000;4.538970e-01
4;0.040000;7.595807e-01
5;0.050000;1.449423e+00
6;0.060000;1.379398e+00
7;0.070000;1.015625e+00
8;0.080000;5.540245e-01
9;0.090000;6.221685e-01
10;0.100000;5.942906e-01
11;0.110000;3.700241e-01
12;0.120000;2.689940e-01
13;0.130000;2.367738e-01
14;0.140000;2.268602e-01
15;0.150000;1.770678e-01
16;0.160000;1.329929e-01
17;0.170000;3.568727e-01
18;0.180000;4.457426e-01
19;0.190000;5.759639e-01
20;0.200000;4.514340e-01
21;0.210000;4.766755e-01
22;0.220000;5.046787e-01
23;0.230000;6.131743e-01
24;0.240000;5.327547e-01
25;0.250000;5.324007e-01
26;0.260000;4.408633e-01
27;0.270000;4.581578e-01
28;0.280000;4.828995e-01
29;0.290000;5.535359e-01
30;0.300000;5.354441e-01
31;0.310000;4.226340e-01
32;0.320000;2.592580e-01
33;0.330000;2.002510e-01
34;0.340000;1.153979e-01
35;0.350000;7.743257e-02
36;0.360000;5.308552e-02
37;0.370000;7.581052e-02
38;0.380000;1.305543e-01
39;0.390000;1.817121e-01
40;0.400000;4.275924e-01
41;0.410000;6.297982e-01
42;0.420000;1.241215e+00
43;0.430000;1.340541e+00
44;0.440000;1.634459e+00
45;0.450000;1.170324e+00
46;0.460000;1.131137e+00
47;0.470000;8.682473e-01
48;0.480000;6.628776e-01
49;0.490000;3.830942e-01
50;0.500000;2.948096e-01
51;0.510000;3.556420e-01
52;0.520000;3.615867e-01
53;0.530000;1.641176e-01
54;0.540000;2.056059e-01
55;0.550000;2.221604e-01
56;0.560000;2.743894e-01
57;0.570000;2.775650e-01
58;0.580000;3.687351e-01
59;0.590000;4.215845e-01
60;0.600000;3.981445e-01
61;0.610000;2.949842e-01
62;0.620000;3.026534e-01
63;0.630000;3.418279e-01
64;0.640000;4.218180e-01
65;0.650000;3.672668e-01
66;0.660000;4.542479e-01
67;0.670000;5.286113e-01
68;0.680000;4.872926e-01
69;0.690000;4.608891e-01
70;0.700000;7.760895e-01
71;0.710000;8.212462e-01
72;0.720000;7.482888e-01
73;0.730000;3.334918e-01
74;0.740000;2.927639e-01
75;0.750000;2.420006e-01
76;0.760000;1.682255e-01
77;0.770000;1.469190e-01
78;0.780000;1.038822e-01
79;0.790000;1.969202e-01
80;0.800000;4.366138e-01
81;0.810000;4.820563e-01
82;0.820000;4.215534e-01
83;0.830000;4.877653e-01
84;0.840000;6.807992e-01
85;0.850000;1.010430e+00
86;0.860000;9.484918e-01
87;0.870000;1.158523e+00
88;0.880000;1.197647e+00
89;0.890000;1.543676e+00
90;0.900000;1.370174e+00
91;0.910000;1.228278e+00
92;0.920000;6.916681e-01
93;0.930000;7.326884e-01
94;0.940000;7.049016e-01
95;0.950000;7.108188e-01
96;0.960000;5.354629e-01
97;0.970000;4.110395e-01
98;0.980000;6.555457e-01
99;0.990000;9.035670e-01
100;1.000000;1.755304e+00
101;1.010000;2.459374e+00
102;1.020000;3.061405e+00
103;1.030000;2.912013e+00
104;1.040000;2.437315e+00
105;1.050000;1.806705e+00
106;1.060000;1.394503e+00
107;1.070000;8.786120e-01
108;1.080000;7.064298e-01
109;1.090000;4.006754e-01
110;1.100000;5.041324e-01
111;1.110000;4.611888e-01
112;1.120000;9.348271e-01
113;1.130000;1.353430e+00
114;1.140000;1.473830e+00
115;1.150000;1.284762e+00
116;1.160000;1.280901e+00
117;1.170000;1.662608e+00
118;1.180000;1.758164e+00
119;1.190000;1.319569e+00
120;1.200000;7.403255e-01
121;1.210000;2.410256e-01
122;1.220000;1.646495e-01
123;1.230000;9.952915e-02
124;1.240000;1.862655e-01
125;1.250000;2.680622e-01
126;1.260000;2.844511e-01
127;1.270000;5.130248e-01
128;1.280000;6.400676e-01
129;1.290000;8.535667e-01
130;1.300000;1.438434e+00
131;1.310000;1.332559e+00
132;1.320000;1.284982e+00
133;1.330000;6.152421e-01
134;1.340000;6.279180e-01
135;1.350000;6.011015e-01
136;1.360000;4.267892e-01
137;1.370000;4.003016e-01
138;1.380000;3.173101e-01
139;1.390000;3.516399e-01
140;1.400000;3.493558e-01
141;1.410000;3.261468e-01
142;1.420000;2.406234e-01
143;1.430000;1.889076e-01
144;1.440000;1.901775e-01
145;1.450000;2.186213e-01
146;1.460000;2.098343e-01
147;1.470000;1.869154e-01
148;1.480000;3.585075e-01
149;1.490000;4.045208e-01
150;1.500000;5.444824e-01
151;1.510000;6.838469e-01
152;1.520000;6.734607e-01
153;1.530000;8.324773e-01
154;1.540000;7.177286e-01
155;1.550000;7.904086e-01
156;1.560000;7.138088e-01
157;1.570000;6.795878e-01
158;1.580000;7.336780e-01
159;1.590000;5.367170e-01
160;1.600000;6.853541e-01
161;1.610000;7.232170e-01
162;1.620000;8.887727e-01
163;1.630000;7.532347e-01
164;1.640000;5.930598e-01
165;1.650000;6.118459e-01
166;1.660000;6.243170e-01
167;1.670000;5.960986e-01
168;1.680000;4.076687e-01
169;1.690000;2.251231e-01
170;1.700000;1.983577e-01
171;1.710000;2.015152e-01
172;1.720000;2.104318e-01
173;1.730000;1.846009e-01
174;1.740000;1.243227e-01
175;1.750000;9.343504e-02
176;1.760000;2.287333e-01
177;1.770000;3.112364e-01
178;1.780000;2.868913e-01
179;1.790000;4.439708e-01
180;1.800000;5.045059e-01
181;1.810000;5.607558e-01
182;1.820000;2.786854e-01
183;1.830000;1.783655e-01
184;1.840000;1.842702e-01
185;1.850000;3.191937e-01
186;1.860000;5.025147e-01
187;1.870000;9.232391e-01
188;1.880000;1.274775e+00
189;1.890000;2.043417e+00
190;1.900000;1.575323e+00
191;1.910000;1.267611e+00
192;1.920000;3.254720e-01
193;1.930000;3.535659e-01
194;1.940000;2.512544e-01
195;1.950000;2.574218e-01
196;1.960000;3.033311e-01
197;1.970000;2.289505e-01
198;1.980000;2.162271e-01
199;1.990000;1.710939e-01
200;2.000000;1.647492e-01
201;2.010000;1.696210e-01
202;2.020000;1.773786e-01
203;2.030000;1.837233e-01
204;2.040000;1.353085e-01
205;2.050000;9.609348e-02
206;2.060000;1.349363e-01
207;2.070000;1.505650e-01
208;2.080000;2.731100e-01
209;2.090000;2.162908e-01
210;2.100000;2.851299e-01
211;2.110000;2.785388e-01
212;2.120000;4.451386e-01
213;2.130000;5.341489e-01
214;2.140000;4.794084e-01
215;2.150000;7.171211e-01
216;2.160000;6.455602e-01
217;2.170000;6.853291e-01
218;2.180000;6.263108e-01
219;2.190000;7.025736e-01
220;2.200000;7.379122e-01
221;2.210000;7.527153e-01
222;2.220000;7.955086e-01
223;2.230000;8.416778e-01
224;2.240000;5.761688e-01
225;2.250000;4.271367e-01
