frameIndex;frameTime;pcm_loudness_sma
0;0.000000;3.594815e-01
1;0.010000;4.295238e-01
2;0.020000;5.358617e-01
3;0.030000;8.427622e-01
4;0.040000;8.746385e-01
5;0.050000;6.588187e-01
6;0.060000;3.604599e-01
7;0.070000;1.844601e-01
8;0.080000;3.865837e-01
9;0.090000;5.074838e-01
10;0.100000;6.899573e-01
11;0.110000;4.725101e-01
12;0.120000;3.984607e-01
13;0.130000;2.132994e-01
14;0.140000;3.142276e-01
15;0.150000;2.953398e-01
16;0.160000;3.296471e-01
17;0.170000;2.344406e-01
18;0.180000;2.209236e-01
19;0.190000;1.499590e-01
20;0.200000;1.628945e-01
21;0.210000;1.394510e-01
22;0.220000;1.269598e-01
23;0.230000;1.159683e-01
24;0.240000;9.901643e-02
25;0.250000;2.126066e-01
26;0.260000;2.751635e-01
27;0.270000;3.370105e-01
28;0.280000;9.600997e-01
29;0.290000;1.611071e+00
30;0.300000;2.289384e+00
31;0.310000;2.067411e+00
32;0.320000;1.403844e+00
33;0.330000;1.084420e+00
34;0.340000;7.547376e-01
35;0.350000;7.918971e-01
36;0.360000;6.613943e-01
37;0.370000;9.231024e-01
38;0.380000;9.416104e-01
39;0.390000;8.579699e-01
40;0.400000;7.212358e-01
41;0.410000;7.339058e-01
42;0.420000;8.168159e-01
43;0.430000;5.197586e-01
44;0.440000;4.273649e-01
45;0.450000;2.832529e-01
46;0.460000;3.496628e-01
47;0.470000;4.462582e-01
48;0.480000;3.816291e-01
49;0.490000;3.433020e-01
50;0.500000;5.837105e-01
51;0.510000;6.627523e-01
52;0.520000;8.715855e-01
53;0.530000;6.444525e-01
54;0.540000;7.915047e-01
55;0.550000;8.224799e-01
56;0.560000;7.273766e-01
57;0.570000;4.460660e-01
58;0.580000;1.407906e-01
59;0.590000;1.127236e-01
60;0.600000;1.119082e-01
61;0.610000;3.999306e-01
62;0.620000;4.491092e-01
63;0.630000;5.587440e-01
64;0.640000;4.167839e-01
65;0.650000;3.346277e-01
66;0.660000;1.916631e-01
67;0.670000;3.396988e-01
68;0.680000;4.967437e-01
69;0.690000;6.625355e-01
70;0.700000;4.414241e-01
71;0.710000;4.263030e-01
72;0.720000;3.359933e-01
73;0.730000;3.922786e-01
74;0.740000;4.128956e-01
75;0.750000;4.014339e-01
76;0.760000;3.854651e-01
77;0.770000;2.465573e-01
78;0.780000;3.983264e-01
79;0.790000;5.852404e-01
80;0.800000;6.007410e-01
81;0.810000;8.761466e-01
82;0.820000;1.299236e+00
83;0.830000;2.216325e+00
84;0.840000;2.222770e+00
85;0.850000;1.785954e+00
86;0.860000;9.540974e-01
87;0.870000;7.853723e-01
88;0.880000;1.189578e+00
89;0.890000;1.252132e+00
90;0.900000;1.043501e+00
91;0.910000;5.407224e-01
92;0.920000;4.367309e-01
93;0.930000;3.684843e-01
94;0.940000;2.606304e-01
95;0.950000;3.618650e-01
96;0.960000;3.893711e-01
97;0.970000;3.714851e-01
98;0.980000;3.092111e-01
99;0.990000;2.574683e-01
100;1.000000;2.900373e-01
101;1.010000;3.889355e-01
102;1.020000;6.734058e-01
103;1.030000;7.319065e-01
104;1.040000;6.090093e-01
105;1.050000;4.557998e-01
106;1.060000;5.890430e-01
107;1.070000;5.264918e-01
108;1.080000;7.501807e-01
109;1.090000;7.503085e-01
110;1.100000;9.601900e-01
111;1.110000;1.316441e+00
112;1.120000;1.839583e+00
113;1.130000;2.132251e+00
114;1.140000;1.588780e+00
115;1.150000;8.820783e-01
116;1.160000;5.420582e-01
117;1.170000;4.005454e-01
118;1.180000;4.857393e-01
119;1.190000;4.195010e-01
120;1.200000;5.338879e-01
121;1.210000;5.789793e-01
122;1.220000;5.220944e-01
123;1.230000;5.734807e-01
124;1.240000;8.702720e-01
125;1.250000;1.511337e+00
126;1.260000;1.965428e+00
127;1.270000;1.721015e+00
128;1.280000;1.024612e+00
129;1.290000;8.244353e-01
130;1.300000;1.343418e+00
131;1.310000;2.150322e+00
132;1.320000;2.752834e+00
133;1.330000;2.637386e+00
134;1.340000;2.216320e+00
135;1.350000;1.373911e+00
136;1.360000;1.185168e+00
137;1.370000;1.631258e+00
138;1.380000;2.253635e+00
139;1.390000;2.227798e+00
140;1.400000;1.765412e+00
141;1.410000;1.240883e+00
142;1.420000;8.211107e-01
143;1.430000;5.754135e-01
144;1.440000;2.620340e-01
145;1.450000;5.702595e-01
146;1.460000;6.389301e-01
147;1.470000;7.320741e-01
148;1.480000;4.941267e-01
149;1.490000;4.976999e-01
150;1.500000;5.829144e-01
151;1.510000;8.647365e-01
152;1.520000;1.022186e+00
153;1.530000;1.568899e+00
154;1.540000;1.710209e+00
