frameIndex;frameTime;pcm_loudness_sma
0;0.000000;4.385993e-02
1;0.010000;1.072565e-01
2;0.020000;1.305464e-01
3;0.030000;1.846966e-01
4;0.040000;4.308958e-01
5;0.050000;9.313455e-01
6;0.060000;9.293653e-01
7;0.070000;9.610229e-01
8;0.080000;7.771559e-01
9;0.090000;9.155753e-01
10;0.100000;6.895824e-01
11;0.110000;3.748368e-01
12;0.120000;1.752014e-01
13;0.130000;1.368152e-01
14;0.140000;1.273515e-01
15;0.150000;1.769345e-01
16;0.160000;1.610345e-01
17;0.170000;2.502871e-01
18;0.180000;4.877446e-01
19;0.190000;9.082438e-01
20;0.200000;1.158751e+00
21;0.210000;1.014082e+00
22;0.220000;5.753465e-01
23;0.230000;2.542887e-01
24;0.240000;9.713259e-02
25;0.250000;8.621114e-02
26;0.260000;1.000495e-01
27;0.270000;4.377152e-01
28;0.280000;5.246285e-01
29;0.290000;5.055646e-01
30;0.300000;1.927536e-01
31;0.310000;2.862917e-01
32;0.320000;3.483309e-01
33;0.330000;4.702679e-01
34;0.340000;1.412410e+00
35;0.350000;2.170969e+00
36;0.360000;2.751101e+00
37;0.370000;1.982158e+00
38;0.380000;1.225219e+00
39;0.390000;1.010233e+00
40;0.400000;9.710501e-01
41;0.410000;8.961694e-01
42;0.420000;4.674479e-01
43;0.430000;2.093238e-01
44;0.440000;2.371368e-01
45;0.450000;1.923932e-01
46;0.460000;1.672868e-01
47;0.470000;2.066303e-01
48;0.480000;1.898802e-01
49;0.490000;1.881500e-01
50;0.500000;1.909583e-01
51;0.510000;5.620994e-01
52;0.520000;9.620106e-01
53;0.530000;1.374668e+00
54;0.540000;1.226935e+00
55;0.550000;1.204536e+00
56;0.560000;1.023533e+00
57;0.570000;8.312215e-01
58;0.580000;4.930272e-01
59;0.590000;2.882825e-01
60;0.600000;2.514821e-01
61;0.610000;4.015314e-01
62;0.620000;3.206035e-01
63;0.630000;5.154907e-01
64;0.640000;5.396479e-01
65;0.650000;8.953710e-01
66;0.660000;1.690857e+00
67;0.670000;2.219027e+00
68;0.680000;2.315657e+00
69;0.690000;1.838319e+00
70;0.700000;1.369148e+00
71;0.710000;1.229328e+00
72;0.720000;9.016735e-01
73;0.730000;9.387997e-01
74;0.740000;1.205789e+00
75;0.750000;1.428069e+00
76;0.760000;1.467076e+00
77;0.770000;1.284593e+00
78;0.780000;1.034698e+00
79;0.790000;9.632064e-01
80;0.800000;1.377255e+00
81;0.810000;1.991903e+00
82;0.820000;2.133698e+00
83;0.830000;2.152478e+00
84;0.840000;2.036082e+00
85;0.850000;2.260516e+00
86;0.860000;2.109435e+00
87;0.870000;1.843539e+00
88;0.880000;2.283363e+00
89;0.890000;2.952801e+00
90;0.900000;3.031885e+00
91;0.910000;2.900901e+00
92;0.920000;2.126721e+00
93;0.930000;2.130224e+00
94;0.940000;2.196313e+00
95;0.950000;2.606309e+00
96;0.960000;2.327103e+00
97;0.970000;1.746122e+00
98;0.980000;9.525039e-01
