frameIndex;frameTime;pcm_loudness_sma
0;0.000000;2.017749e-01
1;0.010000;1.315513e-01
2;0.020000;1.593263e-01
3;0.030000;2.730721e-01
4;0.040000;3.005446e-01
5;0.050000;1.786347e-01
6;0.060000;1.474138e-01
7;0.070000;1.611218e-01
8;0.080000;2.478884e-01
9;0.090000;3.033594e-01
10;0.100000;3.528259e-01
11;0.110000;4.436260e-01
12;0.120000;5.052220e-01
13;0.130000;4.925745e-01
14;0.140000;5.144624e-01
15;0.150000;8.472083e-01
16;0.160000;1.304028e+00
17;0.170000;1.482033e+00
18;0.180000;1.015790e+00
19;0.190000;5.818749e-01
20;0.200000;2.573436e-01
21;0.210000;2.149906e-01
22;0.220000;3.297239e-01
23;0.230000;3.145498e-01
24;0.240000;9.661608e-01
25;0.250000;1.037187e+00
26;0.260000;1.782854e+00
27;0.270000;1.705634e+00
28;0.280000;2.088046e+00
29;0.290000;1.775122e+00
30;0.300000;1.417877e+00
31;0.310000;8.602877e-01
32;0.320000;4.514629e-01
33;0.330000;4.942991e-01
34;0.340000;5.069658e-01
35;0.350000;4.982221e-01
36;0.360000;4.401226e-01
37;0.370000;3.526818e-01
38;0.380000;5.371202e-01
39;0.390000;3.704885e-01
40;0.400000;5.793796e-01
41;0.410000;5.144142e-01
42;0.420000;7.762063e-01
43;0.430000;7.644957e-01
44;0.440000;7.583084e-01
45;0.450000;7.413242e-01
46;0.460000;6.663293e-01
47;0.470000;6.443743e-01
48;0.480000;4.764994e-01
49;0.490000;1.070730e+00
50;0.500000;1.410776e+00
51;0.510000;1.893171e+00
52;0.520000;1.354228e+00
53;0.530000;1.638800e+00
54;0.540000;1.125141e+00
55;0.550000;1.255183e+00
56;0.560000;6.701511e-01
57;0.570000;1.237989e+00
58;0.580000;1.359879e+00
59;0.590000;1.829277e+00
60;0.600000;2.026584e+00
61;0.610000;2.186277e+00
62;0.620000;1.714106e+00
63;0.630000;1.149580e+00
64;0.640000;8.842645e-01
65;0.650000;1.137536e+00
66;0.660000;9.139221e-01
67;0.670000;7.181495e-01
68;0.680000;2.933406e-01
69;0.690000;3.884912e-01
70;0.700000;3.426989e-01
71;0.710000;4.905690e-01
72;0.720000;4.755789e-01
73;0.730000;5.695208e-01
74;0.740000;4.765329e-01
75;0.750000;6.102811e-01
76;0.760000;1.053311e+00
77;0.770000;1.544050e+00
78;0.780000;1.897715e+00
79;0.790000;2.000792e+00
80;0.800000;2.497553e+00
81;0.810000;2.788633e+00
82;0.820000;2.291447e+00
83;0.830000;1.319690e+00
84;0.840000;7.935476e-01
85;0.850000;1.248996e+00
86;0.860000;1.341777e+00
87;0.870000;1.018148e+00
88;0.880000;3.231436e-01
89;0.890000;3.245755e-01
90;0.900000;2.842052e-01
91;0.910000;6.851146e-01
92;0.920000;6.141625e-01
93;0.930000;7.666456e-01
94;0.940000;4.919890e-01
95;0.950000;5.805739e-01
96;0.960000;8.176806e-01
97;0.970000;9.930410e-01
98;0.980000;1.253361e+00
99;0.990000;1.221184e+00
100;1.000000;1.142668e+00
101;1.010000;9.291651e-01
102;1.020000;9.227138e-01
103;1.030000;1.065074e+00
104;1.040000;9.622789e-01
105;1.050000;6.519567e-01
106;1.060000;3.606771e-01
107;1.070000;2.956280e-01
108;1.080000;4.047266e-01
109;1.090000;3.987238e-01
110;1.100000;7.443071e-01
111;1.110000;6.019722e-01
112;1.120000;8.464171e-01
113;1.130000;8.369778e-01
114;1.140000;1.152829e+00
115;1.150000;1.090484e+00
116;1.160000;8.268113e-01
117;1.170000;6.511791e-01
118;1.180000;5.590765e-01
