frameIndex;frameTime;pcm_loudness_sma
0;0.000000;6.446659e-01
1;0.010000;1.175243e+00
2;0.020000;1.692527e+00
3;0.030000;1.917281e+00
4;0.040000;2.075617e+00
5;0.050000;1.696614e+00
6;0.060000;2.003934e+00
7;0.070000;1.563319e+00
8;0.080000;2.283926e+00
9;0.090000;1.897291e+00
10;0.100000;2.024380e+00
11;0.110000;1.330108e+00
12;0.120000;1.298045e+00
13;0.130000;9.803278e-01
14;0.140000;9.191775e-01
15;0.150000;1.478966e+00
16;0.160000;1.887889e+00
17;0.170000;2.226169e+00
18;0.180000;1.874956e+00
19;0.190000;1.511952e+00
20;0.200000;1.184019e+00
21;0.210000;7.247169e-01
22;0.220000;4.489649e-01
23;0.230000;4.822829e-01
24;0.240000;7.000840e-01
25;0.250000;1.049404e+00
26;0.260000;7.925167e-01
27;0.270000;4.972335e-01
28;0.280000;1.534206e-01
29;0.290000;8.540859e-02
30;0.300000;1.097740e-01
31;0.310000;1.957686e-01
32;0.320000;2.609896e-01
33;0.330000;3.216565e-01
34;0.340000;3.454635e-01
35;0.350000;3.468662e-01
36;0.360000;3.324594e-01
37;0.370000;3.308180e-01
38;0.380000;6.490787e-01
39;0.390000;9.170777e-01
40;0.400000;8.438606e-01
41;0.410000;5.466276e-01
42;0.420000;5.998661e-01
43;0.430000;9.203734e-01
44;0.440000;9.667385e-01
45;0.450000;7.978132e-01
46;0.460000;5.937008e-01
47;0.470000;7.811539e-01
48;0.480000;6.921472e-01
49;0.490000;9.030908e-01
50;0.500000;8.292236e-01
51;0.510000;1.651342e+00
52;0.520000;1.517664e+00
53;0.530000;1.474407e+00
54;0.540000;1.300857e+00
55;0.550000;1.404076e+00
56;0.560000;2.186873e+00
57;0.570000;1.817743e+00
58;0.580000;1.538039e+00
59;0.590000;7.038520e-01
60;0.600000;4.312460e-01
61;0.610000;4.827085e-01
62;0.620000;5.563489e-01
63;0.630000;4.537817e-01
64;0.640000;3.961633e-01
65;0.650000;2.025562e-01
66;0.660000;1.429937e-01
67;0.670000;7.019860e-02
68;0.680000;4.163488e-02
69;0.690000;5.806835e-02
70;0.700000;2.717262e-01
71;0.710000;5.126088e-01
72;0.720000;7.510661e-01
73;0.730000;8.214753e-01
74;0.740000;7.368861e-01
75;0.750000;5.712612e-01
76;0.760000;3.605886e-01
77;0.770000;3.823606e-01
78;0.780000;4.185746e-01
79;0.790000;8.302243e-01
80;0.800000;1.044801e+00
81;0.810000;1.284171e+00
82;0.820000;1.142699e+00
83;0.830000;1.171603e+00
84;0.840000;1.255540e+00
85;0.850000;1.093575e+00
86;0.860000;1.129199e+00
87;0.870000;1.411268e+00
88;0.880000;1.596084e+00
89;0.890000;1.360659e+00
90;0.900000;1.189280e+00
91;0.910000;1.079663e+00
92;0.920000;1.070887e+00
93;0.930000;8.702906e-01
94;0.940000;1.129029e+00
95;0.950000;1.234136e+00
96;0.960000;1.034373e+00
97;0.970000;9.496557e-01
98;0.980000;9.371416e-01
99;0.990000;9.397802e-01
100;1.000000;9.256466e-01
101;1.010000;6.888263e-01
102;1.020000;9.572865e-01
103;1.030000;6.178140e-01
104;1.040000;5.612272e-01
105;1.050000;2.381459e-01
106;1.060000;2.029174e-01
107;1.070000;1.828201e-01
108;1.080000;8.419121e-02
109;1.090000;5.208622e-02
110;1.100000;4.635306e-02
111;1.110000;4.738295e-02
112;1.120000;3.875859e-02
113;1.130000;3.581236e-02
114;1.140000;3.443726e-01
115;1.150000;6.012812e-01
116;1.160000;1.038487e+00
117;1.170000;1.064510e+00
118;1.180000;9.344224e-01
119;1.190000;1.193713e+00
120;1.200000;1.539484e+00
121;1.210000;1.871219e+00
122;1.220000;1.235270e+00
123;1.230000;7.041176e-01
124;1.240000;4.939250e-01
125;1.250000;5.697377e-01
126;1.260000;1.235548e+00
127;1.270000;1.413514e+00
128;1.280000;1.642118e+00
129;1.290000;1.197818e+00
130;1.300000;1.125896e+00
131;1.310000;9.260853e-01
132;1.320000;6.158562e-01
133;1.330000;3.175665e-01
134;1.340000;1.652747e-01
135;1.350000;1.026699e-01
136;1.360000;5.964230e-02
137;1.370000;4.186131e-02
138;1.380000;4.398192e-02
139;1.390000;2.962759e-02
140;1.400000;4.396104e-02
141;1.410000;1.524672e-01
142;1.420000;2.350882e-01
143;1.430000;2.802242e-01
144;1.440000;3.169015e-01
145;1.450000;4.698594e-01
146;1.460000;6.206391e-01
147;1.470000;8.627294e-01
148;1.480000;8.920836e-01
149;1.490000;7.062776e-01
150;1.500000;5.956905e-01
151;1.510000;5.294504e-01
152;1.520000;6.592088e-01
153;1.530000;5.382790e-01
154;1.540000;7.972487e-01
155;1.550000;1.097015e+00
156;1.560000;9.795201e-01
157;1.570000;1.035750e+00
158;1.580000;1.017714e+00
159;1.590000;1.111740e+00
160;1.600000;1.020609e+00
161;1.610000;8.008096e-01
162;1.620000;8.237238e-01
163;1.630000;4.983941e-01
164;1.640000;3.855655e-01
165;1.650000;2.869246e-01
166;1.660000;1.968603e-01
167;1.670000;9.495500e-02
168;1.680000;3.244396e-02
169;1.690000;3.727710e-02
170;1.700000;3.727710e-02
171;1.710000;4.420696e-02
172;1.720000;4.565801e-02
173;1.730000;8.682307e-02
174;1.740000;2.022300e-01
175;1.750000;3.095158e-01
176;1.760000;5.225500e-01
177;1.770000;9.455128e-01
178;1.780000;1.342031e+00
179;1.790000;1.389864e+00
180;1.800000;1.679612e+00
181;1.810000;1.472976e+00
182;1.820000;1.570212e+00
183;1.830000;1.675698e+00
184;1.840000;2.116624e+00
185;1.850000;2.117856e+00
186;1.860000;1.421461e+00
187;1.870000;1.565116e+00
188;1.880000;1.971748e+00
189;1.890000;2.173003e+00
190;1.900000;1.603424e+00
191;1.910000;8.061810e-01
192;1.920000;7.443640e-01
193;1.930000;9.888825e-01
194;1.940000;1.138932e+00
195;1.950000;9.591350e-01
196;1.960000;5.009293e-01
197;1.970000;3.718489e-01
198;1.980000;1.865023e-01
199;1.990000;8.504663e-02
200;2.000000;7.122279e-02
201;2.010000;5.874017e-02
202;2.020000;5.713536e-02
203;2.030000;3.870239e-02
