frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;7.309215e-04;-1.444241e+01
1;0.010000;7.592840e-04;-1.436627e+01
2;0.020000;7.589711e-04;-1.436709e+01
3;0.030000;7.115576e-04;-1.449611e+01
4;0.040000;6.832330e-04;-1.457735e+01
5;0.050000;6.997779e-04;-1.452950e+01
6;0.060000;6.707202e-04;-1.461432e+01
7;0.070000;6.961967e-04;-1.453976e+01
8;0.080000;7.351097e-04;-1.443098e+01
9;0.090000;7.769838e-04;-1.432018e+01
10;0.100000;7.892871e-04;-1.428876e+01
11;0.110000;3.772373e-03;-1.116010e+01
12;0.120000;4.894195e-03;-1.063941e+01
13;0.130000;6.375148e-03;-1.011070e+01
14;0.140000;4.164116e-02;-6.357332e+00
15;0.150000;6.914617e-02;-5.343065e+00
16;0.160000;7.668772e-02;-5.136027e+00
17;0.170000;8.410120e-02;-4.951469e+00
18;0.180000;8.454043e-02;-4.941051e+00
19;0.190000;7.435871e-02;-5.197709e+00
20;0.200000;5.047698e-02;-5.972476e+00
21;0.210000;3.897065e-02;-6.489893e+00
22;0.220000;2.505563e-02;-7.373313e+00
23;0.230000;2.883489e-02;-7.092338e+00
24;0.240000;3.205461e-02;-6.880629e+00
25;0.250000;3.418789e-02;-6.751767e+00
26;0.260000;3.549987e-02;-6.676453e+00
27;0.270000;3.393269e-02;-6.766753e+00
28;0.280000;3.432461e-02;-6.743785e+00
29;0.290000;4.069211e-02;-6.403442e+00
30;0.300000;4.570215e-02;-6.171220e+00
31;0.310000;5.109556e-02;-5.948115e+00
32;0.320000;5.956066e-02;-5.641520e+00
33;0.330000;6.527837e-02;-5.458189e+00
34;0.340000;6.900310e-02;-5.347208e+00
35;0.350000;7.108339e-02;-5.287803e+00
36;0.360000;6.798064e-02;-5.377065e+00
37;0.370000;5.944024e-02;-5.645568e+00
38;0.380000;5.051718e-02;-5.970884e+00
39;0.390000;3.751612e-02;-6.565969e+00
40;0.400000;2.370574e-02;-7.484076e+00
41;0.410000;1.924275e-02;-7.901242e+00
42;0.420000;2.005330e-02;-7.818723e+00
43;0.430000;2.083133e-02;-7.742594e+00
44;0.440000;2.114165e-02;-7.713021e+00
45;0.450000;2.114663e-02;-7.712549e+00
46;0.460000;2.110761e-02;-7.716244e+00
47;0.470000;1.943708e-02;-7.881145e+00
48;0.480000;1.710131e-02;-8.137200e+00
