frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;1.153898e-01;-4.318878e+00
1;0.010000;1.134663e-01;-4.352499e+00
2;0.020000;1.064621e-01;-4.479933e+00
3;0.030000;9.606538e-02;-4.685452e+00
4;0.040000;8.064736e-02;-5.035338e+00
5;0.050000;6.884754e-02;-5.351722e+00
6;0.060000;5.026018e-02;-5.981084e+00
7;0.070000;3.983427e-02;-6.446055e+00
8;0.080000;2.104456e-02;-7.722227e+00
9;0.090000;9.892061e-03;-9.232045e+00
10;0.100000;2.547926e-03;-1.194495e+01
11;0.110000;2.970867e-03;-1.163780e+01
12;0.120000;3.730980e-03;-1.118217e+01
13;0.130000;4.586318e-03;-1.076936e+01
14;0.140000;5.083384e-03;-1.056356e+01
15;0.150000;5.515039e-03;-1.040055e+01
16;0.160000;6.097206e-03;-1.019985e+01
17;0.170000;6.479002e-03;-1.007838e+01
18;0.180000;6.555737e-03;-1.005483e+01
19;0.190000;6.766194e-03;-9.991633e+00
20;0.200000;7.099473e-03;-9.895470e+00
21;0.210000;6.814286e-03;-9.977468e+00
22;0.220000;6.369803e-03;-1.011237e+01
23;0.230000;6.064527e-03;-1.021060e+01
24;0.240000;5.799672e-03;-1.029991e+01
25;0.250000;5.485795e-03;-1.041119e+01
26;0.260000;5.068741e-03;-1.056933e+01
27;0.270000;4.992741e-03;-1.059954e+01
28;0.280000;4.648189e-03;-1.074256e+01
29;0.290000;4.222838e-03;-1.093450e+01
30;0.300000;3.263389e-03;-1.144998e+01
31;0.310000;6.624631e-03;-1.003392e+01
32;0.320000;7.028377e-03;-9.915599e+00
33;0.330000;6.960341e-03;-9.935054e+00
34;0.340000;6.868429e-03;-9.961639e+00
35;0.350000;6.829340e-03;-9.973055e+00
36;0.360000;3.138396e-03;-1.152809e+01
37;0.370000;7.550602e-04;-1.437743e+01
38;0.380000;6.077476e-04;-1.481150e+01
39;0.390000;5.260173e-04;-1.510035e+01
40;0.400000;4.700123e-04;-1.532550e+01
41;0.410000;1.010444e-02;-9.189560e+00
42;0.420000;3.752353e-02;-6.565574e+00
43;0.430000;1.054470e-01;-4.499094e+00
44;0.440000;1.179815e-01;-4.274455e+00
45;0.450000;1.248273e-01;-4.161648e+00
46;0.460000;1.293382e-01;-4.090649e+00
47;0.470000;1.263185e-01;-4.137897e+00
48;0.480000;7.964350e-02;-5.060390e+00
49;0.490000;5.963736e-02;-5.638946e+00
50;0.500000;4.373561e-02;-6.259185e+00
51;0.510000;2.636322e-02;-7.271571e+00
52;0.520000;1.326725e-02;-8.644914e+00
53;0.530000;9.293159e-03;-9.356954e+00
54;0.540000;8.825918e-03;-9.460125e+00
55;0.550000;8.085919e-03;-9.635262e+00
56;0.560000;7.163406e-03;-9.877540e+00
57;0.570000;8.138834e-03;-9.622216e+00
58;0.580000;8.311799e-03;-9.580158e+00
59;0.590000;8.021153e-03;-9.651346e+00
60;0.600000;7.697076e-03;-9.733829e+00
61;0.610000;6.763733e-03;-9.992361e+00
62;0.620000;4.547211e-03;-1.078648e+01
63;0.630000;4.981775e-03;-1.060394e+01
64;0.640000;6.571760e-03;-1.004995e+01
65;0.650000;1.226219e-02;-8.802468e+00
66;0.660000;1.857816e-02;-7.971537e+00
67;0.670000;2.933831e-02;-7.057722e+00
68;0.680000;3.809077e-02;-6.535567e+00
69;0.690000;5.008459e-02;-5.988084e+00
70;0.700000;6.167314e-02;-5.571814e+00
71;0.710000;8.470137e-02;-4.937247e+00
72;0.720000;1.010111e-01;-4.585050e+00
73;0.730000;1.170386e-01;-4.290503e+00
74;0.740000;1.342488e-01;-4.016121e+00
75;0.750000;1.493604e-01;-3.802786e+00
76;0.760000;1.497076e-01;-3.798143e+00
77;0.770000;1.498225e-01;-3.796609e+00
78;0.780000;1.462503e-01;-3.844871e+00
79;0.790000;1.341624e-01;-4.017408e+00
80;0.800000;1.110471e-01;-4.395601e+00
81;0.810000;9.306332e-02;-4.748950e+00
82;0.820000;7.125580e-02;-5.282958e+00
83;0.830000;4.511210e-02;-6.197210e+00
84;0.840000;4.823500e-03;-1.066851e+01
85;0.850000;1.581236e-03;-1.289910e+01
86;0.860000;4.839431e-03;-1.066192e+01
87;0.870000;7.544054e-03;-9.773992e+00
88;0.880000;8.256469e-03;-9.593516e+00
89;0.890000;9.005540e-03;-9.419830e+00
90;0.900000;9.599679e-03;-9.292051e+00
91;0.910000;8.738254e-03;-9.480090e+00
92;0.920000;7.110835e-03;-9.892271e+00
93;0.930000;1.422528e-02;-8.505469e+00
94;0.940000;3.355335e-02;-6.789237e+00
