frameIndex;frameTime;pcm_LOGenergy
0;0.000000;-4.969885e+00
1;0.010000;-5.006616e+00
2;0.020000;-5.059501e+00
3;0.030000;-4.982949e+00
4;0.040000;-4.856560e+00
5;0.050000;-4.834507e+00
6;0.060000;-4.839531e+00
7;0.070000;-4.858028e+00
8;0.080000;-4.956092e+00
9;0.090000;-5.104536e+00
10;0.100000;-5.246565e+00
11;0.110000;-5.416029e+00
12;0.120000;-5.666463e+00
13;0.130000;-5.914417e+00
14;0.140000;-6.120117e+00
15;0.150000;-6.295768e+00
16;0.160000;-6.411041e+00
17;0.170000;-6.530506e+00
18;0.180000;-6.717041e+00
19;0.190000;-7.041963e+00
20;0.200000;-7.378995e+00
21;0.210000;-7.930425e+00
22;0.220000;-8.056812e+00
23;0.230000;-8.462041e+00
24;0.240000;-8.469093e+00
25;0.250000;-8.389805e+00
26;0.260000;-7.830451e+00
27;0.270000;-6.598009e+00
28;0.280000;-5.951236e+00
29;0.290000;-5.428236e+00
30;0.300000;-5.011420e+00
31;0.310000;-4.786556e+00
32;0.320000;-4.742124e+00
33;0.330000;-4.839006e+00
34;0.340000;-5.085227e+00
35;0.350000;-5.543857e+00
36;0.360000;-6.147606e+00
37;0.370000;-7.066819e+00
38;0.380000;-7.790730e+00
39;0.390000;-7.941904e+00
40;0.400000;-7.934038e+00
41;0.410000;-8.261406e+00
42;0.420000;-8.611977e+00
43;0.430000;-6.401984e+00
44;0.440000;-4.908990e+00
45;0.450000;-4.414233e+00
46;0.460000;-4.086164e+00
47;0.470000;-3.864188e+00
48;0.480000;-3.771536e+00
49;0.490000;-3.869839e+00
50;0.500000;-3.975774e+00
51;0.510000;-4.132998e+00
52;0.520000;-4.260324e+00
53;0.530000;-4.423814e+00
54;0.540000;-4.651901e+00
55;0.550000;-4.784403e+00
56;0.560000;-4.916734e+00
57;0.570000;-5.090858e+00
58;0.580000;-5.162935e+00
59;0.590000;-5.251311e+00
60;0.600000;-5.298771e+00
61;0.610000;-5.353318e+00
62;0.620000;-5.306284e+00
63;0.630000;-5.374291e+00
64;0.640000;-5.456274e+00
65;0.650000;-5.731618e+00
66;0.660000;-5.934875e+00
67;0.670000;-6.604135e+00
68;0.680000;-7.253591e+00
69;0.690000;-7.598137e+00
70;0.700000;-7.548820e+00
71;0.710000;-7.262310e+00
72;0.720000;-6.994001e+00
73;0.730000;-6.741387e+00
74;0.740000;-6.552942e+00
75;0.750000;-6.359304e+00
76;0.760000;-6.036788e+00
77;0.770000;-5.581280e+00
78;0.780000;-5.197315e+00
79;0.790000;-4.851011e+00
80;0.800000;-4.545463e+00
81;0.810000;-4.303341e+00
82;0.820000;-4.078849e+00
83;0.830000;-3.997016e+00
84;0.840000;-3.967041e+00
85;0.850000;-4.019824e+00
86;0.860000;-4.136654e+00
87;0.870000;-4.426164e+00
88;0.880000;-4.696168e+00
89;0.890000;-5.081402e+00
90;0.900000;-5.478633e+00
91;0.910000;-5.690185e+00
92;0.920000;-5.359037e+00
93;0.930000;-4.676067e+00
94;0.940000;-4.397254e+00
95;0.950000;-4.097817e+00
96;0.960000;-3.954463e+00
97;0.970000;-3.875250e+00
98;0.980000;-3.933774e+00
99;0.990000;-4.018756e+00
100;1.000000;-4.208180e+00
101;1.010000;-4.311360e+00
102;1.020000;-4.478535e+00
103;1.030000;-4.807268e+00
104;1.040000;-5.025496e+00
105;1.050000;-5.277031e+00
106;1.060000;-4.981805e+00
107;1.070000;-4.859632e+00
108;1.080000;-4.578042e+00
109;1.090000;-4.465486e+00
110;1.100000;-4.301512e+00
111;1.110000;-4.567494e+00
112;1.120000;-4.768063e+00
113;1.130000;-5.189222e+00
114;1.140000;-5.437959e+00
115;1.150000;-6.077090e+00
116;1.160000;-6.450163e+00
117;1.170000;-7.134370e+00
