frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;1.520986e-01;-3.766452e+00
1;0.010000;1.489154e-01;-3.808754e+00
2;0.020000;1.486474e-01;-3.812357e+00
3;0.030000;1.493123e-01;-3.803430e+00
4;0.040000;1.471198e-01;-3.833015e+00
5;0.050000;1.499256e-01;-3.795232e+00
6;0.060000;1.496827e-01;-3.798476e+00
7;0.070000;1.493873e-01;-3.802427e+00
8;0.080000;1.507168e-01;-3.784705e+00
9;0.090000;1.574366e-01;-3.697465e+00
10;0.100000;1.581955e-01;-3.687848e+00
11;0.110000;1.623183e-01;-3.636392e+00
12;0.120000;1.609441e-01;-3.653396e+00
13;0.130000;1.534852e-01;-3.748302e+00
14;0.140000;1.393842e-01;-3.941042e+00
15;0.150000;1.226994e-01;-4.196035e+00
16;0.160000;1.002534e-01;-4.600109e+00
17;0.170000;7.852121e-02;-5.088773e+00
18;0.180000;6.200625e-02;-5.561040e+00
19;0.190000;4.951670e-02;-6.010890e+00
20;0.200000;4.060017e-02;-6.407966e+00
21;0.210000;3.594547e-02;-6.651505e+00
22;0.220000;3.559925e-02;-6.670862e+00
23;0.230000;3.678976e-02;-6.605072e+00
24;0.240000;3.647143e-02;-6.622452e+00
25;0.250000;3.973575e-02;-6.451008e+00
26;0.260000;5.371941e-02;-5.847962e+00
27;0.270000;6.842323e-02;-5.364086e+00
28;0.280000;8.011533e-02;-5.048576e+00
29;0.290000;9.096845e-02;-4.794485e+00
30;0.300000;9.619099e-02;-4.682839e+00
31;0.310000;9.928811e-02;-4.619459e+00
32;0.320000;1.017903e-01;-4.569681e+00
33;0.330000;1.026080e-01;-4.553679e+00
34;0.340000;9.936803e-02;-4.617850e+00
35;0.350000;9.719237e-02;-4.662126e+00
36;0.360000;8.831336e-02;-4.853728e+00
37;0.370000;7.592028e-02;-5.156143e+00
38;0.380000;6.147306e-02;-5.578312e+00
39;0.390000;4.744547e-02;-6.096348e+00
40;0.400000;3.385476e-02;-6.771351e+00
41;0.410000;2.703033e-02;-7.221591e+00
42;0.420000;1.676195e-02;-8.177288e+00
43;0.430000;7.380744e-03;-9.817761e+00
44;0.440000;3.975849e-03;-1.105503e+01
45;0.450000;3.125149e-03;-1.153655e+01
46;0.460000;2.909208e-03;-1.167975e+01
47;0.470000;2.970890e-03;-1.163779e+01
48;0.480000;2.769578e-03;-1.177812e+01
49;0.490000;2.687528e-03;-1.183827e+01
50;0.500000;2.663054e-03;-1.185656e+01
51;0.510000;2.556643e-03;-1.193812e+01
52;0.520000;2.221358e-03;-1.221927e+01
53;0.530000;2.041325e-03;-1.238831e+01
54;0.540000;2.039624e-03;-1.238998e+01
55;0.550000;2.120981e-03;-1.231175e+01
56;0.560000;2.101653e-03;-1.233006e+01
57;0.570000;2.109785e-03;-1.232234e+01
58;0.580000;2.217028e-03;-1.222318e+01
59;0.590000;2.388253e-03;-1.207439e+01
60;0.600000;2.381081e-03;-1.208040e+01
61;0.610000;2.342624e-03;-1.211297e+01
62;0.620000;2.493168e-03;-1.198840e+01
63;0.630000;2.620299e-03;-1.188893e+01
64;0.640000;2.633876e-03;-1.187860e+01
65;0.650000;2.733791e-03;-1.180413e+01
66;0.660000;2.960840e-03;-1.164456e+01
67;0.670000;3.060274e-03;-1.157850e+01
68;0.680000;3.110262e-03;-1.154610e+01
69;0.690000;3.167746e-03;-1.150947e+01
70;0.700000;3.346133e-03;-1.139990e+01
71;0.710000;3.519646e-03;-1.129879e+01
72;0.720000;3.649731e-03;-1.122620e+01
73;0.730000;3.865279e-03;-1.111144e+01
74;0.740000;4.012005e-03;-1.103693e+01
75;0.750000;4.069436e-03;-1.100850e+01
76;0.760000;4.229269e-03;-1.093145e+01
77;0.770000;4.376530e-03;-1.086300e+01
78;0.780000;4.532346e-03;-1.079303e+01
79;0.790000;4.778941e-03;-1.068707e+01
80;0.800000;5.079655e-03;-1.056502e+01
81;0.810000;5.268018e-03;-1.049220e+01
82;0.820000;5.337087e-03;-1.046615e+01
83;0.830000;5.598935e-03;-1.037036e+01
84;0.840000;5.645542e-03;-1.035378e+01
85;0.850000;5.839866e-03;-1.028609e+01
86;0.860000;6.044180e-03;-1.021732e+01
87;0.870000;6.095369e-03;-1.020045e+01
88;0.880000;6.447324e-03;-1.008818e+01
89;0.890000;6.751492e-03;-9.995984e+00
90;0.900000;7.332997e-03;-9.830742e+00
91;0.910000;7.476821e-03;-9.791895e+00
92;0.920000;8.251122e-03;-9.594812e+00
93;0.930000;8.566666e-03;-9.519753e+00
94;0.940000;8.920675e-03;-9.438767e+00
95;0.950000;8.933754e-03;-9.435838e+00
96;0.960000;9.224270e-03;-9.371835e+00
97;0.970000;9.466209e-03;-9.320053e+00
98;0.980000;9.362222e-03;-9.342145e+00
99;0.990000;9.472629e-03;-9.318698e+00
100;1.000000;8.902045e-03;-9.442948e+00
101;1.010000;8.471134e-03;-9.542182e+00
102;1.020000;7.756917e-03;-9.718341e+00
103;1.030000;7.022214e-03;-9.917354e+00
104;1.040000;6.110101e-03;-1.019562e+01
105;1.050000;6.052453e-03;-1.021458e+01
106;1.060000;5.725482e-03;-1.032566e+01
107;1.070000;6.686198e-03;-1.001542e+01
108;1.080000;7.035747e-03;-9.913503e+00
109;1.090000;7.808322e-03;-9.705131e+00
110;1.100000;9.544995e-03;-9.303477e+00
111;1.110000;9.461959e-03;-9.320951e+00
112;1.120000;8.315127e-03;-9.579358e+00
113;1.130000;7.843614e-03;-9.696111e+00
114;1.140000;6.810848e-03;-9.978477e+00
115;1.150000;7.988706e-03;-9.659453e+00
116;1.160000;1.197209e-02;-8.850353e+00
117;1.170000;2.846065e-02;-7.118466e+00
118;1.180000;4.915834e-02;-6.025417e+00
119;1.190000;7.595001e-02;-5.155360e+00
120;1.200000;9.620207e-02;-4.682609e+00
121;1.210000;1.068816e-01;-4.472068e+00
122;1.220000;1.060830e-01;-4.487067e+00
123;1.230000;9.827336e-02;-4.640005e+00
124;1.240000;7.942101e-02;-5.065985e+00
125;1.250000;5.265797e-02;-5.887876e+00
126;1.260000;2.288670e-02;-7.554398e+00
127;1.270000;5.206450e-03;-1.051571e+01
128;1.280000;1.669695e-02;-8.185058e+00
129;1.290000;2.289317e-02;-7.553833e+00
130;1.300000;2.719889e-02;-7.209158e+00
131;1.310000;2.965509e-02;-7.036243e+00
132;1.320000;6.641991e-02;-5.423517e+00
133;1.330000;1.142824e-01;-4.338166e+00
134;1.340000;1.445599e-01;-3.868123e+00
135;1.350000;1.449975e-01;-3.862078e+00
136;1.360000;1.448611e-01;-3.863961e+00
137;1.370000;1.344458e-01;-4.013189e+00
138;1.380000;1.022360e-01;-4.560942e+00
139;1.390000;6.601322e-02;-5.435801e+00
140;1.400000;8.021761e-02;-5.046024e+00
141;1.410000;9.371124e-02;-4.735074e+00
142;1.420000;1.028045e-01;-4.549853e+00
143;1.430000;1.150585e-01;-4.324629e+00
144;1.440000;1.297977e-01;-4.083556e+00
145;1.450000;1.425643e-01;-3.895924e+00
146;1.460000;1.458358e-01;-3.850548e+00
147;1.470000;1.467081e-01;-3.838620e+00
148;1.480000;1.411925e-01;-3.915262e+00
149;1.490000;1.213994e-01;-4.217338e+00
150;1.500000;9.490132e-02;-4.709836e+00
151;1.510000;7.516072e-02;-5.176253e+00
152;1.520000;5.556213e-02;-5.780507e+00
153;1.530000;2.915687e-02;-7.070129e+00
154;1.540000;2.276459e-02;-7.565098e+00
155;1.550000;2.089403e-02;-7.736583e+00
156;1.560000;2.451915e-02;-7.416602e+00
157;1.570000;2.326523e-02;-7.521590e+00
158;1.580000;2.233663e-02;-7.603055e+00
159;1.590000;2.977975e-02;-7.027853e+00
160;1.600000;3.068682e-02;-6.967844e+00
161;1.610000;2.823999e-02;-7.134033e+00
162;1.620000;2.904747e-02;-7.077648e+00
163;1.630000;2.974173e-02;-7.030408e+00
164;1.640000;2.415671e-02;-7.446386e+00
165;1.650000;2.470887e-02;-7.401186e+00
166;1.660000;2.700562e-02;-7.223420e+00
167;1.670000;3.208579e-02;-6.878684e+00
168;1.680000;3.516656e-02;-6.695319e+00
169;1.690000;4.002519e-02;-6.436492e+00
170;1.700000;4.939758e-02;-6.015708e+00
171;1.710000;6.353635e-02;-5.512286e+00
172;1.720000;7.839950e-02;-5.091876e+00
173;1.730000;1.016023e-01;-4.573379e+00
174;1.740000;1.221642e-01;-4.204779e+00
175;1.750000;1.337384e-01;-4.023740e+00
176;1.760000;1.418021e-01;-3.906646e+00
177;1.770000;1.451658e-01;-3.859758e+00
178;1.780000;1.379572e-01;-3.961623e+00
179;1.790000;1.288065e-01;-4.098887e+00
180;1.800000;1.218648e-01;-4.209687e+00
181;1.810000;1.144512e-01;-4.335214e+00
182;1.820000;1.118485e-01;-4.381219e+00
183;1.830000;1.141407e-01;-4.340647e+00
184;1.840000;1.145131e-01;-4.334132e+00
185;1.850000;1.167772e-01;-4.294974e+00
186;1.860000;1.165881e-01;-4.298216e+00
187;1.870000;1.049164e-01;-4.509183e+00
188;1.880000;9.054386e-02;-4.803842e+00
189;1.890000;7.649883e-02;-5.140960e+00
190;1.900000;6.041764e-02;-5.612948e+00
191;1.910000;5.206006e-02;-5.910714e+00
192;1.920000;6.797455e-02;-5.377244e+00
193;1.930000;8.356440e-02;-4.964275e+00
194;1.940000;9.399679e-02;-4.728989e+00
195;1.950000;1.019799e-01;-4.565959e+00
196;1.960000;1.079717e-01;-4.451773e+00
197;1.970000;1.074704e-01;-4.461079e+00
198;1.980000;1.026254e-01;-4.553340e+00
199;1.990000;9.620062e-02;-4.682639e+00
200;2.000000;8.570813e-02;-4.913615e+00
201;2.010000;7.077587e-02;-5.296474e+00
202;2.020000;5.617809e-02;-5.758457e+00
203;2.030000;4.332766e-02;-6.277928e+00
204;2.040000;3.435919e-02;-6.741771e+00
205;2.050000;3.636012e-02;-6.628565e+00
206;2.060000;3.923837e-02;-6.476201e+00
207;2.070000;4.207970e-02;-6.336380e+00
208;2.080000;4.634994e-02;-6.143071e+00
209;2.090000;5.057951e-02;-5.968418e+00
210;2.100000;5.487914e-02;-5.805244e+00
211;2.110000;5.761378e-02;-5.707987e+00
212;2.120000;6.215094e-02;-5.556379e+00
213;2.130000;8.219312e-02;-4.997367e+00
214;2.140000;1.014630e-01;-4.576122e+00
215;2.150000;1.138935e-01;-4.344983e+00
216;2.160000;1.324535e-01;-4.043048e+00
217;2.170000;1.409107e-01;-3.919258e+00
218;2.180000;1.383674e-01;-3.955685e+00
219;2.190000;1.385994e-01;-3.952335e+00
220;2.200000;1.360970e-01;-3.988774e+00
221;2.210000;1.244095e-01;-4.168353e+00
222;2.220000;1.157583e-01;-4.312501e+00
223;2.230000;1.038874e-01;-4.528895e+00
224;2.240000;8.069943e-02;-5.034048e+00
225;2.250000;6.109606e-02;-5.590616e+00
226;2.260000;3.885760e-02;-6.495703e+00
227;2.270000;1.626566e-02;-8.237399e+00
228;2.280000;1.279623e-02;-8.717209e+00
229;2.290000;1.398463e-02;-8.539593e+00
230;2.300000;2.836794e-02;-7.124991e+00
231;2.310000;3.341137e-02;-6.797718e+00
232;2.320000;3.424403e-02;-6.748487e+00
233;2.330000;4.796867e-02;-6.074414e+00
234;2.340000;7.707868e-02;-5.125857e+00
235;2.350000;9.024997e-02;-4.810344e+00
236;2.360000;1.022863e-01;-4.559959e+00
237;2.370000;1.094901e-01;-4.423842e+00
238;2.380000;1.074804e-01;-4.460893e+00
239;2.390000;9.457171e-02;-4.716794e+00
240;2.400000;8.540069e-02;-4.920802e+00
241;2.410000;7.610382e-02;-5.151314e+00
242;2.420000;8.365639e-02;-4.962075e+00
243;2.430000;1.037771e-01;-4.531021e+00
244;2.440000;1.250012e-01;-4.158864e+00
245;2.450000;1.385317e-01;-3.953313e+00
246;2.460000;1.491975e-01;-3.804969e+00
247;2.470000;1.524779e-01;-3.761472e+00
248;2.480000;1.434100e-01;-3.884095e+00
249;2.490000;1.213656e-01;-4.217896e+00
250;2.500000;1.017392e-01;-4.570686e+00
251;2.510000;8.116434e-02;-5.022559e+00
252;2.520000;5.702475e-02;-5.728540e+00
253;2.530000;4.771875e-02;-6.084862e+00
254;2.540000;6.477082e-02;-5.473800e+00
255;2.550000;7.853359e-02;-5.088458e+00
256;2.560000;9.027012e-02;-4.809897e+00
257;2.570000;1.006791e-01;-4.591634e+00
258;2.580000;1.046474e-01;-4.514318e+00
259;2.590000;9.780663e-02;-4.649526e+00
