frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;1.683219e-02;-8.168924e+00
1;0.010000;1.657245e-02;-8.200027e+00
2;0.020000;1.497938e-02;-8.402162e+00
3;0.030000;1.336097e-02;-8.630836e+00
4;0.040000;1.334760e-02;-8.632837e+00
5;0.050000;1.337085e-02;-8.629356e+00
6;0.060000;1.322812e-02;-8.650822e+00
7;0.070000;1.586196e-02;-8.287663e+00
8;0.080000;1.690726e-02;-8.160025e+00
9;0.090000;1.609160e-02;-8.258916e+00
10;0.100000;1.752225e-02;-8.088568e+00
11;0.110000;1.725373e-02;-8.119453e+00
12;0.120000;1.454807e-02;-8.460593e+00
13;0.130000;1.986408e-02;-7.837685e+00
14;0.140000;4.936538e-02;-6.017012e+00
15;0.150000;6.277689e-02;-5.536336e+00
16;0.160000;1.020535e-01;-4.564517e+00
17;0.170000;1.266721e-01;-4.132307e+00
18;0.180000;1.441604e-01;-3.873657e+00
19;0.190000;1.489151e-01;-3.808758e+00
20;0.200000;1.540823e-01;-3.740537e+00
21;0.210000;1.331130e-01;-4.033113e+00
22;0.220000;1.098672e-01;-4.416966e+00
23;0.230000;8.435469e-02;-4.945450e+00
24;0.240000;6.055080e-02;-5.608545e+00
25;0.250000;2.277080e-02;-7.564553e+00
26;0.260000;7.613290e-03;-9.755720e+00
27;0.270000;7.979887e-03;-9.661662e+00
28;0.280000;7.388315e-03;-9.815711e+00
29;0.290000;7.170958e-03;-9.875432e+00
30;0.300000;7.497802e-03;-9.786290e+00
31;0.310000;7.148316e-03;-9.881757e+00
32;0.320000;6.345493e-03;-1.012002e+01
33;0.330000;1.242489e-02;-8.776107e+00
34;0.340000;1.680628e-02;-8.172006e+00
35;0.350000;4.087538e-02;-6.394455e+00
36;0.360000;6.488699e-02;-5.470216e+00
37;0.370000;8.555815e-02;-4.917118e+00
38;0.380000;9.730026e-02;-4.659907e+00
39;0.390000;1.050873e-01;-4.505928e+00
40;0.400000;1.013940e-01;-4.577482e+00
41;0.410000;8.818155e-02;-4.856715e+00
42;0.420000;6.890026e-02;-5.350191e+00
43;0.430000;5.042354e-02;-5.974594e+00
44;0.440000;2.992706e-02;-7.017984e+00
45;0.450000;1.829323e-02;-8.002449e+00
46;0.460000;1.914236e-02;-7.911704e+00
47;0.470000;1.868689e-02;-7.959867e+00
48;0.480000;1.995601e-02;-7.828450e+00
49;0.490000;2.161450e-02;-7.668782e+00
50;0.500000;2.426179e-02;-7.437706e+00
51;0.510000;2.522022e-02;-7.360218e+00
52;0.520000;2.492186e-02;-7.384020e+00
53;0.530000;2.351756e-02;-7.500016e+00
54;0.540000;2.121898e-02;-7.705719e+00
55;0.550000;1.669386e-02;-8.185429e+00
56;0.560000;1.465985e-02;-8.445286e+00
57;0.570000;1.362076e-02;-8.592321e+00
58;0.580000;1.315220e-02;-8.662332e+00
59;0.590000;1.476286e-02;-8.431281e+00
60;0.600000;1.561843e-02;-8.318607e+00
61;0.610000;1.570354e-02;-8.307738e+00
62;0.620000;1.864447e-02;-7.964411e+00
63;0.630000;1.981887e-02;-7.842241e+00
64;0.640000;1.914419e-02;-7.911512e+00
65;0.650000;2.190486e-02;-7.642094e+00
66;0.660000;4.156047e-02;-6.361211e+00
67;0.670000;5.646373e-02;-5.748313e+00
68;0.680000;7.370088e-02;-5.215481e+00
69;0.690000;8.731450e-02;-4.876477e+00
70;0.700000;9.937693e-02;-4.617671e+00
71;0.710000;1.064459e-01;-4.480237e+00
72;0.720000;1.120243e-01;-4.378079e+00
73;0.730000;1.147519e-01;-4.329965e+00
74;0.740000;1.126561e-01;-4.366831e+00
75;0.750000;1.137797e-01;-4.346982e+00
76;0.760000;1.154985e-01;-4.316996e+00
77;0.770000;1.189352e-01;-4.258352e+00
78;0.780000;1.190600e-01;-4.256255e+00
79;0.790000;1.241630e-01;-4.172320e+00
80;0.800000;1.285684e-01;-4.102588e+00
81;0.810000;1.335033e-01;-4.027258e+00
82;0.820000;1.354198e-01;-3.998751e+00
83;0.830000;1.400331e-01;-3.931753e+00
84;0.840000;1.428867e-01;-3.891406e+00
85;0.850000;1.417986e-01;-3.906694e+00
86;0.860000;1.383138e-01;-3.956461e+00
87;0.870000;1.336715e-01;-4.024740e+00
88;0.880000;1.333706e-01;-4.029246e+00
