frameIndex;frameTime;pcm_LOGenergy
0;0.000000;-5.913848e+00
1;0.010000;-7.000424e+00
2;0.020000;-6.451830e+00
3;0.030000;-5.365354e+00
4;0.040000;-4.788444e+00
5;0.050000;-4.293960e+00
6;0.060000;-4.126495e+00
7;0.070000;-4.009049e+00
8;0.080000;-4.090937e+00
9;0.090000;-4.278925e+00
10;0.100000;-4.769655e+00
11;0.110000;-5.188377e+00
12;0.120000;-5.913114e+00
13;0.130000;-7.007946e+00
14;0.140000;-9.658628e+00
15;0.150000;-1.040636e+01
16;0.160000;-1.112397e+01
17;0.170000;-9.188581e+00
18;0.180000;-8.478711e+00
19;0.190000;-7.320421e+00
20;0.200000;-5.940469e+00
21;0.210000;-5.201980e+00
22;0.220000;-4.666654e+00
23;0.230000;-4.244743e+00
24;0.240000;-3.976409e+00
25;0.250000;-3.828276e+00
26;0.260000;-3.767637e+00
27;0.270000;-3.788061e+00
28;0.280000;-3.903393e+00
29;0.290000;-4.058421e+00
30;0.300000;-4.274224e+00
31;0.310000;-4.474088e+00
32;0.320000;-4.657962e+00
33;0.330000;-4.760377e+00
34;0.340000;-4.778663e+00
35;0.350000;-4.733785e+00
36;0.360000;-4.582127e+00
37;0.370000;-4.415548e+00
38;0.380000;-4.209941e+00
39;0.390000;-4.058592e+00
40;0.400000;-3.947702e+00
41;0.410000;-3.872158e+00
42;0.420000;-3.772123e+00
43;0.430000;-3.707533e+00
44;0.440000;-3.827305e+00
45;0.450000;-4.030093e+00
46;0.460000;-4.334375e+00
47;0.470000;-4.898215e+00
48;0.480000;-6.493132e+00
49;0.490000;-1.004493e+01
50;0.500000;-1.096244e+01
51;0.510000;-1.110786e+01
52;0.520000;-1.107228e+01
53;0.530000;-1.102842e+01
54;0.540000;-1.108199e+01
55;0.550000;-1.086395e+01
56;0.560000;-1.054608e+01
57;0.570000;-1.037987e+01
58;0.580000;-1.013098e+01
59;0.590000;-9.867607e+00
60;0.600000;-9.690916e+00
61;0.610000;-9.567702e+00
62;0.620000;-9.403006e+00
63;0.630000;-9.245584e+00
64;0.640000;-9.198842e+00
65;0.650000;-9.211856e+00
66;0.660000;-9.210684e+00
67;0.670000;-9.198235e+00
68;0.680000;-9.242476e+00
69;0.690000;-9.252891e+00
70;0.700000;-9.227494e+00
71;0.710000;-9.262660e+00
72;0.720000;-9.444304e+00
73;0.730000;-9.617755e+00
74;0.740000;-9.793389e+00
75;0.750000;-9.985184e+00
76;0.760000;-1.023313e+01
77;0.770000;-1.032635e+01
78;0.780000;-1.031238e+01
79;0.790000;-1.023006e+01
80;0.800000;-1.030626e+01
81;0.810000;-1.030844e+01
82;0.820000;-1.022476e+01
83;0.830000;-1.028230e+01
84;0.840000;-1.007065e+01
85;0.850000;-8.203365e+00
86;0.860000;-8.070663e+00
87;0.870000;-7.170075e+00
88;0.880000;-6.446720e+00
89;0.890000;-5.894907e+00
90;0.900000;-5.419042e+00
91;0.910000;-5.102340e+00
92;0.920000;-5.037858e+00
93;0.930000;-5.090789e+00
94;0.940000;-5.238375e+00
95;0.950000;-5.621720e+00
96;0.960000;-6.128537e+00
97;0.970000;-6.441270e+00
98;0.980000;-6.450428e+00
99;0.990000;-6.191279e+00
100;1.000000;-5.742864e+00
101;1.010000;-5.303237e+00
102;1.020000;-4.704375e+00
103;1.030000;-4.206399e+00
104;1.040000;-4.046142e+00
105;1.050000;-4.017056e+00
106;1.060000;-4.004921e+00
107;1.070000;-4.156694e+00
108;1.080000;-4.512398e+00
109;1.090000;-4.728860e+00
110;1.100000;-4.916922e+00
111;1.110000;-5.264863e+00
112;1.120000;-5.675844e+00
113;1.130000;-6.317645e+00
114;1.140000;-7.513483e+00
115;1.150000;-8.686969e+00
116;1.160000;-9.417415e+00
117;1.170000;-9.952543e+00
118;1.180000;-9.316949e+00
119;1.190000;-7.857370e+00
120;1.200000;-6.247275e+00
121;1.210000;-5.523418e+00
122;1.220000;-4.911140e+00
123;1.230000;-4.420080e+00
124;1.240000;-4.063443e+00
125;1.250000;-3.921364e+00
126;1.260000;-3.848574e+00
127;1.270000;-3.965002e+00
128;1.280000;-4.223138e+00
129;1.290000;-4.662899e+00
130;1.300000;-5.236886e+00
131;1.310000;-6.334337e+00
132;1.320000;-7.197108e+00
