frameIndex;frameTime;pcm_LOGenergy
0;0.000000;-8.577357e+00
1;0.010000;-9.557172e+00
2;0.020000;-1.086777e+01
3;0.030000;-1.114823e+01
4;0.040000;-1.104141e+01
5;0.050000;-1.102813e+01
6;0.060000;-1.109888e+01
7;0.070000;-1.103684e+01
8;0.080000;-1.029436e+01
9;0.090000;-9.845091e+00
10;0.100000;-9.444180e+00
11;0.110000;-9.285933e+00
12;0.120000;-9.297421e+00
13;0.130000;-9.546253e+00
14;0.140000;-9.925336e+00
15;0.150000;-1.076634e+01
16;0.160000;-1.193145e+01
17;0.170000;-1.176658e+01
18;0.180000;-1.162836e+01
19;0.190000;-1.141628e+01
20;0.200000;-1.140393e+01
21;0.210000;-1.117524e+01
22;0.220000;-1.033816e+01
23;0.230000;-9.551373e+00
24;0.240000;-9.420242e+00
25;0.250000;-9.319003e+00
26;0.260000;-9.348386e+00
27;0.270000;-9.631598e+00
28;0.280000;-1.058847e+01
29;0.290000;-1.129468e+01
30;0.300000;-1.261230e+01
31;0.310000;-1.318068e+01
32;0.320000;-1.243235e+01
33;0.330000;-1.169096e+01
34;0.340000;-1.148123e+01
35;0.350000;-1.069203e+01
36;0.360000;-1.012494e+01
37;0.370000;-9.716989e+00
38;0.380000;-9.533484e+00
39;0.390000;-9.278800e+00
40;0.400000;-9.149745e+00
41;0.410000;-9.228292e+00
42;0.420000;-9.406023e+00
43;0.430000;-9.630240e+00
44;0.440000;-1.005783e+01
45;0.450000;-1.101914e+01
46;0.460000;-1.184968e+01
47;0.470000;-1.406696e+01
48;0.480000;-1.425453e+01
49;0.490000;-1.437000e+01
50;0.500000;-1.441456e+01
51;0.510000;-1.420171e+01
52;0.520000;-1.394820e+01
53;0.530000;-1.346939e+01
54;0.540000;-1.299317e+01
55;0.550000;-1.252478e+01
56;0.560000;-1.225371e+01
57;0.570000;-1.183175e+01
58;0.580000;-1.164722e+01
59;0.590000;-1.142431e+01
60;0.600000;-1.128559e+01
61;0.610000;-1.106753e+01
62;0.620000;-1.102864e+01
63;0.630000;-1.075590e+01
64;0.640000;-1.047561e+01
65;0.650000;-1.027037e+01
66;0.660000;-9.920753e+00
67;0.670000;-9.471271e+00
68;0.680000;-8.981294e+00
69;0.690000;-8.275168e+00
70;0.700000;-7.541808e+00
71;0.710000;-7.044344e+00
72;0.720000;-6.491237e+00
73;0.730000;-6.149857e+00
74;0.740000;-6.090543e+00
75;0.750000;-6.149224e+00
76;0.760000;-6.239856e+00
77;0.770000;-6.500630e+00
78;0.780000;-6.775219e+00
79;0.790000;-6.627112e+00
80;0.800000;-6.310164e+00
81;0.810000;-5.602627e+00
82;0.820000;-5.009818e+00
83;0.830000;-4.554073e+00
84;0.840000;-4.280436e+00
85;0.850000;-4.154317e+00
86;0.860000;-4.118652e+00
87;0.870000;-4.186803e+00
88;0.880000;-4.368336e+00
89;0.890000;-4.623303e+00
90;0.900000;-4.848512e+00
91;0.910000;-5.247581e+00
92;0.920000;-5.748007e+00
93;0.930000;-6.451149e+00
94;0.940000;-7.209633e+00
95;0.950000;-8.068421e+00
96;0.960000;-7.851606e+00
97;0.970000;-7.485986e+00
98;0.980000;-7.159948e+00
99;0.990000;-6.946084e+00
100;1.000000;-6.736823e+00
101;1.010000;-6.661942e+00
102;1.020000;-6.691849e+00
103;1.030000;-6.805052e+00
104;1.040000;-6.972131e+00
105;1.050000;-7.313465e+00
106;1.060000;-7.600049e+00
107;1.070000;-8.045979e+00
108;1.080000;-8.422127e+00
109;1.090000;-8.812702e+00
110;1.100000;-9.171472e+00
111;1.110000;-9.445796e+00
112;1.120000;-9.591628e+00
113;1.130000;-9.587768e+00
114;1.140000;-9.591741e+00
115;1.150000;-8.714159e+00
116;1.160000;-8.181495e+00
117;1.170000;-7.840433e+00
118;1.180000;-7.629835e+00
119;1.190000;-7.517599e+00
120;1.200000;-7.614245e+00
121;1.210000;-7.816319e+00
122;1.220000;-8.055638e+00
123;1.230000;-8.351753e+00
124;1.240000;-8.607776e+00
125;1.250000;-8.836779e+00
126;1.260000;-8.934952e+00
127;1.270000;-9.188280e+00
128;1.280000;-9.213658e+00
129;1.290000;-9.360902e+00
130;1.300000;-9.461902e+00
131;1.310000;-9.276454e+00
132;1.320000;-8.815068e+00
133;1.330000;-8.404421e+00
134;1.340000;-8.042838e+00
135;1.350000;-7.777902e+00
136;1.360000;-7.660126e+00
137;1.370000;-7.596454e+00
138;1.380000;-7.569654e+00
139;1.390000;-7.538813e+00
140;1.400000;-7.489224e+00
141;1.410000;-7.455631e+00
142;1.420000;-7.482641e+00
143;1.430000;-7.537238e+00
144;1.440000;-7.593091e+00
145;1.450000;-7.653043e+00
146;1.460000;-7.674962e+00
147;1.470000;-7.613937e+00
148;1.480000;-7.515879e+00
149;1.490000;-7.358555e+00
150;1.500000;-7.147345e+00
151;1.510000;-6.848348e+00
152;1.520000;-6.648200e+00
153;1.530000;-6.427093e+00
154;1.540000;-6.289808e+00
155;1.550000;-6.244349e+00
156;1.560000;-6.279120e+00
157;1.570000;-6.350846e+00
158;1.580000;-6.451034e+00
159;1.590000;-6.479593e+00
160;1.600000;-6.521561e+00
161;1.610000;-6.580219e+00
162;1.620000;-6.602304e+00
163;1.630000;-6.684879e+00
164;1.640000;-6.849842e+00
165;1.650000;-6.940170e+00
166;1.660000;-6.981357e+00
167;1.670000;-6.895635e+00
168;1.680000;-6.838233e+00
169;1.690000;-6.790964e+00
170;1.700000;-6.750593e+00
171;1.710000;-6.730586e+00
172;1.720000;-6.771305e+00
173;1.730000;-6.816689e+00
174;1.740000;-6.901048e+00
175;1.750000;-7.018444e+00
176;1.760000;-7.175192e+00
177;1.770000;-7.376946e+00
178;1.780000;-7.638540e+00
179;1.790000;-8.005651e+00
180;1.800000;-8.463754e+00
181;1.810000;-8.946945e+00
182;1.820000;-9.927155e+00
183;1.830000;-1.241009e+01
184;1.840000;-1.387685e+01
185;1.850000;-1.431676e+01
186;1.860000;-1.414859e+01
187;1.870000;-1.302579e+01
188;1.880000;-1.266829e+01
189;1.890000;-1.230413e+01
190;1.900000;-1.186648e+01
191;1.910000;-1.158933e+01
192;1.920000;-1.143508e+01
193;1.930000;-1.108410e+01
194;1.940000;-1.095046e+01
195;1.950000;-1.076946e+01
196;1.960000;-1.057866e+01
197;1.970000;-1.049666e+01
198;1.980000;-1.052469e+01
199;1.990000;-1.031504e+01
200;2.000000;-1.033053e+01
201;2.010000;-1.042646e+01
202;2.020000;-1.022888e+01
203;2.030000;-1.022480e+01
204;2.040000;-1.021030e+01
205;2.050000;-1.019661e+01
206;2.060000;-1.010529e+01
207;2.070000;-1.020228e+01
208;2.080000;-1.021947e+01
209;2.090000;-1.032621e+01
210;2.100000;-1.031926e+01
211;2.110000;-1.039486e+01
212;2.120000;-1.051479e+01
213;2.130000;-1.054392e+01
214;2.140000;-1.080164e+01
215;2.150000;-1.115250e+01
216;2.160000;-1.158672e+01
217;2.170000;-1.222786e+01
218;2.180000;-1.335817e+01
219;2.190000;-1.371595e+01
220;2.200000;-1.290241e+01
221;2.210000;-9.501512e+00
222;2.220000;-8.162624e+00
223;2.230000;-7.170405e+00
224;2.240000;-6.372255e+00
225;2.250000;-5.933860e+00
226;2.260000;-5.733677e+00
227;2.270000;-5.510516e+00
228;2.280000;-5.356553e+00
229;2.290000;-5.288545e+00
230;2.300000;-5.236203e+00
231;2.310000;-5.128453e+00
232;2.320000;-5.091371e+00
233;2.330000;-5.093856e+00
234;2.340000;-5.192232e+00
235;2.350000;-5.265498e+00
236;2.360000;-5.354107e+00
237;2.370000;-5.411661e+00
238;2.380000;-5.645278e+00
239;2.390000;-5.804482e+00
240;2.400000;-6.116865e+00
241;2.410000;-6.549428e+00
242;2.420000;-7.623393e+00
243;2.430000;-7.434802e+00
244;2.440000;-7.200711e+00
245;2.450000;-6.965402e+00
246;2.460000;-6.417696e+00
247;2.470000;-5.957482e+00
248;2.480000;-5.709929e+00
249;2.490000;-5.512077e+00
250;2.500000;-5.296615e+00
251;2.510000;-5.289436e+00
252;2.520000;-5.344024e+00
253;2.530000;-5.440095e+00
254;2.540000;-5.619467e+00
255;2.550000;-5.989301e+00
256;2.560000;-6.354250e+00
257;2.570000;-6.865250e+00
258;2.580000;-7.640818e+00
259;2.590000;-8.680332e+00
260;2.600000;-8.878057e+00
261;2.610000;-8.678581e+00
262;2.620000;-8.644955e+00
263;2.630000;-8.648940e+00
264;2.640000;-8.589236e+00
265;2.650000;-8.497624e+00
266;2.660000;-8.406879e+00
267;2.670000;-8.235465e+00
268;2.680000;-8.074276e+00
269;2.690000;-7.949952e+00
270;2.700000;-7.842356e+00
271;2.710000;-6.909115e+00
272;2.720000;-6.146958e+00
273;2.730000;-5.598439e+00
274;2.740000;-5.166113e+00
275;2.750000;-4.715553e+00
276;2.760000;-4.530454e+00
277;2.770000;-4.443501e+00
278;2.780000;-4.479642e+00
279;2.790000;-4.629174e+00
280;2.800000;-5.043638e+00
281;2.810000;-5.529788e+00
282;2.820000;-6.333476e+00
283;2.830000;-7.511521e+00
284;2.840000;-1.029803e+01
285;2.850000;-1.122512e+01
286;2.860000;-1.135355e+01
287;2.870000;-1.164899e+01
288;2.880000;-1.089673e+01
289;2.890000;-1.013755e+01
290;2.900000;-9.113220e+00
291;2.910000;-7.341885e+00
292;2.920000;-6.497020e+00
293;2.930000;-6.055089e+00
294;2.940000;-5.696014e+00
295;2.950000;-5.413787e+00
296;2.960000;-5.345950e+00
297;2.970000;-5.408909e+00
298;2.980000;-5.550355e+00
299;2.990000;-5.843234e+00
300;3.000000;-6.335814e+00
301;3.010000;-6.916453e+00
302;3.020000;-7.611254e+00
303;3.030000;-8.093657e+00
304;3.040000;-7.999684e+00
305;3.050000;-7.846223e+00
306;3.060000;-7.574739e+00
307;3.070000;-6.879671e+00
308;3.080000;-6.486809e+00
309;3.090000;-6.150609e+00
310;3.100000;-5.929612e+00
311;3.110000;-5.760508e+00
312;3.120000;-5.731159e+00
313;3.130000;-5.711175e+00
314;3.140000;-5.698986e+00
315;3.150000;-5.557966e+00
316;3.160000;-5.480512e+00
317;3.170000;-5.274281e+00
318;3.180000;-5.120699e+00
319;3.190000;-5.191386e+00
320;3.200000;-5.414963e+00
321;3.210000;-5.664765e+00
322;3.220000;-6.301089e+00
323;3.230000;-7.918184e+00
324;3.240000;-9.937140e+00
325;3.250000;-1.017351e+01
326;3.260000;-1.038421e+01
327;3.270000;-1.035490e+01
328;3.280000;-1.052902e+01
329;3.290000;-1.032854e+01
330;3.300000;-1.015486e+01
331;3.310000;-9.795277e+00
332;3.320000;-9.646376e+00
333;3.330000;-9.292886e+00
334;3.340000;-8.802179e+00
335;3.350000;-8.037983e+00
336;3.360000;-7.539747e+00
337;3.370000;-7.169290e+00
338;3.380000;-7.010278e+00
339;3.390000;-7.055164e+00
340;3.400000;-7.281731e+00
341;3.410000;-7.659992e+00
342;3.420000;-8.401722e+00
343;3.430000;-9.605259e+00
344;3.440000;-9.877264e+00
345;3.450000;-9.789939e+00
346;3.460000;-9.453165e+00
347;3.470000;-8.900809e+00
348;3.480000;-8.623892e+00
349;3.490000;-8.528257e+00
350;3.500000;-8.547401e+00
351;3.510000;-8.647750e+00
352;3.520000;-8.780672e+00
353;3.530000;-8.854613e+00
354;3.540000;-8.780171e+00
355;3.550000;-8.671237e+00
356;3.560000;-8.605532e+00
357;3.570000;-8.768465e+00
358;3.580000;-9.023275e+00
359;3.590000;-9.383021e+00
360;3.600000;-9.686643e+00
361;3.610000;-1.027235e+01
362;3.620000;-1.083876e+01
363;3.630000;-1.119929e+01
364;3.640000;-1.187150e+01
365;3.650000;-1.356282e+01
366;3.660000;-1.446657e+01
367;3.670000;-1.364245e+01
368;3.680000;-1.311637e+01
369;3.690000;-1.206795e+01
370;3.700000;-1.120326e+01
371;3.710000;-1.009895e+01
372;3.720000;-7.372624e+00
373;3.730000;-5.946305e+00
374;3.740000;-5.209407e+00
375;3.750000;-4.824161e+00
376;3.760000;-4.577124e+00
377;3.770000;-4.415190e+00
378;3.780000;-4.269595e+00
379;3.790000;-4.299987e+00
380;3.800000;-4.308779e+00
381;3.810000;-4.357141e+00
382;3.820000;-4.544181e+00
383;3.830000;-4.980033e+00
384;3.840000;-5.395019e+00
385;3.850000;-6.124545e+00
386;3.860000;-7.297162e+00
387;3.870000;-7.469522e+00
388;3.880000;-7.532240e+00
389;3.890000;-7.619122e+00
390;3.900000;-7.823557e+00
391;3.910000;-8.199084e+00
392;3.920000;-8.591752e+00
393;3.930000;-9.172156e+00
394;3.940000;-9.628508e+00
395;3.950000;-9.727574e+00
396;3.960000;-9.633828e+00
397;3.970000;-9.715750e+00
398;3.980000;-9.840175e+00
399;3.990000;-1.007755e+01
400;4.000000;-9.990911e+00
401;4.010000;-9.917084e+00
402;4.020000;-9.728476e+00
403;4.030000;-9.507592e+00
404;4.040000;-8.077820e+00
405;4.050000;-6.580426e+00
406;4.060000;-6.044447e+00
407;4.070000;-5.652989e+00
408;4.080000;-5.376809e+00
409;4.090000;-5.119761e+00
410;4.100000;-5.121106e+00
411;4.110000;-5.143714e+00
412;4.120000;-5.221287e+00
413;4.130000;-5.393151e+00
414;4.140000;-5.821633e+00
415;4.150000;-6.269333e+00
416;4.160000;-6.870796e+00
417;4.170000;-8.029316e+00
418;4.180000;-9.955827e+00
419;4.190000;-1.014672e+01
420;4.200000;-1.049268e+01
421;4.210000;-1.094507e+01
422;4.220000;-1.038598e+01
423;4.230000;-9.138799e+00
424;4.240000;-7.606644e+00
425;4.250000;-6.816814e+00
426;4.260000;-6.426495e+00
427;4.270000;-6.244355e+00
428;4.280000;-6.206035e+00
429;4.290000;-6.345333e+00
430;4.300000;-6.695560e+00
431;4.310000;-7.238033e+00
432;4.320000;-7.883368e+00
433;4.330000;-8.416033e+00
434;4.340000;-9.313828e+00
435;4.350000;-1.159560e+01
436;4.360000;-1.268040e+01
437;4.370000;-1.319042e+01
438;4.380000;-1.368655e+01
439;4.390000;-1.378987e+01
440;4.400000;-1.434874e+01
441;4.410000;-1.465616e+01
442;4.420000;-1.504457e+01
443;4.430000;-1.284949e+01
444;4.440000;-9.453449e+00
445;4.450000;-8.404494e+00
446;4.460000;-6.828433e+00
447;4.470000;-5.768891e+00
448;4.480000;-5.174415e+00
449;4.490000;-4.659373e+00
450;4.500000;-4.357410e+00
451;4.510000;-4.288708e+00
452;4.520000;-4.316468e+00
453;4.530000;-4.383572e+00
454;4.540000;-4.616572e+00
455;4.550000;-4.936999e+00
456;4.560000;-5.187685e+00
457;4.570000;-5.534570e+00
458;4.580000;-6.078481e+00
459;4.590000;-6.875489e+00
460;4.600000;-8.149377e+00
461;4.610000;-8.476508e+00
462;4.620000;-7.820052e+00
463;4.630000;-7.289726e+00
464;4.640000;-6.642611e+00
465;4.650000;-5.927560e+00
466;4.660000;-5.439092e+00
467;4.670000;-5.051865e+00
468;4.680000;-4.724871e+00
469;4.690000;-4.456051e+00
470;4.700000;-4.309806e+00
471;4.710000;-4.251406e+00
472;4.720000;-4.192998e+00
473;4.730000;-4.110021e+00
474;4.740000;-4.117399e+00
475;4.750000;-4.127345e+00
476;4.760000;-4.105802e+00
477;4.770000;-4.014070e+00
478;4.780000;-3.954883e+00
479;4.790000;-3.854061e+00
480;4.800000;-3.781190e+00
481;4.810000;-3.678360e+00
482;4.820000;-3.688921e+00
483;4.830000;-3.761356e+00
484;4.840000;-3.880833e+00
485;4.850000;-3.976182e+00
486;4.860000;-4.130527e+00
487;4.870000;-4.238789e+00
488;4.880000;-4.364654e+00
489;4.890000;-4.387884e+00
490;4.900000;-4.487081e+00
491;4.910000;-4.652541e+00
492;4.920000;-4.986313e+00
493;4.930000;-5.267827e+00
494;4.940000;-5.881031e+00
495;4.950000;-6.664067e+00
496;4.960000;-8.010442e+00
497;4.970000;-8.206343e+00
498;4.980000;-8.030491e+00
499;4.990000;-7.509625e+00
500;5.000000;-6.770304e+00
501;5.010000;-5.984964e+00
502;5.020000;-5.597354e+00
503;5.030000;-5.394672e+00
504;5.040000;-5.283655e+00
505;5.050000;-5.267863e+00
506;5.060000;-5.491151e+00
507;5.070000;-5.738437e+00
508;5.080000;-6.003096e+00
509;5.090000;-6.369273e+00
510;5.100000;-6.968953e+00
511;5.110000;-7.517151e+00
512;5.120000;-8.415059e+00
513;5.130000;-1.027829e+01
514;5.140000;-1.209460e+01
515;5.150000;-1.247551e+01
516;5.160000;-1.307986e+01
517;5.170000;-1.307591e+01
518;5.180000;-1.284066e+01
519;5.190000;-1.253329e+01
520;5.200000;-1.194309e+01
521;5.210000;-1.164853e+01
522;5.220000;-1.142670e+01
523;5.230000;-1.072995e+01
524;5.240000;-9.962729e+00
525;5.250000;-9.813474e+00
526;5.260000;-9.646029e+00
527;5.270000;-9.515789e+00
528;5.280000;-9.538070e+00
529;5.290000;-9.708385e+00
530;5.300000;-9.734423e+00
531;5.310000;-9.627394e+00
532;5.320000;-9.325591e+00
533;5.330000;-9.302158e+00
534;5.340000;-9.304356e+00
535;5.350000;-9.264965e+00
536;5.360000;-9.346688e+00
537;5.370000;-9.647872e+00
538;5.380000;-9.622081e+00
539;5.390000;-9.602485e+00
540;5.400000;-9.637588e+00
541;5.410000;-9.643655e+00
542;5.420000;-9.645127e+00
543;5.430000;-9.786045e+00
544;5.440000;-1.007546e+01
545;5.450000;-1.033838e+01
546;5.460000;-1.077742e+01
547;5.470000;-1.163339e+01
548;5.480000;-1.253884e+01
549;5.490000;-1.373473e+01
550;5.500000;-1.431080e+01
551;5.510000;-1.257843e+01
552;5.520000;-1.153058e+01
553;5.530000;-1.092977e+01
554;5.540000;-1.059250e+01
555;5.550000;-1.025097e+01
556;5.560000;-9.045831e+00
557;5.570000;-7.282515e+00
558;5.580000;-6.397012e+00
559;5.590000;-5.885552e+00
560;5.600000;-5.607668e+00
561;5.610000;-5.440626e+00
562;5.620000;-5.488570e+00
563;5.630000;-5.726779e+00
564;5.640000;-6.143474e+00
565;5.650000;-6.684607e+00
566;5.660000;-7.603494e+00
567;5.670000;-8.969758e+00
568;5.680000;-1.097878e+01
569;5.690000;-1.181208e+01
570;5.700000;-1.237417e+01
571;5.710000;-1.265953e+01
572;5.720000;-1.104734e+01
573;5.730000;-1.000482e+01
574;5.740000;-9.637884e+00
575;5.750000;-8.588205e+00
576;5.760000;-8.208001e+00
577;5.770000;-7.585636e+00
