frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;2.456466e-02;-7.412893e+00
1;0.010000;3.429098e-02;-6.745746e+00
2;0.020000;4.725527e-02;-6.104382e+00
3;0.030000;6.195009e-02;-5.562852e+00
4;0.040000;7.699984e-02;-5.127904e+00
5;0.050000;8.880007e-02;-4.842736e+00
6;0.060000;9.589581e-02;-4.688986e+00
7;0.070000;9.591238e-02;-4.688641e+00
8;0.080000;8.866739e-02;-4.845726e+00
9;0.090000;7.548179e-02;-5.167727e+00
10;0.100000;5.899079e-02;-5.660748e+00
11;0.110000;3.888164e-02;-6.494466e+00
12;0.120000;1.934673e-02;-7.890464e+00
13;0.130000;6.137846e-03;-1.018656e+01
14;0.140000;2.612737e-03;-1.189471e+01
15;0.150000;1.724016e-03;-1.272620e+01
16;0.160000;2.537347e-03;-1.195327e+01
17;0.170000;3.305314e-03;-1.142445e+01
18;0.180000;7.232894e-03;-9.858232e+00
19;0.190000;1.010038e-02;-9.190365e+00
20;0.200000;1.475745e-02;-8.432014e+00
21;0.210000;1.906000e-02;-7.920327e+00
22;0.220000;2.203166e-02;-7.630549e+00
23;0.230000;2.243074e-02;-7.594646e+00
24;0.240000;2.510878e-02;-7.369076e+00
25;0.250000;3.124159e-02;-6.932010e+00
26;0.260000;4.368389e-02;-6.261551e+00
27;0.270000;6.475611e-02;-5.474255e+00
28;0.280000;9.512128e-02;-4.705205e+00
29;0.290000;1.271870e-01;-4.124194e+00
30;0.300000;1.521219e-01;-3.766146e+00
31;0.310000;1.717134e-01;-3.523857e+00
32;0.320000;1.834603e-01;-3.391514e+00
33;0.330000;1.852310e-01;-3.372303e+00
34;0.340000;1.748417e-01;-3.487748e+00
35;0.350000;1.589221e-01;-3.678682e+00
36;0.360000;1.367172e-01;-3.979682e+00
37;0.370000;1.112070e-01;-4.392723e+00
38;0.380000;8.306056e-02;-4.976370e+00
39;0.390000;5.825198e-02;-5.685954e+00
40;0.400000;3.612384e-02;-6.641604e+00
41;0.410000;2.137686e-02;-7.690893e+00
42;0.420000;1.481916e-02;-8.423669e+00
43;0.430000;1.237107e-02;-8.784789e+00
44;0.440000;1.235893e-02;-8.786754e+00
45;0.450000;1.876819e-02;-7.951184e+00
46;0.460000;4.773479e-02;-6.084190e+00
47;0.470000;7.489908e-02;-5.183228e+00
48;0.480000;1.034893e-01;-4.536574e+00
49;0.490000;1.294063e-01;-4.089597e+00
50;0.500000;1.519395e-01;-3.768546e+00
51;0.510000;1.652317e-01;-3.600813e+00
52;0.520000;1.759710e-01;-3.474872e+00
53;0.530000;1.799551e-01;-3.430095e+00
54;0.540000;1.748692e-01;-3.487434e+00
55;0.550000;1.631460e-01;-3.626220e+00
56;0.560000;1.476131e-01;-3.826321e+00
57;0.570000;1.247336e-01;-4.163150e+00
58;0.580000;9.874013e-02;-4.630527e+00
59;0.590000;7.709587e-02;-5.125411e+00
60;0.600000;5.993097e-02;-5.629124e+00
61;0.610000;4.845066e-02;-6.054419e+00
62;0.620000;4.103720e-02;-6.386552e+00
63;0.630000;3.411994e-02;-6.755747e+00
64;0.640000;3.304025e-02;-6.820057e+00
65;0.650000;4.012217e-02;-6.431653e+00
66;0.660000;5.276437e-02;-5.883838e+00
67;0.670000;6.894784e-02;-5.348810e+00
68;0.680000;8.269898e-02;-4.985096e+00
69;0.690000;9.402287e-02;-4.728435e+00
70;0.700000;1.020777e-01;-4.564042e+00
71;0.710000;1.066880e-01;-4.475692e+00
72;0.720000;1.044944e-01;-4.517244e+00
73;0.730000;9.856278e-02;-4.634123e+00
74;0.740000;8.934793e-02;-4.830434e+00
75;0.750000;7.759421e-02;-5.112525e+00
76;0.760000;6.450126e-02;-5.482141e+00
77;0.770000;5.535249e-02;-5.788067e+00
78;0.780000;5.202165e-02;-5.912191e+00
79;0.790000;5.765051e-02;-5.706712e+00
80;0.800000;7.738835e-02;-5.117838e+00
81;0.810000;1.071599e-01;-4.466866e+00
82;0.820000;1.354439e-01;-3.998395e+00
83;0.830000;1.558557e-01;-3.717650e+00
84;0.840000;1.694162e-01;-3.550793e+00
85;0.850000;1.753291e-01;-3.482181e+00
86;0.860000;1.699843e-01;-3.544099e+00
87;0.870000;1.582566e-01;-3.687074e+00
88;0.880000;1.413527e-01;-3.912994e+00
89;0.890000;1.214227e-01;-4.216955e+00
90;0.900000;1.008039e-01;-4.589157e+00
91;0.910000;8.126959e-02;-5.019967e+00
92;0.920000;5.990009e-02;-5.630155e+00
93;0.930000;4.992467e-02;-5.994480e+00
94;0.940000;5.087669e-02;-5.956701e+00
95;0.950000;5.087039e-02;-5.956949e+00
96;0.960000;5.210781e-02;-5.908881e+00
97;0.970000;5.259983e-02;-5.890085e+00
98;0.980000;5.753471e-02;-5.710734e+00
99;0.990000;6.665380e-02;-5.416486e+00
100;1.000000;8.057725e-02;-5.037078e+00
101;1.010000;9.668639e-02;-4.672565e+00
102;1.020000;1.070757e-01;-4.468439e+00
103;1.030000;1.128843e-01;-4.362784e+00
104;1.040000;1.111170e-01;-4.394344e+00
105;1.050000;1.026852e-01;-4.552174e+00
106;1.060000;8.575237e-02;-4.912583e+00
107;1.070000;6.863619e-02;-5.357871e+00
108;1.080000;4.886735e-02;-6.037292e+00
109;1.090000;3.317793e-02;-6.811740e+00
110;1.100000;1.883455e-02;-7.944125e+00
111;1.110000;1.059822e-02;-9.094139e+00
112;1.120000;7.685564e-03;-9.736823e+00
113;1.130000;5.637967e-03;-1.035646e+01
114;1.140000;4.977285e-03;-1.060574e+01
115;1.150000;7.165473e-03;-9.876963e+00
116;1.160000;1.726817e-02;-8.117781e+00
117;1.170000;2.926177e-02;-7.062946e+00
118;1.180000;4.718183e-02;-6.107493e+00
119;1.190000;6.923279e-02;-5.340561e+00
120;1.200000;7.949923e-02;-5.064016e+00
121;1.210000;8.307630e-02;-4.975992e+00
122;1.220000;8.224808e-02;-4.996030e+00
123;1.230000;7.418367e-02;-5.202423e+00
124;1.240000;5.544412e-02;-5.784759e+00
125;1.250000;4.165650e-02;-6.356596e+00
126;1.260000;3.544703e-02;-6.679431e+00
127;1.270000;3.826604e-02;-6.526385e+00
128;1.280000;4.413005e-02;-6.241229e+00
129;1.290000;4.986553e-02;-5.996850e+00
130;1.300000;5.385000e-02;-5.843106e+00
131;1.310000;5.490942e-02;-5.804141e+00
132;1.320000;5.135595e-02;-5.937949e+00
133;1.330000;4.603669e-02;-6.156633e+00
134;1.340000;3.816342e-02;-6.531755e+00
135;1.350000;2.877356e-02;-7.096597e+00
136;1.360000;1.903460e-02;-7.922993e+00
137;1.370000;1.050002e-02;-9.112757e+00
138;1.380000;6.074517e-03;-1.020731e+01
139;1.390000;4.036982e-03;-1.102452e+01
140;1.400000;4.681457e-03;-1.072829e+01
141;1.410000;6.006286e-03;-1.022990e+01
142;1.420000;9.034367e-03;-9.413439e+00
143;1.430000;1.489407e-02;-8.413584e+00
144;1.440000;2.196853e-02;-7.636289e+00
145;1.450000;3.002399e-02;-7.011517e+00
146;1.460000;4.087001e-02;-6.394718e+00
147;1.470000;5.242223e-02;-5.896849e+00
148;1.480000;6.010163e-02;-5.623436e+00
149;1.490000;6.417055e-02;-5.492422e+00
150;1.500000;6.270858e-02;-5.538514e+00
151;1.510000;5.649025e-02;-5.747375e+00
152;1.520000;4.559432e-02;-6.175944e+00
153;1.530000;3.278283e-02;-6.835701e+00
154;1.540000;1.746135e-02;-8.095531e+00
155;1.550000;7.760205e-03;-9.717493e+00
156;1.560000;5.532497e-03;-1.039423e+01
157;1.570000;7.986717e-03;-9.659951e+00
158;1.580000;1.071541e-02;-9.072145e+00
159;1.590000;1.910799e-02;-7.915298e+00
160;1.600000;4.058924e-02;-6.408504e+00
161;1.610000;6.855916e-02;-5.360116e+00
162;1.620000;9.828433e-02;-4.639781e+00
163;1.630000;1.220931e-01;-4.205943e+00
164;1.640000;1.350862e-01;-4.003685e+00
165;1.650000;1.356481e-01;-3.995383e+00
166;1.660000;1.261263e-01;-4.140943e+00
167;1.670000;1.048044e-01;-4.511319e+00
168;1.680000;7.577580e-02;-5.159953e+00
169;1.690000;4.707109e-02;-6.112193e+00
170;1.700000;2.910671e-02;-7.073573e+00
171;1.710000;1.835342e-02;-7.995878e+00
172;1.720000;1.739600e-02;-8.103030e+00
173;1.730000;1.658573e-02;-8.198425e+00
174;1.740000;3.273722e-02;-6.838485e+00
175;1.750000;5.685227e-02;-5.734598e+00
176;1.760000;8.412999e-02;-4.950784e+00
177;1.770000;1.089418e-01;-4.433883e+00
