frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;1.040194e-03;-1.373670e+01
1;0.010000;9.755319e-04;-1.386506e+01
2;0.020000;8.892218e-04;-1.405033e+01
3;0.030000;6.988289e-04;-1.453221e+01
4;0.040000;4.542032e-04;-1.539393e+01
5;0.050000;4.117200e-04;-1.559033e+01
6;0.060000;4.454553e-04;-1.543283e+01
7;0.070000;4.518956e-04;-1.540412e+01
8;0.080000;4.702599e-04;-1.532445e+01
9;0.090000;4.780995e-04;-1.529138e+01
10;0.100000;4.895011e-04;-1.524425e+01
11;0.110000;5.490258e-04;-1.501473e+01
12;0.120000;6.159600e-04;-1.478466e+01
13;0.130000;6.562580e-04;-1.465791e+01
14;0.140000;6.913318e-04;-1.455378e+01
15;0.150000;7.100491e-04;-1.450035e+01
16;0.160000;1.177960e-02;-8.882771e+00
17;0.170000;1.691005e-02;-8.159694e+00
18;0.180000;8.883587e-02;-4.841930e+00
19;0.190000;1.161206e-01;-4.306252e+00
20;0.200000;1.361423e-01;-3.988110e+00
21;0.210000;1.515660e-01;-3.773469e+00
22;0.220000;1.650423e-01;-3.603107e+00
23;0.230000;1.529465e-01;-3.755334e+00
24;0.240000;1.479479e-01;-3.821790e+00
25;0.250000;1.484994e-01;-3.814349e+00
26;0.260000;1.380914e-01;-3.959679e+00
27;0.270000;1.220791e-01;-4.206172e+00
28;0.280000;1.064757e-01;-4.479677e+00
29;0.290000;8.625895e-02;-4.900803e+00
30;0.300000;4.908376e-02;-6.028454e+00
31;0.310000;3.157876e-02;-6.910541e+00
32;0.320000;3.198836e-02;-6.884766e+00
33;0.330000;3.605087e-02;-6.645648e+00
34;0.340000;4.101173e-02;-6.387794e+00
35;0.350000;4.636360e-02;-6.142481e+00
36;0.360000;5.102821e-02;-5.950753e+00
37;0.370000;5.284850e-02;-5.880652e+00
38;0.380000;4.969914e-02;-6.003535e+00
39;0.390000;4.376335e-02;-6.257917e+00
40;0.400000;3.557479e-02;-6.672236e+00
41;0.410000;2.511123e-02;-7.368880e+00
42;0.420000;1.296701e-02;-8.690694e+00
43;0.430000;4.765497e-03;-1.069271e+01
44;0.440000;2.503396e-03;-1.198021e+01
45;0.450000;3.082706e-03;-1.156390e+01
46;0.460000;3.396237e-03;-1.137017e+01
47;0.470000;1.300213e-02;-8.685285e+00
48;0.480000;1.611485e-02;-8.256028e+00
49;0.490000;2.028998e-02;-7.795256e+00
50;0.500000;2.352576e-02;-7.499318e+00
51;0.510000;2.518140e-02;-7.363299e+00
52;0.520000;2.255942e-02;-7.583205e+00
53;0.530000;2.137078e-02;-7.691462e+00
54;0.540000;2.918890e-02;-7.067934e+00
55;0.550000;6.214466e-02;-5.556581e+00
56;0.560000;8.477088e-02;-4.935606e+00
57;0.570000;1.036801e-01;-4.532889e+00
58;0.580000;1.245121e-01;-4.166706e+00
59;0.590000;1.473559e-01;-3.829808e+00
60;0.600000;1.606927e-01;-3.656523e+00
61;0.610000;1.743578e-01;-3.493291e+00
62;0.620000;1.900031e-01;-3.321430e+00
63;0.630000;2.020437e-01;-3.198543e+00
64;0.640000;2.087725e-01;-3.133020e+00
65;0.650000;2.148805e-01;-3.075347e+00
66;0.660000;2.076924e-01;-3.143395e+00
67;0.670000;2.014727e-01;-3.204203e+00
68;0.680000;1.941076e-01;-3.278685e+00
69;0.690000;1.853090e-01;-3.371461e+00
70;0.700000;1.754448e-01;-3.480861e+00
71;0.710000;1.828245e-01;-3.398457e+00
72;0.720000;1.927987e-01;-3.292217e+00
73;0.730000;1.924051e-01;-3.296304e+00
74;0.740000;1.885876e-01;-3.336385e+00
75;0.750000;1.807152e-01;-3.421666e+00
76;0.760000;1.696516e-01;-3.548017e+00
77;0.770000;1.467588e-01;-3.837930e+00
78;0.780000;1.330011e-01;-4.034796e+00
79;0.790000;1.241370e-01;-4.172739e+00
80;0.800000;1.182674e-01;-4.269613e+00
81;0.810000;1.113557e-01;-4.390051e+00
82;0.820000;1.085367e-01;-4.441334e+00
83;0.830000;1.067500e-01;-4.474531e+00
84;0.840000;1.059535e-01;-4.489510e+00
85;0.850000;1.087332e-01;-4.437716e+00
86;0.860000;1.110143e-01;-4.396192e+00
87;0.870000;1.167334e-01;-4.295726e+00
88;0.880000;1.200394e-01;-4.239870e+00
89;0.890000;1.238060e-01;-4.178079e+00
90;0.900000;1.304218e-01;-4.073963e+00
91;0.910000;1.343480e-01;-4.014644e+00
92;0.920000;1.343795e-01;-4.014175e+00
93;0.930000;1.411364e-01;-3.916057e+00
94;0.940000;1.442386e-01;-3.872572e+00
95;0.950000;1.481464e-01;-3.819108e+00
96;0.960000;1.517847e-01;-3.770584e+00
97;0.970000;1.531193e-01;-3.753076e+00
98;0.980000;1.535923e-01;-3.746908e+00
99;0.990000;1.551994e-01;-3.726089e+00
100;1.000000;1.450195e-01;-3.861775e+00
101;1.010000;1.327873e-01;-4.038013e+00
102;1.020000;1.223540e-01;-4.201673e+00
103;1.030000;1.080213e-01;-4.450853e+00
104;1.040000;9.451911e-02;-4.717906e+00
105;1.050000;9.634824e-02;-4.679572e+00
106;1.060000;1.026938e-01;-4.552008e+00
107;1.070000;1.183400e-01;-4.268386e+00
108;1.080000;1.258948e-01;-4.144617e+00
109;1.090000;1.360707e-01;-3.989161e+00
110;1.100000;1.394949e-01;-3.939455e+00
111;1.110000;1.415514e-01;-3.910185e+00
112;1.120000;1.333855e-01;-4.029024e+00
113;1.130000;1.311128e-01;-4.063394e+00
114;1.140000;1.244671e-01;-4.167428e+00
115;1.150000;1.215090e-01;-4.215534e+00
116;1.160000;1.200180e-01;-4.240227e+00
117;1.170000;1.209131e-01;-4.225366e+00
118;1.180000;1.238245e-01;-4.177780e+00
119;1.190000;1.262005e-01;-4.139767e+00
120;1.200000;1.297774e-01;-4.083869e+00
121;1.210000;1.328602e-01;-4.036916e+00
122;1.220000;1.334977e-01;-4.027342e+00
123;1.230000;1.307337e-01;-4.069186e+00
124;1.240000;1.285146e-01;-4.103426e+00
125;1.250000;1.228041e-01;-4.194330e+00
126;1.260000;1.187226e-01;-4.261932e+00
127;1.270000;1.172566e-01;-4.286782e+00
128;1.280000;1.146991e-01;-4.330887e+00
129;1.290000;1.138310e-01;-4.346080e+00
130;1.300000;1.139533e-01;-4.343934e+00
131;1.310000;1.138060e-01;-4.346520e+00
132;1.320000;1.130936e-01;-4.359079e+00
133;1.330000;1.137290e-01;-4.347874e+00
134;1.340000;1.146181e-01;-4.332299e+00
135;1.350000;1.161620e-01;-4.305539e+00
