frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;1.303308e-01;-4.075360e+00
1;0.010000;1.327692e-01;-4.038286e+00
2;0.020000;1.375763e-01;-3.967153e+00
3;0.030000;1.451436e-01;-3.860063e+00
4;0.040000;1.520608e-01;-3.766949e+00
5;0.050000;1.610013e-01;-3.652686e+00
6;0.060000;1.695589e-01;-3.549110e+00
7;0.070000;1.693032e-01;-3.552128e+00
8;0.080000;1.528940e-01;-3.756021e+00
9;0.090000;1.335499e-01;-4.026559e+00
10;0.100000;1.081566e-01;-4.448350e+00
11;0.110000;7.479779e-02;-5.185934e+00
12;0.120000;3.825671e-02;-6.526873e+00
13;0.130000;3.692008e-02;-6.597999e+00
14;0.140000;4.579204e-02;-6.167290e+00
15;0.150000;6.663730e-02;-5.416982e+00
16;0.160000;8.914232e-02;-4.835042e+00
17;0.170000;1.139738e-01;-4.343573e+00
18;0.180000;1.243796e-01;-4.168834e+00
19;0.190000;1.271592e-01;-4.124630e+00
20;0.200000;1.194027e-01;-4.250507e+00
21;0.210000;1.028727e-01;-4.548525e+00
22;0.220000;7.221287e-02;-5.256274e+00
23;0.230000;5.287765e-02;-5.879549e+00
24;0.240000;4.170359e-02;-6.354336e+00
25;0.250000;4.124179e-02;-6.376606e+00
26;0.260000;4.351666e-02;-6.269223e+00
27;0.270000;4.609875e-02;-6.153939e+00
28;0.280000;4.685472e-02;-6.121407e+00
29;0.290000;4.391489e-02;-6.251004e+00
30;0.300000;4.003081e-02;-6.436212e+00
31;0.310000;3.573652e-02;-6.663164e+00
32;0.320000;3.290477e-02;-6.828275e+00
33;0.330000;3.830732e-02;-6.524229e+00
34;0.340000;3.942285e-02;-6.466819e+00
35;0.350000;3.691255e-02;-6.598407e+00
36;0.360000;3.635162e-02;-6.629033e+00
37;0.370000;3.440372e-02;-6.739181e+00
38;0.380000;2.006819e-02;-7.817239e+00
39;0.390000;7.670648e-03;-9.740708e+00
40;0.400000;1.182916e-02;-8.874375e+00
41;0.410000;1.814691e-02;-8.018510e+00
42;0.420000;2.519729e-02;-7.362038e+00
43;0.430000;2.838269e-02;-7.123952e+00
44;0.440000;2.963906e-02;-7.037325e+00
45;0.450000;5.111084e-02;-5.947517e+00
46;0.460000;8.769150e-02;-4.867861e+00
47;0.470000;1.183271e-01;-4.268604e+00
48;0.480000;1.361024e-01;-3.988696e+00
49;0.490000;1.553819e-01;-3.723738e+00
50;0.500000;1.632781e-01;-3.624601e+00
51;0.510000;1.563152e-01;-3.711762e+00
52;0.520000;1.412700e-01;-3.914165e+00
53;0.530000;1.288396e-01;-4.098374e+00
54;0.540000;1.068661e-01;-4.472358e+00
55;0.550000;8.474967e-02;-4.936107e+00
56;0.560000;6.530427e-02;-5.457396e+00
57;0.570000;4.836741e-02;-6.057858e+00
58;0.580000;3.627154e-02;-6.633444e+00
59;0.590000;3.498884e-02;-6.705452e+00
60;0.600000;4.350685e-02;-6.269674e+00
61;0.610000;4.982027e-02;-5.998667e+00
62;0.620000;5.299539e-02;-5.875101e+00
63;0.630000;5.401864e-02;-5.836852e+00
64;0.640000;5.391403e-02;-5.840729e+00
65;0.650000;4.960470e-02;-6.007339e+00
66;0.660000;4.602852e-02;-6.156988e+00
67;0.670000;4.394111e-02;-6.249810e+00
68;0.680000;4.065137e-02;-6.405446e+00
69;0.690000;3.550065e-02;-6.676409e+00
70;0.700000;3.661402e-02;-6.614648e+00
71;0.710000;5.480162e-02;-5.808071e+00
72;0.720000;6.671167e-02;-5.414751e+00
73;0.730000;8.435940e-02;-4.945338e+00
74;0.740000;9.727966e-02;-4.660331e+00
75;0.750000;1.035366e-01;-4.535661e+00
76;0.760000;1.044570e-01;-4.517960e+00
77;0.770000;1.054885e-01;-4.498307e+00
78;0.780000;1.006817e-01;-4.591582e+00
79;0.790000;9.715470e-02;-4.662901e+00
80;0.800000;9.711330e-02;-4.663754e+00
81;0.810000;9.507360e-02;-4.706208e+00
82;0.820000;9.397852e-02;-4.729378e+00
83;0.830000;9.250464e-02;-4.760993e+00
84;0.840000;8.874326e-02;-4.844016e+00
85;0.850000;8.010343e-02;-5.048873e+00
86;0.860000;6.757917e-02;-5.388911e+00
87;0.870000;5.258620e-02;-5.890603e+00
88;0.880000;3.500471e-02;-6.704545e+00
89;0.890000;1.556735e-02;-8.325160e+00
90;0.900000;5.557160e-03;-1.038534e+01
91;0.910000;4.614094e-03;-1.075728e+01
92;0.920000;3.515486e-03;-1.130116e+01
93;0.930000;3.032560e-03;-1.159670e+01
94;0.940000;2.572651e-03;-1.192564e+01
95;0.950000;2.006078e-03;-1.242315e+01
96;0.960000;1.665054e-03;-1.279580e+01
97;0.970000;1.478972e-03;-1.303282e+01
98;0.980000;2.019913e-03;-1.240940e+01
99;0.990000;3.548396e-03;-1.128252e+01
100;1.000000;4.093819e-03;-1.099655e+01
101;1.010000;6.759814e-03;-9.993520e+00
102;1.020000;7.906696e-03;-9.680091e+00
103;1.030000;8.080606e-03;-9.636577e+00
104;1.040000;9.880593e-03;-9.234365e+00
105;1.050000;1.164125e-02;-8.906401e+00
106;1.060000;1.111253e-02;-8.999364e+00
107;1.070000;2.072672e-02;-7.752663e+00
108;1.080000;2.561112e-02;-7.329457e+00
109;1.090000;4.989754e-02;-5.995567e+00
110;1.100000;6.973594e-02;-5.326079e+00
111;1.110000;8.361091e-02;-4.963162e+00
112;1.120000;8.832863e-02;-4.853382e+00
113;1.130000;9.127232e-02;-4.787816e+00
114;1.140000;8.474034e-02;-4.936327e+00
115;1.150000;7.399951e-02;-5.207394e+00
116;1.160000;6.262977e-02;-5.541029e+00
117;1.170000;6.252383e-02;-5.544415e+00
118;1.180000;6.820173e-02;-5.370571e+00
119;1.190000;7.806864e-02;-5.100334e+00
120;1.200000;8.404759e-02;-4.952744e+00
121;1.210000;9.122180e-02;-4.788923e+00
122;1.220000;9.358572e-02;-4.737755e+00
123;1.230000;9.231575e-02;-4.765081e+00
124;1.240000;8.236190e-02;-4.993265e+00
125;1.250000;8.002423e-02;-5.050851e+00
126;1.260000;7.217623e-02;-5.257289e+00
127;1.270000;6.228098e-02;-5.552198e+00
128;1.280000;5.147430e-02;-5.933345e+00
129;1.290000;4.800575e-02;-6.072869e+00
130;1.300000;3.328922e-02;-6.805043e+00
131;1.310000;2.707934e-02;-7.217968e+00
132;1.320000;3.736346e-02;-6.574124e+00
133;1.330000;5.243057e-02;-5.896531e+00
134;1.340000;6.334215e-02;-5.518408e+00
135;1.350000;8.245769e-02;-4.990940e+00
136;1.360000;9.366981e-02;-4.735959e+00
137;1.370000;9.967954e-02;-4.611589e+00
138;1.380000;1.029586e-01;-4.546856e+00
139;1.390000;1.046137e-01;-4.514962e+00
140;1.400000;9.431139e-02;-4.722307e+00
141;1.410000;9.313880e-02;-4.747329e+00
142;1.420000;8.663701e-02;-4.892056e+00
143;1.430000;7.512598e-02;-5.177177e+00
144;1.440000;6.305096e-02;-5.527624e+00
145;1.450000;5.609945e-02;-5.761259e+00
146;1.460000;3.341766e-02;-6.797341e+00
147;1.470000;1.533473e-02;-8.355270e+00
148;1.480000;6.602173e-03;-1.004071e+01
149;1.490000;4.693251e-03;-1.072326e+01
150;1.500000;3.190102e-03;-1.149541e+01
151;1.510000;2.757068e-03;-1.178718e+01
152;1.520000;2.782223e-03;-1.176901e+01
