frameIndex;frameTime;pcm_LOGenergy
0;0.000000;-7.032579e+00
1;0.010000;-8.279491e+00
2;0.020000;-9.733288e+00
3;0.030000;-1.203544e+01
4;0.040000;-1.208399e+01
5;0.050000;-1.185014e+01
6;0.060000;-1.180406e+01
7;0.070000;-1.158476e+01
8;0.080000;-1.158783e+01
9;0.090000;-1.161286e+01
10;0.100000;-1.167901e+01
11;0.110000;-1.163630e+01
12;0.120000;-1.177001e+01
13;0.130000;-1.174618e+01
14;0.140000;-1.189902e+01
15;0.150000;-1.195106e+01
16;0.160000;-1.208126e+01
17;0.170000;-1.227837e+01
18;0.180000;-1.250885e+01
19;0.190000;-1.262809e+01
20;0.200000;-1.292798e+01
21;0.210000;-1.311626e+01
22;0.220000;-1.332697e+01
23;0.230000;-1.356927e+01
24;0.240000;-1.413557e+01
25;0.250000;-1.457469e+01
26;0.260000;-1.385676e+01
27;0.270000;-1.206280e+01
28;0.280000;-1.061959e+01
29;0.290000;-1.016323e+01
30;0.300000;-9.668172e+00
31;0.310000;-9.074030e+00
32;0.320000;-8.642933e+00
33;0.330000;-8.194288e+00
34;0.340000;-8.041515e+00
35;0.350000;-7.517966e+00
36;0.360000;-5.541415e+00
37;0.370000;-4.682540e+00
38;0.380000;-4.236021e+00
39;0.390000;-3.870013e+00
40;0.400000;-3.793780e+00
41;0.410000;-3.950388e+00
42;0.420000;-4.274535e+00
43;0.430000;-4.750366e+00
44;0.440000;-6.103804e+00
45;0.450000;-7.870221e+00
46;0.460000;-7.927813e+00
47;0.470000;-6.803455e+00
48;0.480000;-5.420250e+00
49;0.490000;-4.805654e+00
50;0.500000;-4.444917e+00
51;0.510000;-4.215891e+00
52;0.520000;-4.074786e+00
53;0.530000;-4.255431e+00
54;0.540000;-4.536949e+00
55;0.550000;-4.938235e+00
56;0.560000;-5.500265e+00
57;0.570000;-6.776901e+00
58;0.580000;-7.289424e+00
59;0.590000;-7.480379e+00
60;0.600000;-6.994624e+00
61;0.610000;-6.696376e+00
62;0.620000;-6.394468e+00
63;0.630000;-6.269704e+00
64;0.640000;-6.281794e+00
65;0.650000;-6.106691e+00
66;0.660000;-5.644472e+00
67;0.670000;-4.927671e+00
68;0.680000;-4.226659e+00
69;0.690000;-3.892574e+00
70;0.700000;-3.757044e+00
71;0.710000;-3.740674e+00
72;0.720000;-3.899736e+00
73;0.730000;-4.374841e+00
74;0.740000;-5.016118e+00
75;0.750000;-5.843488e+00
76;0.760000;-7.126830e+00
77;0.770000;-9.975487e+00
78;0.780000;-9.896397e+00
79;0.790000;-9.276087e+00
80;0.800000;-6.316031e+00
81;0.810000;-5.589348e+00
82;0.820000;-5.305136e+00
83;0.830000;-5.254615e+00
84;0.840000;-5.254539e+00
85;0.850000;-5.650388e+00
86;0.860000;-6.447775e+00
87;0.870000;-7.959094e+00
88;0.880000;-9.754156e+00
89;0.890000;-1.147088e+01
90;0.900000;-8.812672e+00
91;0.910000;-8.192706e+00
92;0.920000;-7.104533e+00
93;0.930000;-6.692650e+00
94;0.940000;-6.397852e+00
95;0.950000;-6.314124e+00
96;0.960000;-6.326645e+00
97;0.970000;-6.629784e+00
98;0.980000;-6.931649e+00
99;0.990000;-7.474055e+00
100;1.000000;-8.191142e+00
101;1.010000;-8.673168e+00
102;1.020000;-9.151536e+00
103;1.030000;-9.558148e+00
104;1.040000;-8.465774e+00
105;1.050000;-7.483820e+00
106;1.060000;-7.253384e+00
107;1.070000;-6.993646e+00
108;1.080000;-6.800185e+00
109;1.090000;-5.175730e+00
110;1.100000;-4.542322e+00
111;1.110000;-4.289084e+00
112;1.120000;-4.016628e+00
113;1.130000;-3.966382e+00
114;1.140000;-4.179989e+00
115;1.150000;-4.507079e+00
116;1.160000;-4.705938e+00
117;1.170000;-5.200295e+00
118;1.180000;-5.213619e+00
119;1.190000;-5.238114e+00
120;1.200000;-5.239254e+00
121;1.210000;-5.290241e+00
122;1.220000;-5.264734e+00
123;1.230000;-5.264253e+00
124;1.240000;-5.147094e+00
125;1.250000;-5.052142e+00
126;1.260000;-4.803835e+00
127;1.270000;-4.474516e+00
128;1.280000;-4.376307e+00
129;1.290000;-4.276725e+00
130;1.300000;-4.182974e+00
131;1.310000;-4.177698e+00
132;1.320000;-4.285484e+00
133;1.330000;-4.096443e+00
134;1.340000;-4.049095e+00
135;1.350000;-3.944536e+00
136;1.360000;-3.881328e+00
137;1.370000;-3.811185e+00
138;1.380000;-3.849435e+00
139;1.390000;-3.874509e+00
140;1.400000;-4.059235e+00
141;1.410000;-4.304562e+00
142;1.420000;-4.672532e+00
143;1.430000;-5.286443e+00
144;1.440000;-6.264999e+00
145;1.450000;-7.673953e+00
146;1.460000;-9.075740e+00
147;1.470000;-1.075633e+01
148;1.480000;-1.194783e+01
149;1.490000;-1.218729e+01
150;1.500000;-1.239799e+01
151;1.510000;-1.314055e+01
152;1.520000;-1.333036e+01
153;1.530000;-8.288566e+00
154;1.540000;-7.462845e+00
155;1.550000;-6.768544e+00
156;1.560000;-6.345877e+00
157;1.570000;-6.021072e+00
158;1.580000;-5.719903e+00
159;1.590000;-5.493868e+00
160;1.600000;-5.424236e+00
161;1.610000;-5.196677e+00
162;1.620000;-5.109857e+00
163;1.630000;-5.215170e+00
164;1.640000;-5.323905e+00
165;1.650000;-5.381266e+00
166;1.660000;-5.698061e+00
167;1.670000;-5.944686e+00
168;1.680000;-5.910290e+00
169;1.690000;-5.936882e+00
170;1.700000;-5.698800e+00
171;1.710000;-5.385240e+00
172;1.720000;-4.768577e+00
173;1.730000;-4.476867e+00
174;1.740000;-4.234346e+00
175;1.750000;-4.081097e+00
176;1.760000;-3.861814e+00
177;1.770000;-3.875531e+00
178;1.780000;-3.880315e+00
179;1.790000;-3.929681e+00
180;1.800000;-4.007635e+00
