frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;1.437197e-01;-3.879780e+00
1;0.010000;1.273664e-01;-4.121374e+00
2;0.020000;9.179170e-02;-4.776467e+00
3;0.030000;7.120308e-02;-5.284439e+00
4;0.040000;4.356500e-02;-6.267003e+00
5;0.050000;2.197035e-02;-7.636123e+00
6;0.060000;1.402689e-02;-8.533558e+00
7;0.070000;9.941752e-03;-9.222024e+00
8;0.080000;7.768654e-03;-9.715317e+00
9;0.090000;6.462610e-03;-1.008344e+01
10;0.100000;6.238864e-03;-1.015391e+01
11;0.110000;6.864466e-03;-9.962794e+00
12;0.120000;7.796998e-03;-9.708033e+00
13;0.130000;1.165084e-02;-8.904755e+00
14;0.140000;2.383662e-02;-7.473064e+00
15;0.150000;4.025728e-02;-6.424929e+00
16;0.160000;5.221117e-02;-5.904918e+00
17;0.170000;6.325204e-02;-5.521256e+00
18;0.180000;6.675503e-02;-5.413452e+00
19;0.190000;6.355718e-02;-5.511631e+00
20;0.200000;5.466529e-02;-5.813053e+00
21;0.210000;4.323819e-02;-6.282063e+00
22;0.220000;2.396438e-02;-7.462374e+00
23;0.230000;6.234624e-03;-1.015527e+01
24;0.240000;4.339258e-03;-1.088010e+01
25;0.250000;7.897030e-03;-9.682537e+00
26;0.260000;1.160057e-02;-8.913403e+00
27;0.270000;1.694442e-02;-8.155633e+00
28;0.280000;2.176206e-02;-7.655174e+00
29;0.290000;2.395047e-02;-7.463535e+00
30;0.300000;2.616468e-02;-7.286689e+00
31;0.310000;3.337705e-02;-6.799774e+00
32;0.320000;4.109287e-02;-6.383842e+00
33;0.330000;4.308486e-02;-6.289167e+00
34;0.340000;4.457933e-02;-6.220970e+00
35;0.350000;4.279870e-02;-6.302495e+00
36;0.360000;3.648042e-02;-6.621960e+00
37;0.370000;2.456488e-02;-7.412875e+00
38;0.380000;1.576296e-02;-8.300184e+00
39;0.390000;3.243040e-03;-1.146249e+01
40;0.400000;1.612371e-03;-1.286010e+01
41;0.410000;1.214649e-03;-1.342660e+01
42;0.420000;1.577377e-03;-1.290398e+01
43;0.430000;3.649549e-03;-1.122630e+01
44;0.440000;6.343538e-03;-1.012064e+01
45;0.450000;1.730798e-02;-8.113174e+00
46;0.460000;4.207512e-02;-6.336597e+00
47;0.470000;8.528516e-02;-4.923510e+00
48;0.480000;1.134954e-01;-4.351986e+00
49;0.490000;1.356478e-01;-3.995388e+00
50;0.500000;1.516986e-01;-3.771720e+00
51;0.510000;1.593315e-01;-3.673537e+00
52;0.520000;1.510574e-01;-3.780190e+00
53;0.530000;1.408219e-01;-3.920519e+00
54;0.540000;1.256119e-01;-4.149117e+00
55;0.550000;1.055018e-01;-4.498054e+00
56;0.560000;8.596282e-02;-4.907681e+00
57;0.570000;6.697153e-02;-5.406975e+00
58;0.580000;4.338434e-02;-6.275313e+00
59;0.590000;2.408054e-02;-7.452703e+00
60;0.600000;2.401656e-02;-7.458023e+00
61;0.610000;3.438095e-02;-6.740505e+00
62;0.620000;3.922211e-02;-6.477029e+00
63;0.630000;4.066953e-02;-6.404552e+00
64;0.640000;4.171600e-02;-6.353741e+00
65;0.650000;3.959041e-02;-6.458337e+00
66;0.660000;3.002709e-02;-7.011311e+00
67;0.670000;2.345144e-02;-7.505646e+00
68;0.680000;2.332642e-02;-7.516337e+00
69;0.690000;2.484367e-02;-7.390305e+00
70;0.700000;3.367914e-02;-6.781754e+00
71;0.710000;4.242886e-02;-6.319853e+00
72;0.720000;4.992319e-02;-5.994539e+00
73;0.730000;6.882340e-02;-5.352423e+00
74;0.740000;8.237106e-02;-4.993042e+00
75;0.750000;9.251674e-02;-4.760731e+00
76;0.760000;1.034148e-01;-4.538014e+00
77;0.770000;1.226999e-01;-4.196027e+00
78;0.780000;1.277421e-01;-4.115483e+00
79;0.790000;1.302380e-01;-4.076784e+00
80;0.800000;1.319574e-01;-4.050553e+00
81;0.810000;1.272036e-01;-4.123933e+00
82;0.820000;1.084725e-01;-4.442517e+00
83;0.830000;9.050580e-02;-4.804683e+00
84;0.840000;7.188438e-02;-5.265393e+00
85;0.850000;4.884930e-02;-6.038031e+00
86;0.860000;2.787799e-02;-7.159835e+00
87;0.870000;1.029086e-02;-9.152999e+00
88;0.880000;9.217029e-03;-9.373405e+00
