frameIndex;frameTime;pcm_RMSenergy;pcm_LOGenergy
0;0.000000;9.556358e-02;-4.695927e+00
1;0.010000;1.106863e-01;-4.402110e+00
2;0.020000;1.204560e-01;-4.232942e+00
3;0.030000;1.252641e-01;-4.154662e+00
4;0.040000;1.202531e-01;-4.236313e+00
5;0.050000;1.029578e-01;-4.546872e+00
6;0.060000;9.319859e-02;-4.746045e+00
7;0.070000;8.482324e-02;-4.934371e+00
8;0.080000;7.699758e-02;-5.127963e+00
9;0.090000;6.533626e-02;-5.456416e+00
10;0.100000;5.505869e-02;-5.798711e+00
11;0.110000;4.559935e-02;-6.175724e+00
12;0.120000;3.657846e-02;-6.616591e+00
13;0.130000;3.245870e-02;-6.855573e+00
14;0.140000;3.096003e-02;-6.950116e+00
15;0.150000;3.654667e-02;-6.618330e+00
16;0.160000;4.957079e-02;-6.008707e+00
17;0.170000;6.340252e-02;-5.516503e+00
18;0.180000;7.702480e-02;-5.127255e+00
19;0.190000;8.289053e-02;-4.980469e+00
20;0.200000;8.569068e-02;-4.914022e+00
21;0.210000;7.765996e-02;-5.110831e+00
22;0.220000;6.595682e-02;-5.437510e+00
23;0.230000;4.906901e-02;-6.029055e+00
24;0.240000;3.530162e-02;-6.687653e+00
25;0.250000;8.708750e-03;-9.486855e+00
26;0.260000;1.795894e-03;-1.264450e+01
27;0.270000;1.347707e-03;-1.321870e+01
28;0.280000;8.657701e-04;-1.410378e+01
29;0.290000;9.805089e-03;-9.249707e+00
30;0.300000;2.738840e-02;-7.195271e+00
31;0.310000;7.797494e-02;-5.102736e+00
32;0.320000;1.151682e-01;-4.322723e+00
33;0.330000;1.397280e-01;-3.936115e+00
34;0.340000;1.539277e-01;-3.742544e+00
35;0.350000;1.615241e-01;-3.646202e+00
36;0.360000;1.536256e-01;-3.746474e+00
37;0.370000;1.387304e-01;-3.950445e+00
38;0.380000;1.261072e-01;-4.141246e+00
39;0.390000;1.195796e-01;-4.247547e+00
40;0.400000;1.170420e-01;-4.290445e+00
41;0.410000;1.178437e-01;-4.276792e+00
42;0.420000;1.092678e-01;-4.427907e+00
43;0.430000;9.758711e-02;-4.654020e+00
44;0.440000;8.642311e-02;-4.897000e+00
45;0.450000;7.362077e-02;-5.217656e+00
46;0.460000;5.110135e-02;-5.947889e+00
47;0.470000;4.260310e-02;-6.311656e+00
48;0.480000;3.694110e-02;-6.596861e+00
49;0.490000;3.033814e-02;-6.990699e+00
50;0.500000;4.754882e-02;-6.091997e+00
51;0.510000;9.186383e-02;-4.774896e+00
52;0.520000;1.221717e-01;-4.204656e+00
53;0.530000;1.369534e-01;-3.976229e+00
54;0.540000;1.504604e-01;-3.788110e+00
55;0.550000;1.548469e-01;-3.730637e+00
56;0.560000;1.383782e-01;-3.955530e+00
57;0.570000;1.174105e-01;-4.284159e+00
58;0.580000;1.035492e-01;-4.535418e+00
59;0.590000;8.258586e-02;-4.987833e+00
60;0.600000;6.171408e-02;-5.570486e+00
61;0.610000;4.751079e-02;-6.093597e+00
62;0.620000;3.265977e-02;-6.843222e+00
63;0.630000;1.587580e-02;-8.285918e+00
64;0.640000;1.063891e-02;-9.086473e+00
65;0.650000;6.736048e-03;-1.000056e+01
66;0.660000;5.228528e-03;-1.050725e+01
67;0.670000;3.064203e-03;-1.157594e+01
68;0.680000;2.442527e-03;-1.202944e+01
69;0.690000;1.144651e-03;-1.354531e+01
70;0.700000;5.564797e-04;-1.498776e+01
71;0.710000;4.915304e-04;-1.523597e+01
72;0.720000;4.914262e-04;-1.523640e+01
73;0.730000;4.765556e-04;-1.529785e+01
74;0.740000;4.568408e-04;-1.538235e+01
75;0.750000;4.572713e-04;-1.538047e+01
76;0.760000;4.607840e-04;-1.536516e+01
77;0.770000;4.503109e-04;-1.541114e+01
78;0.780000;4.810805e-04;-1.527895e+01
79;0.790000;5.567223e-04;-1.498689e+01
80;0.800000;6.422605e-04;-1.470103e+01
81;0.810000;7.793537e-04;-1.431409e+01
82;0.820000;8.787410e-04;-1.407404e+01
83;0.830000;1.128493e-03;-1.357374e+01
84;0.840000;1.287046e-03;-1.331081e+01
85;0.850000;5.475775e-03;-1.041484e+01
86;0.860000;1.923525e-02;-7.902021e+00
87;0.870000;3.419834e-02;-6.751156e+00
88;0.880000;4.538672e-02;-6.185071e+00
89;0.890000;8.490843e-02;-4.932364e+00
90;0.900000;1.209684e-01;-4.224452e+00
91;0.910000;1.495588e-01;-3.800131e+00
92;0.920000;1.635034e-01;-3.621842e+00
93;0.930000;1.690329e-01;-3.555323e+00
94;0.940000;1.597076e-01;-3.668822e+00
