frameIndex;frameTime;pcm_LOGenergy
0;0.000000;-7.198730e+00
1;0.010000;-7.019829e+00
2;0.020000;-6.987800e+00
3;0.030000;-6.710721e+00
4;0.040000;-6.579227e+00
5;0.050000;-6.586219e+00
6;0.060000;-6.673403e+00
7;0.070000;-6.851519e+00
8;0.080000;-7.361315e+00
9;0.090000;-7.930480e+00
10;0.100000;-8.737697e+00
11;0.110000;-1.138777e+01
12;0.120000;-1.327096e+01
13;0.130000;-1.175317e+01
14;0.140000;-1.006670e+01
15;0.150000;-8.897563e+00
16;0.160000;-7.466976e+00
17;0.170000;-6.986773e+00
18;0.180000;-6.734160e+00
19;0.190000;-6.638186e+00
20;0.200000;-6.666625e+00
21;0.210000;-7.046605e+00
22;0.220000;-7.504374e+00
23;0.230000;-7.924260e+00
24;0.240000;-7.686295e+00
25;0.250000;-6.880041e+00
26;0.260000;-6.214909e+00
27;0.270000;-5.972050e+00
28;0.280000;-5.984901e+00
29;0.290000;-6.059822e+00
30;0.300000;-6.056063e+00
31;0.310000;-6.402202e+00
32;0.320000;-6.803767e+00
33;0.330000;-6.604734e+00
34;0.340000;-6.531419e+00
35;0.350000;-6.272273e+00
36;0.360000;-5.833786e+00
37;0.370000;-5.623106e+00
38;0.380000;-5.573364e+00
39;0.390000;-5.420978e+00
40;0.400000;-5.651362e+00
41;0.410000;-6.095761e+00
42;0.420000;-6.404149e+00
43;0.430000;-6.636376e+00
44;0.440000;-7.437102e+00
45;0.450000;-7.476693e+00
46;0.460000;-6.784015e+00
47;0.470000;-5.870354e+00
48;0.480000;-5.379969e+00
49;0.490000;-5.301477e+00
50;0.500000;-4.864796e+00
51;0.510000;-4.705811e+00
52;0.520000;-4.727244e+00
53;0.530000;-4.843648e+00
54;0.540000;-4.640595e+00
55;0.550000;-4.807452e+00
56;0.560000;-4.856303e+00
57;0.570000;-4.824381e+00
58;0.580000;-4.823065e+00
59;0.590000;-4.852729e+00
60;0.600000;-4.830580e+00
61;0.610000;-4.985487e+00
62;0.620000;-5.277939e+00
63;0.630000;-5.414992e+00
64;0.640000;-5.945320e+00
65;0.650000;-6.778028e+00
66;0.660000;-7.189553e+00
67;0.670000;-7.273939e+00
68;0.680000;-7.462160e+00
69;0.690000;-7.056749e+00
70;0.700000;-5.566988e+00
71;0.710000;-4.753553e+00
72;0.720000;-4.431466e+00
73;0.730000;-4.304451e+00
74;0.740000;-4.155986e+00
75;0.750000;-4.305362e+00
76;0.760000;-4.719311e+00
77;0.770000;-5.163998e+00
78;0.780000;-5.502668e+00
79;0.790000;-6.366518e+00
80;0.800000;-6.125104e+00
81;0.810000;-5.926789e+00
82;0.820000;-5.790804e+00
83;0.830000;-5.571050e+00
84;0.840000;-5.444498e+00
85;0.850000;-5.670114e+00
86;0.860000;-5.920888e+00
87;0.870000;-6.142255e+00
88;0.880000;-6.688432e+00
89;0.890000;-7.637725e+00
90;0.900000;-1.059716e+01
91;0.910000;-8.155033e+00
92;0.920000;-5.213596e+00
93;0.930000;-4.454510e+00
94;0.940000;-4.212679e+00
95;0.950000;-4.179766e+00
96;0.960000;-4.131758e+00
97;0.970000;-4.377921e+00
98;0.980000;-4.810064e+00
99;0.990000;-5.111811e+00
100;1.000000;-5.170758e+00
101;1.010000;-5.352915e+00
102;1.020000;-5.750660e+00
103;1.030000;-6.536664e+00
104;1.040000;-7.711612e+00
105;1.050000;-7.957623e+00
106;1.060000;-7.918027e+00
107;1.070000;-7.680614e+00
108;1.080000;-7.267548e+00
109;1.090000;-6.969705e+00
110;1.100000;-6.704190e+00
111;1.110000;-6.490417e+00
112;1.120000;-6.412567e+00
113;1.130000;-6.452334e+00
114;1.140000;-6.479781e+00
115;1.150000;-6.535954e+00
116;1.160000;-6.537018e+00
117;1.170000;-6.432635e+00
118;1.180000;-6.317899e+00
119;1.190000;-6.218621e+00
120;1.200000;-6.124601e+00
121;1.210000;-6.032809e+00
122;1.220000;-6.125931e+00
123;1.230000;-6.138263e+00
124;1.240000;-6.180227e+00
